0,1,2,3,4,5,6,7
"{'activation': 'logistic', 'hidden_layer_sizes': 5}",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"{'activation': 'logistic', 'hidden_layer_sizes': 10}",0.13636363636363635,0.9828234031132582,0.08571428571428572,0.10526315789473684,0.12195121951219512,0.1340213731518079,0.3660892966911323
"{'activation': 'logistic', 'hidden_layer_sizes': 15}",1.0,0.0042941492216854536,0.011720831113478956,0.023170089520800425,0.055979643765903316,0.004294149221685453,0.06552975829106539
"{'activation': 'logistic', 'hidden_layer_sizes': 20}",0.9545454545454546,0.005904455179817499,0.011211959423384944,0.022163588390501317,0.05354411014788374,0.005636070853462157,0.0750737694102418
"{'activation': 'logistic', 'hidden_layer_sizes': 30}",0.5,0.7707997852925389,0.02511415525114155,0.047826086956521734,0.10456273764258554,0.3853998926462695,0.6208058413435472
"{'activation': 'tanh', 'hidden_layer_sizes': 5}",0.4090909090909091,0.7917337627482555,0.022670025188916875,0.04295942720763723,0.09278350515463916,0.32389108476065,0.5691142985030775
"{'activation': 'tanh', 'hidden_layer_sizes': 10}",0.5,0.3172302737520129,0.00857365549493375,0.016858237547892722,0.04011670313639679,0.15861513687600648,0.39826515900340376
"{'activation': 'tanh', 'hidden_layer_sizes': 15}",0.5,0.7235641438539989,0.02091254752851711,0.04014598540145985,0.08957654723127034,0.3617820719269995,0.6014832266381163
"{'activation': 'tanh', 'hidden_layer_sizes': 20}",0.36363636363636365,0.47342995169082125,0.008088978766430738,0.01582591493570722,0.037140204271123495,0.17215634606938954,0.4149172761760946
"{'activation': 'tanh', 'hidden_layer_sizes': 30}",0.5454545454545454,0.2281266774020397,0.008275862068965517,0.01630434782608696,0.03901170351105331,0.12443273312838529,0.35275024185446746
"{'activation': 'relu', 'hidden_layer_sizes': 5}",0.3181818181818182,0.7450348899624262,0.014522821576763486,0.027777777777777776,0.06140350877192982,0.2370565558971356,0.48688454062245146
"{'activation': 'relu', 'hidden_layer_sizes': 10}",0.45454545454545453,0.33118625872249063,0.007961783439490446,0.01564945226917058,0.03720238095238095,0.150539208510223,0.3879938253506401
"{'activation': 'relu', 'hidden_layer_sizes': 15}",0.3181818181818182,0.8201825013419216,0.02046783625730994,0.038461538461538464,0.0813953488372093,0.26096715951788413,0.5108494489748268
"{'activation': 'relu', 'hidden_layer_sizes': 20}",0.3181818181818182,0.36178207192699946,0.005852842809364548,0.011494252873563218,0.027258566978193143,0.115112477431318,0.33928229755075345
"{'activation': 'relu', 'hidden_layer_sizes': 30}",0.3181818181818182,0.6951154052603328,0.01217391304347826,0.02345058626465662,0.05279034690799397,0.22117308349192405,0.47029042462283244
"{'activation': 'logistic', 'hidden_layer_sizes': 5}",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"{'activation': 'logistic', 'hidden_layer_sizes': 10}",0.9545454545454546,0.10144927536231885,0.012389380530973451,0.0244612696563774,0.05888951205832866,0.09683794466403164,0.311187957132071
"{'activation': 'logistic', 'hidden_layer_sizes': 15}",0.5454545454545454,0.28502415458937197,0.008928571428571428,0.017569546120058562,0.04189944134078212,0.15546772068511197,0.39429395212850016
"{'activation': 'logistic', 'hidden_layer_sizes': 20}",0.8636363636363636,0.08266237251744499,0.01099537037037037,0.021714285714285717,0.05231277533039648,0.07139023081052068,0.26718950355603543
"{'activation': 'logistic', 'hidden_layer_sizes': 30}",0.09090909090909091,0.9817498658078369,0.05555555555555555,0.06896551724137931,0.08064516129032259,0.08924998780071243,0.298747364508396
"{'activation': 'tanh', 'hidden_layer_sizes': 5}",0.6363636363636364,0.19860440150295222,0.0092899800928998,0.01831262262916939,0.0438871473354232,0.12638461913824228,0.3555061450077091
"{'activation': 'tanh', 'hidden_layer_sizes': 10}",0.4090909090909091,0.6339237788513151,0.013024602026049204,0.025245441795231416,0.057766367137355584,0.259332454984629,0.5092469489202944
"{'activation': 'tanh', 'hidden_layer_sizes': 15}",0.5454545454545454,0.6349973161567365,0.017341040462427744,0.03361344537815126,0.07692307692307691,0.34636217244912904,0.5885254220924777
"{'activation': 'tanh', 'hidden_layer_sizes': 20}",0.5909090909090909,0.25389157273215246,0.009265858873841768,0.01824561403508772,0.043594902749832326,0.15002683843263553,0.38733298133858357
"{'activation': 'tanh', 'hidden_layer_sizes': 30}",0.6363636363636364,0.2571121846484165,0.010014306151645207,0.019718309859154928,0.04710632570659489,0.1636168447762651,0.4044957908016659
"{'activation': 'relu', 'hidden_layer_sizes': 5}",0.5454545454545454,0.27106816961889424,0.008759124087591242,0.017241379310344827,0.0411522633744856,0.1478553652466696,0.38451965521500925
"{'activation': 'relu', 'hidden_layer_sizes': 10}",0.5454545454545454,0.36231884057971014,0.01,0.019639934533551555,0.046583850931677016,0.19762845849802368,0.444554224474387
"{'activation': 'relu', 'hidden_layer_sizes': 15}",0.6818181818181818,0.214170692431562,0.010141987829614604,0.019986675549633577,0.047862156987874924,0.14602547211242864,0.3821327938196729
"{'activation': 'relu', 'hidden_layer_sizes': 20}",0.5909090909090909,0.4863123993558776,0.013402061855670102,0.026209677419354843,0.06143667296786389,0.28736641780120037,0.5360656842227456
"{'activation': 'relu', 'hidden_layer_sizes': 30}",0.8181818181818182,0.18947933440687065,0.011780104712041885,0.0232258064516129,0.055693069306930694,0.15502854633289417,0.3937366459105555
"{'activation': 'logistic', 'hidden_layer_sizes': 5}",0.045454545454545456,0.8894256575415995,0.004830917874396135,0.008733624454148471,0.01694915254237288,0.04042843897916362,0.20106824458169326
"{'activation': 'logistic', 'hidden_layer_sizes': 10}",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"{'activation': 'logistic', 'hidden_layer_sizes': 15}",1.0,0.03864734299516908,0.012134583563154992,0.023978201634877384,0.057864281956864806,0.03864734299516909,0.1965892748731962
"{'activation': 'logistic', 'hidden_layer_sizes': 20}",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"{'activation': 'logistic', 'hidden_layer_sizes': 30}",0.22727272727272727,0.7648953301127214,0.011286681715575621,0.021505376344086023,0.047080979284369114,0.1738398477528912,0.4169410602865724
"{'activation': 'tanh', 'hidden_layer_sizes': 5}",0.5454545454545454,0.4986580783682233,0.012684989429175475,0.024793388429752063,0.05802707930367504,0.2719953154735763,0.5215317013121794
"{'activation': 'tanh', 'hidden_layer_sizes': 10}",0.5,0.7042404723564144,0.019572953736654804,0.03767123287671233,0.0846153846153846,0.3521202361782072,0.5933971993346507
"{'activation': 'tanh', 'hidden_layer_sizes': 15}",0.36363636363636365,0.3784219001610306,0.00686106346483705,0.013468013468013467,0.031897926634768745,0.1376079636949202,0.3709554740058707
"{'activation': 'tanh', 'hidden_layer_sizes': 20}",0.4090909090909091,0.6902844873859366,0.015358361774744027,0.029605263157894735,0.06676557863501485,0.28238910847606497,0.5314029624268809
"{'activation': 'tanh', 'hidden_layer_sizes': 30}",0.45454545454545453,0.3413848631239936,0.008084074373484237,0.015885623510722795,0.03773584905660378,0.15517493778363345,0.3939225022560065
"{'activation': 'relu', 'hidden_layer_sizes': 5}",0.4090909090909091,0.7783145464304885,0.02132701421800948,0.04054054054054055,0.08823529411764706,0.31840140535792716,0.5642706844750374
"{'activation': 'relu', 'hidden_layer_sizes': 10}",0.3181818181818182,0.440150295222759,0.006666666666666667,0.013059701492537315,0.030755711775043933,0.1400478212072415,0.3742296369974477
"{'activation': 'relu', 'hidden_layer_sizes': 15}",0.5454545454545454,0.23939881910896404,0.008397480755773267,0.01654031702274293,0.03955174686882004,0.13058117405943495,0.3613601722097151
"{'activation': 'relu', 'hidden_layer_sizes': 20}",0.6818181818181818,0.14600107353730543,0.00933997509339975,0.018427518427518427,0.04427390791027154,0.09954618650270823,0.3155094079464323
"{'activation': 'relu', 'hidden_layer_sizes': 30}",0.6363636363636364,0.3483628556092324,0.011400651465798045,0.0224,0.05319148936170212,0.22168545356951155,0.4708348474460143
"{'activation': 'logistic', 'hidden_layer_sizes': 5}",0.9090909090909091,0.09608158883521202,0.011737089201877934,0.023174971031286212,0.05580357142857143,0.08734689894110184,0.2955450878311156
"{'activation': 'logistic', 'hidden_layer_sizes': 10}",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"{'activation': 'logistic', 'hidden_layer_sizes': 15}",0.0,1.0,0.0,0.0,0.0,0.0,0.0
"{'activation': 'logistic', 'hidden_layer_sizes': 20}",0.8636363636363636,0.017176596886741814,0.01027027027027027,0.020299145299145296,0.04901960784313725,0.014834333674913382,0.12179627939684111
"{'activation': 'logistic', 'hidden_layer_sizes': 30}",0.9545454545454546,0.010198604401502952,0.011260053619302948,0.022257551669316377,0.05376344086021505,0.009735031474161914,0.0986662631002204
"{'activation': 'tanh', 'hidden_layer_sizes': 5}",0.4090909090909091,0.71658615136876,0.01675977653631285,0.03220035778175313,0.072,0.2931488801054018,0.5414322488598198
"{'activation': 'tanh', 'hidden_layer_sizes': 10}",0.5909090909090909,0.20450885668276972,0.008695652173913044,0.01713909030982202,0.0410612760581175,0.12084614258527303,0.34762931778731354
