0,1
"{'kmax': 7, 'or': 0.2}",0.36880592464723216
"{'kmax': 5, 'or': 0.2}",0.46676608114124507
"{'kmax': 4, 'or': 0.5}",0.513341647693975
"{'kmax': 6, 'or': 0.5}",0.4589913555323001
"{'kmax': 4, 'or': 0.5}",0.4494024524878333
"{'kmax': 5, 'or': 0.5}",0.4185740718959996
"{'kmax': 4, 'or': 0.5}",0.5470354904194957
"{'kmax': 5, 'or': 0.5}",0.5046791816435328
"{'kmax': 6, 'or': 0.5}",0.4688452276504453
"{'kmax': 6, 'or': 0.2}",0.40014694918863297
"{'kmax': 6, 'or': 0.2}",0.423247005808044
"{'kmax': 7, 'or': 0.5}",0.4484395149072372
"{'kmax': 7, 'or': 0.2}",0.4757555244744911
"{'kmax': 7, 'or': 0.2}",0.5121402552351177
"{'kmax': 4, 'or': 0.5}",0.46351331620840364
"{'kmax': 6, 'or': 0.2}",0.455611942138314
"{'kmax': 7, 'or': 0.5}",0.4933088795359066
"{'kmax': 5, 'or': 0.5}",0.4876018737210722
"{'kmax': 6, 'or': 0.2}",0.47650454964225375
"{'kmax': 4, 'or': 0.5}",0.44892124188565496
"{'kmax': 5, 'or': 0.5}",0.42528479806966607
"{'kmax': 7, 'or': 0.2}",0.43538034576236856
"{'kmax': 7, 'or': 0.2}",0.4327911441669905
"{'kmax': 7, 'or': 0.1}",0.40299960327567236
"{'kmax': 7, 'or': 0.1}",0.4904306247841707
"{'kmax': 5, 'or': 0.5}",0.45929734195750216
"{'kmax': 6, 'or': 0.5}",0.44066026863731367
"{'kmax': 4, 'or': 0.2}",0.46042537642427567
"{'kmax': 6, 'or': 0.5}",0.3931721760312997
"{'kmax': 6, 'or': 0.5}",0.47320453813001734
"{'kmax': 7, 'or': 0.5}",0.48359594837324227
"{'kmax': 4, 'or': 0.5}",0.4797368116624979
"{'kmax': 5, 'or': 0.5}",0.5255746988804058
"{'kmax': 6, 'or': 0.2}",0.4327911441669905
"{'kmax': 7, 'or': 0.2}",0.49669290612495753
"{'kmax': 4, 'or': 0.2}",0.4317411034508292
"{'kmax': 7, 'or': 0.2}",0.4898573567626553
"{'kmax': 7, 'or': 0.2}",0.4094905755308417
"{'kmax': 6, 'or': 0.1}",0.4221732273191199
"{'kmax': 4, 'or': 0.5}",0.4833724235411608
"{'kmax': 7, 'or': 0.5}",0.5404168000052563
"{'kmax': 6, 'or': 0.5}",0.5226053265367673
"{'kmax': 4, 'or': 0.5}",0.4659318247440267
"{'kmax': 5, 'or': 0.5}",0.5080087429312277
"{'kmax': 4, 'or': 0.2}",0.4403167886140217
"{'kmax': 5, 'or': 0.5}",0.5487515451752757
"{'kmax': 6, 'or': 0.2}",0.4872027633942279
"{'kmax': 4, 'or': 0.5}",0.4373121868085198
"{'kmax': 6, 'or': 0.5}",0.47955656111634076
"{'kmax': 6, 'or': 0.2}",0.46875301696459915
"{'kmax': 5, 'or': 0.5}",0.47008830158022796
"{'kmax': 5, 'or': 0.2}",0.4196570596618513
"{'kmax': 4, 'or': 0.5}",0.40758595787792534
"{'kmax': 7, 'or': 0.1}",0.37320442902462997
"{'kmax': 7, 'or': 0.2}",0.40678973528149054
"{'kmax': 7, 'or': 0.2}",0.4992321082197048
