Kseg_accuracy_contr,Kseg_neg_prec_contr,Kseg_neg_recall_contr,Kseg_neg_fscore_contr,Kseg_pos_prec_contr,Kseg_pos_recall_contr,Kseg_pos_fscore_contr
0.13552941176470587,0.9854014598540146,0.12838801711840228,0.22717711400925536,0.009724473257698542,0.8181818181818182,0.019220501868659905
0.08705882352941176,0.9880239520958084,0.07845934379457917,0.14537444933920704,0.010214504596527068,0.9090909090909091,0.020202020202020204
0.08611764705882353,0.9820359281437125,0.07798383262006657,0.14449339207048456,0.009703779366700716,0.8636363636363636,0.019191919191919194
0.12094117647058823,0.9916317991631799,0.11269614835948645,0.20239111870196413,0.010604453870625663,0.9090909090909091,0.020964360587002098
0.16517647058823529,0.9795918367346939,0.15977175463623394,0.27473426001635326,0.008417508417508417,0.6818181818181818,0.01662971175166297
0.11294117647058824,0.9866071428571429,0.10508796956728483,0.1899441340782123,0.009994739610731194,0.8636363636363636,0.019760790431617267
0.20894117647058824,0.9861751152073732,0.20351878269139326,0.3374063854946787,0.009461856889414548,0.7272727272727273,0.018680677174547577
0.05364705882352941,0.9791666666666666,0.0446980504041845,0.08549340609367896,0.009857072449482503,0.9090909090909091,0.019502681618722574
0.06494117647058824,0.9833333333333333,0.05611031859248693,0.10616284300494828,0.00997506234413965,0.9090909090909091,0.01973359644795264
0.16188235294117648,0.9849397590361446,0.15549215406562053,0.26858316221765915,0.009481316229782488,0.7727272727272727,0.01873278236914601
0.1068235294117647,0.9904306220095693,0.09843081312410841,0.17906574394463665,0.010438413361169102,0.9090909090909091,0.02063983488132095
0.07294117647058823,0.9784172661870504,0.06466951973371374,0.12132024977698481,0.009566968781470292,0.8636363636363636,0.01892430278884462
0.1148235294117647,0.9703389830508474,0.10889205896338564,0.19581017528858488,0.007940709370037057,0.6818181818181818,0.015698587127158558
0.16517647058823529,0.9881305637982196,0.15834522111269614,0.27295081967213114,0.010067114093959731,0.8181818181818182,0.019889502762430934
0.08188235294117648,0.9810126582278481,0.07370423204945316,0.13710747456877487,0.009659379766141332,0.8636363636363636,0.019105077928607342
0.09458823529411765,0.9735449735449735,0.08749405611031859,0.16055846422338568,0.00878099173553719,0.7727272727272727,0.01736465781409602
0.16376470588235295,0.9794117647058823,0.15834522111269614,0.2726156365124846,0.008403361344537815,0.6818181818181818,0.016602102933038185
0.17694117647058824,0.988950276243094,0.17023300047551118,0.29046653144016227,0.01020986954055587,0.8181818181818182,0.020168067226890758
0.07388235294117647,0.9927007299270073,0.06466951973371374,0.12142857142857141,0.01056338028169014,0.9545454545454546,0.0208955223880597
0.1148235294117647,0.9743589743589743,0.10841654778887304,0.19512195121951217,0.008461131676361713,0.7272727272727273,0.0167276529012023
0.11435294117647059,0.9783549783549783,0.10746552543984783,0.19365895458440446,0.00897571277719113,0.7727272727272727,0.017745302713987474
0.13647058823529412,0.9890510948905109,0.1288635282929149,0.22801851072780815,0.010264721772015126,0.8636363636363636,0.020288307528029896
0.14070588235294118,0.9726962457337884,0.1355206847360913,0.23789649415692823,0.007641921397379912,0.6363636363636364,0.015102481121898596
0.1251764705882353,0.988,0.11745126010461246,0.20994475138121546,0.010133333333333333,0.8636363636363636,0.020031628887717447
0.08,0.9868421052631579,0.07132667617689016,0.1330376940133038,0.01013684744044602,0.9090909090909091,0.020050125313283207
0.14211764705882354,0.9964539007092199,0.1336186400380409,0.23563941299790356,0.011394465545306565,0.9545454545454546,0.022520107238605896
0.19341176470588237,0.980246913580247,0.1887779362815026,0.31658692185007975,0.00813953488372093,0.6363636363636364,0.016073478760045924
0.08752941176470588,0.9939759036144579,0.07845934379457917,0.14543851917144116,0.010719754977029096,0.9545454545454546,0.021201413427561835
0.08988235294117647,0.9774011299435028,0.08226343319067998,0.15175438596491228,0.009240246406570842,0.8181818181818182,0.018274111675126905
0.1223529411764706,0.9612403100775194,0.11792677127912506,0.2100804743752647,0.006427423674343867,0.5454545454545454,0.012705134992059289
0.08141176470588235,0.9934640522875817,0.07227769852591535,0.1347517730496454,0.010649087221095335,0.9545454545454546,0.021063189568706116
0.12094117647058823,0.9795918367346939,0.11412268188302425,0.20442930153321975,0.009042553191489361,0.7727272727272727,0.017875920084121973
0.0748235294117647,0.9724137931034482,0.06704707560627675,0.12544483985765126,0.00909090909090909,0.8181818181818182,0.017982017982017984
0.1383529411764706,0.9788732394366197,0.13219210651450308,0.23292836196062,0.008690928843020097,0.7272727272727273,0.01717659688674181
0.23529411764705882,0.9857723577235772,0.2306229196386115,0.3737957610789981,0.009185548071034905,0.6818181818181818,0.01812688821752266
0.14070588235294118,0.9759450171821306,0.1350451735615787,0.23725981620718462,0.008178844056706653,0.6818181818181818,0.016163793103448277
0.14635294117647057,0.9832775919732442,0.1398002853067047,0.2447960033305579,0.009309967141292442,0.7727272727272727,0.0183982683982684
0.13270588235294117,0.9850746268656716,0.12553495007132667,0.2226908477435681,0.009693053311793215,0.8181818181818182,0.019159127195316657
0.104,0.9760765550239234,0.09700427960057062,0.17647058823529416,0.008872651356993737,0.7727272727272727,0.017543859649122806
0.05364705882352941,0.9893617021276596,0.0442225392296719,0.08466090122894857,0.0103397341211226,0.9545454545454546,0.020457866536775452
0.21223529411764705,0.9820224719101124,0.20779838326200667,0.34301412872841447,0.008333333333333333,0.6363636363636364,0.01645123384253819
0.08988235294117647,0.9828571428571429,0.08178792201616739,0.15100965759438104,0.009743589743589744,0.8636363636363636,0.019269776876267748
0.09129411764705882,0.9831460674157303,0.08321445553970519,0.15344147303814118,0.009758602978941962,0.8636363636363636,0.019299136617572373
0.059294117647058824,1.0,0.04945316214931051,0.09424558223833257,0.010885700148441365,1.0,0.021536955457660305
0.11105882352941177,0.9908256880733946,0.10271041369472182,0.1861266695389918,0.01048767697954903,0.9090909090909091,0.020736132711249352
0.11105882352941177,0.9863636363636363,0.10318592486923443,0.18682737839001293,0.009973753280839895,0.8636363636363636,0.01971977166580176
0.1011764705882353,0.9849246231155779,0.0932001902044698,0.17028670721112074,0.009865005192107996,0.8636363636363636,0.019507186858316223
0.07717647058823529,0.9671052631578947,0.06990014265335236,0.13037694013303772,0.008616320324379118,0.7727272727272727,0.017042606516290727
0.0851764705882353,0.9704142011834319,0.07798383262006657,0.1443661971830986,0.008691206543967281,0.7727272727272727,0.01718907987866532
0.10494117647058823,0.9950738916256158,0.09605325725154541,0.1751951431049436,0.010926118626430802,0.9545454545454546,0.021604938271604937
0.15435294117647058,0.9841772151898734,0.14788397527341893,0.25713104588673,0.009397457158651189,0.7727272727272727,0.018569087930092848
0.08658823529411765,0.9821428571428571,0.07845934379457917,0.14531043593130777,0.009708737864077669,0.8636363636363636,0.019201616978271854
0.16847058823529412,0.9827586206896551,0.16262482168330955,0.27906976744186046,0.009003939223410242,0.7272727272727273,0.017787659811006117
0.10352941176470588,0.9759615384615384,0.09652876842605801,0.17568152315015145,0.008868022952529996,0.7727272727272727,0.017534811758638476
0.12941176470588237,0.9809885931558935,0.12268188302425106,0.2180896027049873,0.009129967776584319,0.7727272727272727,0.018046709129511677
0.17458823529411766,0.9860724233983287,0.16833095577746077,0.2875710804224208,0.009626274065685165,0.7727272727272727,0.01901565995525727
0.176,0.9943820224719101,0.16833095577746077,0.2879219194794632,0.011305822498586773,0.9090909090909091,0.02233389168062535
0.12611764705882353,0.9767441860465116,0.11982881597717546,0.21346886912325286,0.00856989823245849,0.7272727272727273,0.01694017998941239
0.1487058823529412,0.99,0.14122681883024252,0.24719101123595505,0.010410958904109589,0.8636363636363636,0.02057390362750406
0.18823529411764706,0.9896373056994818,0.18164526866381359,0.30695058256327845,0.010350776308223116,0.8181818181818182,0.020442930153321975
0.08141176470588235,0.9934640522875817,0.07227769852591535,0.1347517730496454,0.010649087221095335,0.9545454545454546,0.021063189568706116
0.18305882352941177,0.9741602067183462,0.1792677127912506,0.3028112449799196,0.006904487917146145,0.5454545454545454,0.013636363636363636
0.17411764705882352,0.9833333333333333,0.16833095577746077,0.2874543239951279,0.009065155807365438,0.7272727272727273,0.017907106883044206
0.31058823529411766,0.9818731117824774,0.3090822634331907,0.47016274864376123,0.00683526999316473,0.45454545454545453,0.013468013468013466
0.13364705882352942,0.9781021897810219,0.1274369947693771,0.22549432057214977,0.00864397622906537,0.7272727272727273,0.017084890549919917
0.06682352941176471,0.9761904761904762,0.05848787446504993,0.11036339165545088,0.009504752376188095,0.8636363636363636,0.01880257298367145
0.13270588235294117,0.9887218045112782,0.12505943889681406,0.2220346137610806,0.010220548682087143,0.8636363636363636,0.0202020202020202
0.20329411764705882,0.9834905660377359,0.19828815977175462,0.3300356153541749,0.008818342151675485,0.6818181818181818,0.017411491584445733
0.104,0.9715639810426541,0.09747979077508322,0.17718236819360417,0.008359456635318705,0.7272727272727273,0.016528925619834715
0.07058823529411765,0.9776119402985075,0.06229196386115074,0.11712114438980778,0.009542943244600702,0.8636363636363636,0.018877297565822154
0.10070588235294117,0.98,0.0932001902044698,0.1702127659574468,0.00935064935064935,0.8181818181818182,0.01848998459167951
0.16705882352941176,0.9770773638968482,0.16214931050879697,0.27814029363784665,0.007882882882882882,0.6363636363636364,0.015572858731924362
0.11341176470588235,0.9823788546255506,0.10603899191631003,0.19141630901287554,0.009483667017913594,0.8181818181818182,0.018750000000000003
0.20047058823529412,0.9855769230769231,0.19495958155016643,0.3255260023818976,0.009362200117027502,0.7272727272727273,0.01848642403235124
0.08564705882352941,0.9878048780487805,0.07703281027104136,0.14292015880017642,0.010198878123406425,0.9090909090909091,0.020171457387796268
0.2272941176470588,0.9812108559498957,0.2234902520209225,0.3640588690937258,0.007897934386391251,0.5909090909090909,0.015587529976019183
0.1891764705882353,0.9773869346733668,0.1849738468854018,0.3110755697720911,0.007527504342790967,0.5909090909090909,0.014865637507146943
0.192,0.9873737373737373,0.185924869234427,0.31292517006802717,0.009832272990167727,0.7727272727272727,0.019417475728155338
0.09176470588235294,0.9675675675675676,0.08511650023775559,0.15646853146853149,0.008247422680412371,0.7272727272727273,0.0163098878695209
0.09976470588235294,0.975,0.09272467902995721,0.16934433347807207,0.008831168831168832,0.7727272727272727,0.017462763225475093
0.15152941176470588,0.9777070063694268,0.1459819305753685,0.2540339263549855,0.008282716731087797,0.6818181818181818,0.01636661211129296
0.1148235294117647,0.9955357142857143,0.10603899191631003,0.19166308551783412,0.011046817464492372,0.9545454545454546,0.0218408736349454
0.10494117647058823,0.9855072463768116,0.09700427960057062,0.17662337662337663,0.009906152241918665,0.8636363636363636,0.019587628865979378
