Kseg_accuracy_adasyn,Kseg_neg_prec_adasyn,Kseg_neg_recall_adasyn,Kseg_neg_fscore_adasyn,Kseg_pos_prec_adasyn,Kseg_pos_recall_adasyn,Kseg_pos_fscore_adasyn
0.7887058823529411,0.9893491124260355,0.7950546837850689,0.881624044292117,0.009195402298850575,0.18181818181818182,0.0175054704595186
0.7265882352941176,0.9897039897039897,0.7313361864003805,0.8411266065080667,0.010507880910683012,0.2727272727272727,0.020236087689713324
0.864,0.9892125134843581,0.8720874940561103,0.9269648723780641,0.007380073800738007,0.09090909090909091,0.013651877133105802
0.7656470588235295,0.9884357881923311,0.7722301474084641,0.8670581954084357,0.006224066390041493,0.13636363636363635,0.011904761904761904
0.7383529411764705,0.989247311827957,0.743699476937708,0.8490770901194353,0.009191176470588236,0.22727272727272727,0.0176678445229682
0.8287058823529412,0.9893078221722004,0.8359486447931527,0.9061855670103093,0.008620689655172414,0.13636363636363635,0.016216216216216217
0.8861176470588236,0.9899947340705635,0.89396100808369,0.9395302348825587,0.01327433628318584,0.13636363636363635,0.024193548387096774
0.739764705882353,0.9880352644836272,0.746077032810271,0.8501761040368464,0.00558659217877095,0.13636363636363635,0.010733452593917711
0.636235294117647,0.9904129793510325,0.6386115073704232,0.7765250072275224,0.011703511053315995,0.4090909090909091,0.022756005056890013
0.8103529411764706,0.9890678941311852,0.8174037089871612,0.8950794064045821,0.007751937984496124,0.13636363636363635,0.014669926650366745
0.8004705882352942,0.9883653286794648,0.8078934854969092,0.8890633176347462,0.0049261083743842365,0.09090909090909091,0.009345794392523366
0.7731764705882352,0.9891369945684972,0.7793628150261531,0.8718085106382979,0.008547008547008548,0.18181818181818182,0.0163265306122449
0.7068235294117647,0.9881266490765171,0.7123157394198764,0.8278529980657641,0.006568144499178982,0.18181818181818182,0.012678288431061805
0.7797647058823529,0.9880597014925373,0.7869709938183548,0.8761249338274218,0.0044444444444444444,0.09090909090909091,0.00847457627118644
0.8070588235294117,0.9890236857307915,0.814075130765573,0.8930620761606677,0.007614213197969543,0.13636363636363635,0.014423076923076924
0.7717647058823529,0.9885265700483091,0.7784117926771279,0.87097632349029,0.006396588486140725,0.13636363636363635,0.012219959266802445
0.7948235294117647,0.9882835383714118,0.802187351402758,0.8855643044619422,0.004784688995215311,0.09090909090909091,0.00909090909090909
0.7242352941176471,0.9877813504823151,0.7303851640513552,0.839803171131766,0.005263157894736842,0.13636363636363635,0.010135135135135136
