sensitivity,specificity,precision,f1score,f2score,gmean_mba,gmean
0.3181818181818182,0.4122681883024251,0.0056315366049879325,0.011067193675889328,0.026296018031555225,0.13117624173258982,0.36218260826907445
0.5,0.3609129814550642,0.008118081180811807,0.01597676107480029,0.038115038115038115,0.1804564907275321,0.4248017075383903
0.5,0.5359010936757014,0.011144883485309016,0.021803766105054505,0.05116279069767442,0.26795054683785063,0.5176393984598261
0.6363636363636364,0.3228720874940561,0.009735744089012517,0.01917808219178082,0.045871559633027525,0.20546405567803572,0.4532814309874559
0.5909090909090909,0.31098430813124106,0.008891928864569083,0.017520215633423177,0.041935483870967745,0.18376345480482428,0.42867639870282603
0.36363636363636365,0.41274369947693773,0.006436041834271922,0.012648221343873516,0.030052592036063107,0.15008861799161374,0.3874127230636776
0.5454545454545454,0.3656680932001902,0.008915304606240713,0.017543859649122806,0.04184100418410042,0.19945532356374007,0.44660421355349983
0.5,0.3485496909177366,0.007965242577842143,0.015680684248039915,0.037440435670524165,0.17427484545886826,0.4174623880769
0.7727272727272727,0.2815026153114598,0.01112565445026178,0.02193548387096774,0.05259900990099009,0.2175247481952189,0.4663954847500337
0.4090909090909091,0.40751307655729907,0.007171314741035857,0.014095536413469067,0.03350707371556218,0.16670989495525868,0.4083012306560668
0.5909090909090909,0.3281027104136947,0.0091164095371669,0.017955801104972375,0.042932628797886396,0.19387887433536505,0.4403167886140217
0.2727272727272727,0.4764621968616263,0.005420054200542005,0.010628875110717449,0.02510460251046025,0.12994423550771625,0.36047778781461176
0.7727272727272727,0.3651925820256776,0.01257396449704142,0.024745269286754003,0.059027777777777776,0.2821942679289327,0.5312196042400287
0.45454545454545453,0.38896814075130764,0.007722007722007722,0.015186028853454823,0.036153289949385395,0.17680370034150347,0.4204803209919621
0.4090909090909091,0.4241559676652401,0.007377049180327869,0.014492753623188406,0.03440366972477064,0.1735183504085073,0.41655533895090974
0.45454545454545453,0.34997622444127435,0.007262164124909223,0.014295925661186561,0.034129692832764506,0.15908010201876105,0.3988484699967659
0.5454545454545454,0.34997622444127435,0.00870195794053662,0.017130620985010704,0.04089979550102248,0.19089612242251328,0.43691660808730226
0.6363636363636364,0.3162149310508797,0.009641873278236915,0.018995929443690638,0.04545454545454545,0.20122768339601435,0.4485840873192164
0.2727272727272727,0.44650499286733236,0.005128205128205128,0.010067114093959733,0.02384737678855326,0.12177408896381793,0.3489614433770842
0.5909090909090909,0.33903946742748453,0.009265858873841768,0.01824561403508772,0.043594902749832326,0.20034150347987723,0.4475952451488702
0.5909090909090909,0.3176414645744175,0.008977900552486187,0.017687074829931974,0.04231770833333333,0.18769722906670122,0.43324038254380354
0.45454545454545453,0.3357108892058963,0.007107320540156361,0.013995801259622114,0.033444816053511704,0.1525958587299529,0.39063519904119354
0.4090909090909091,0.37089871611982883,0.006756756756756757,0.013293943870014773,0.03169014084507042,0.15173129295811183,0.38952701184656224
0.36363636363636365,0.4498335710889206,0.0068669527896995704,0.013479359730412806,0.03192338387869114,0.16357584403233474,0.40444510632758895
0.3181818181818182,0.4113171659533999,0.005622489959839358,0.011049723756906077,0.026256564141035263,0.13087364371244542,0.3617646247388562
0.45454545454545453,0.437470280551593,0.008382229673093043,0.01646090534979424,0.039032006245121,0.19885012752345135,0.44592614581727696
0.7272727272727273,0.39657631954350925,0.012451361867704281,0.024483550114766644,0.0582665695557174,0.2884191414861886,0.5370466846431403
0.3181818181818182,0.5572990965287684,0.007462686567164179,0.014583333333333334,0.0341130604288499,0.1773224398046081,0.42109671075016497
0.5454545454545454,0.3537803138373752,0.0087527352297593,0.01722900215362527,0.0411240575736806,0.19297108027493193,0.4392847371294977
0.5909090909090909,0.3209700427960057,0.009021512838306732,0.0177717019822283,0.04251144538914323,0.18966411619763973,0.43550443878063944
0.6363636363636364,0.31383737517831667,0.009608785175017159,0.018931710615280595,0.0453074433656958,0.19971469329529243,0.4468944990658225
0.36363636363636365,0.5473133618640038,0.008333333333333333,0.016293279022403257,0.03816793893129771,0.19902304067781953,0.4461199846205273
0.5,0.3509272467902996,0.007994186046511628,0.015736766809728187,0.03756830601092896,0.1754636233951498,0.4188837826833951
0.4090909090909091,0.437470280551593,0.007550335570469799,0.01482701812191104,0.03515625,0.17896511477110622,0.4230426867008886
0.5909090909090909,0.3238231098430813,0.009059233449477353,0.017844886753603295,0.04267892317793828,0.19135001945272986,0.4374357317969462
0.36363636363636365,0.4132192106514503,0.00644122383252818,0.012658227848101266,0.03007518796992481,0.1502615311459819,0.38763582283630843
0.6363636363636364,0.38516405135520687,0.010711553175210406,0.021068472535741158,0.05017921146953405,0.24510439631694986,0.49508019180426704
0.5909090909090909,0.39134569662387064,0.010054137664346482,0.019771863117870724,0.047067342505430855,0.23124972982319628,0.48088432062523756
0.6363636363636364,0.34141702330004753,0.010007147962830594,0.019704433497536946,0.04707464694014796,0.21726537846366661,0.46611734409230754
0.5909090909090909,0.35235378031383735,0.009454545454545455,0.018611309949892626,0.04442925495557074,0.20820905200363118,0.45629930090197507
0.4090909090909091,0.44412743699476936,0.007640067911714771,0.015,0.035545023696682464,0.18168849695240563,0.4262493366005461
0.5,0.3281027104136947,0.007724719101123595,0.015214384508990318,0.036375661375661374,0.16405135520684735,0.4050325359855025
0.6363636363636364,0.4089396100808369,0.011137629276054098,0.0218921032056294,0.05204460966542752,0.26023429732416886,0.510131647052179
0.2727272727272727,0.4950071326676177,0.0056179775280898875,0.011009174311926606,0.025951557093425604,0.13500194527298665,0.3674261085891783
