RNA_accuracy_contr,RNA_neg_prec_contr,RNA_neg_recall_contr,RNA_neg_fscore_contr,RNA_pos_prec_contr,RNA_pos_recall_contr,RNA_pos_fscore_contr,RNA_auc_contr
0.6004842615012107,0.9903381642512077,0.6020558002936858,0.7488584474885844,0.012150668286755772,0.45454545454545453,0.023668639053254437,0.5153295065189338
0.5278450363196125,0.9953617810760668,0.5252080274106706,0.68760012816405,0.017223910840932118,0.7727272727272727,0.03369672943508424,0.6436612824278023
0.6,0.9887550200803212,0.6025452765540871,0.7487834549878345,0.00975609756097561,0.36363636363636365,0.01900237529691211,0.48731811507141903
0.5932203389830508,0.9902200488997555,0.5947136563876652,0.7431192660550457,0.011933174224343675,0.45454545454545453,0.02325581395348837,0.5381791483113069
0.5467312348668281,0.9911268855368234,0.5467449828683308,0.7047318611987382,0.01279317697228145,0.5454545454545454,0.025,0.5728652160370222
0.5544794188861986,0.9921121822962313,0.5540871267743515,0.7110552763819096,0.01406926406926407,0.5909090909090909,0.027484143763213526,0.6139589729898101
0.5380145278450363,0.9909828674481514,0.5379344101811062,0.6973350253807106,0.012552301255230125,0.5454545454545454,0.024539877300613498,0.5443198504872513
0.5786924939467313,0.9924433249370277,0.57856093979442,0.7309833024118739,0.014874141876430207,0.5909090909090909,0.029017857142857147,0.5931784808436791
0.5578692493946731,0.9904513888888888,0.5584924131179638,0.7142410015649452,0.012048192771084338,0.5,0.023529411764705882,0.5227606461086638
0.5452784503631961,0.9902309058614565,0.5457660303475281,0.7036920164089618,0.011714589989350373,0.5,0.022892819979188347,0.6406354291816847
0.5598062953995158,0.9921875,0.5594713656387665,0.7154929577464788,0.014238773274917854,0.5909090909090909,0.02780748663101604,0.609509188804343
0.5312348668280872,0.9908675799086758,0.531081742535487,0.691523263224984,0.012371134020618556,0.5454545454545454,0.024193548387096777,0.5580919325412718
0.5472154963680388,0.9885361552028219,0.5487028879099364,0.7056971986150458,0.00966702470461869,0.4090909090909091,0.01888772298006296,0.49170115249410407
0.5041162227602906,0.9922705314009662,0.5026921194322075,0.6673164392462637,0.013592233009708738,0.6363636363636364,0.02661596958174905,0.6173408089707649
0.553995157384988,0.9921052631578947,0.55359765051395,0.7106503298774741,0.014054054054054054,0.5909090909090909,0.027455121436114047,0.5616962577315
0.5806295399515738,0.9900083263946711,0.5819872736172296,0.7330456226880394,0.011574074074074073,0.45454545454545453,0.02257336343115124,0.5246295554665599
0.5268765133171913,0.9926062846580407,0.5256975036710719,0.6873600000000001,0.014242115971515769,0.6363636363636364,0.027860696517412936,0.6275308147554843
0.5617433414043583,0.9896729776247849,0.5628976994615761,0.7176287051482059,0.01107419712070875,0.45454545454545453,0.021621621621621626,0.49430427624260226
0.5472154963680388,0.9911347517730497,0.5472344591287323,0.7051403342794071,0.012806830309498399,0.5454545454545454,0.025026068821689264,0.6111778578738931
0.5573849878934625,0.9912967798085291,0.557513460597161,0.7136591478696742,0.013100436681222707,0.5454545454545454,0.0255863539445629,0.513015618742491
0.5288135593220339,0.992633517495396,0.5276554087126775,0.6890380313199106,0.014300306435137897,0.6363636363636364,0.027972027972027972,0.6349174565033595
0.5544794188861986,0.9921121822962313,0.5540871267743515,0.7110552763819096,0.01406926406926407,0.5909090909090909,0.027484143763213526,0.5970497930850354
0.5675544794188861,0.9922945205479452,0.5673029858051885,0.7218934911242603,0.014492753623188406,0.5909090909090909,0.028291621327529923,0.5922885240065856
0.5830508474576271,0.9892384105960265,0.5849241311796378,0.7351584127960629,0.010501750291715286,0.4090909090909091,0.020477815699658706,0.47908601432830505
0.6029055690072639,0.9888089528377298,0.6054821341164953,0.7510625379477838,0.009828009828009828,0.36363636363636365,0.019138755980861243,0.5038713122413563
0.5612590799031477,0.9905090595340811,0.5619187469407734,0.7170518425983761,0.012141280353200883,0.5,0.02370689655172414,0.5486361411471543
0.5922518159806296,0.9910057236304171,0.593245227606461,0.7421922841396202,0.013064133016627079,0.5,0.02546296296296296,0.5785831887153473
0.6135593220338983,0.989771833202203,0.6157611355849242,0.7592033796016898,0.011335012594458438,0.4090909090909091,0.022058823529411763,0.47521470208694877
0.5602905569007264,0.9871244635193133,0.5628976994615761,0.7169576059850373,0.0077777777777777776,0.3181818181818182,0.015184381778741865,0.4545454545454545
0.5331719128329298,0.9891205802357208,0.5340186000978953,0.6935791481246026,0.010395010395010396,0.45454545454545453,0.020325203252032523,0.5432964001245939
0.5849878934624697,0.9925249169435216,0.5849241311796378,0.7360640591315061,0.015098722415795587,0.5909090909090909,0.029445073612684034,0.6466426378320652
0.535593220338983,0.9900542495479204,0.5359765051395007,0.695458875833598,0.011470281543274244,0.5,0.022426095820591234,0.5576914519645797
0.549636803874092,0.9903083700440528,0.5501713166911405,0.7073631214600379,0.011827956989247311,0.5,0.02310924369747899,0.5214702086948784
0.5786924939467313,0.9851116625310173,0.5829662261380323,0.7324723247232472,0.004672897196261682,0.18181818181818182,0.009111617312072893,0.3570061852000178
0.6019370460048427,0.9903614457831326,0.6035242290748899,0.7499999999999999,0.012195121951219513,0.45454545454545453,0.023752969121140145,0.5442086058826147
0.5515738498789347,0.9912049252418645,0.5516397454723446,0.708805031446541,0.01293103448275862,0.5454545454545454,0.025263157894736838,0.5393583411204557
