tn,fp,fn,tp,sensitivity,specificity,precision,f1score,f2score,gmean_mba,gmean
444,1419,11,11,0.5,0.23832528180354268,0.007692307692307693,0.015151515151515154,0.036231884057971016,0.11916264090177132,0.34519942193139797
775,1088,8,14,0.6363636363636364,0.41599570585077833,0.012704174228675136,0.024911032028469754,0.0588235294117647,0.264724540086859,0.5145138871661862
938,925,14,8,0.36363636363636365,0.5034889962426194,0.00857449088960343,0.01675392670157068,0.03917727717923604,0.18308690772458888,0.4278865594110066
950,913,13,9,0.4090909090909091,0.5099302200751477,0.009761388286334056,0.019067796610169493,0.04455445544554455,0.2086078173034695,0.45673604773815424
649,1214,15,7,0.3181818181818182,0.3483628556092324,0.005733005733005733,0.011263073209975863,0.0267379679144385,0.11084272678475575,0.3329305134480103
422,1441,8,14,0.6363636363636364,0.22651637144390768,0.009621993127147767,0.018957345971563982,0.04536616979909268,0.14414678182794124,0.3796666720005079
1186,677,15,7,0.3181818181818182,0.6366076221148685,0.01023391812865497,0.019830028328611898,0.045336787564766834,0.20255697067291267,0.45006329629610176
800,1063,11,11,0.5,0.4294149221685454,0.010242085661080074,0.020072992700729927,0.047332185886402756,0.2147074610842727,0.46336536457127725
764,1099,13,9,0.4090909090909091,0.4100912506709608,0.008122743682310469,0.01592920353982301,0.037625418060200665,0.16776460254721123,0.40959077448986964
571,1292,11,11,0.5,0.3064949006977992,0.00844205679201842,0.016603773584905664,0.039539899352983465,0.15324745034889958,0.39146832611195964
774,1089,13,9,0.4090909090909091,0.41545893719806765,0.00819672131147541,0.01607142857142857,0.037942664418212486,0.1699604743083004,0.4122626278336425
1159,704,11,11,0.5,0.6221148684916801,0.015384615384615385,0.029850746268656723,0.06849315068493152,0.31105743424584004,0.5577252318533205
701,1162,15,7,0.3181818181818182,0.3762748255501879,0.005988023952095809,0.011754827875734678,0.027844073190135238,0.11972380812960522,0.34601128324030883
493,1370,10,12,0.5454545454545454,0.2646269457863661,0.008683068017366137,0.017094017094017096,0.040816326530612256,0.14434197042892696,0.3799236376285726
887,976,8,14,0.6363636363636364,0.47611379495437467,0.014141414141414142,0.027667984189723323,0.06493506493506494,0.30298150588005657,0.5504375585659618
1293,570,8,14,0.6363636363636364,0.6940418679549114,0.023972602739726026,0.0462046204620462,0.10416666666666666,0.4416630068803981,0.6645773144491152
422,1441,8,14,0.6363636363636364,0.22651637144390768,0.009621993127147767,0.018957345971563982,0.04536616979909268,0.14414678182794124,0.3796666720005079
956,907,10,12,0.5454545454545454,0.5131508319914116,0.013057671381936888,0.025504782146652496,0.05958291956305859,0.27990045381349726,0.5290561915463208
444,1419,10,12,0.5454545454545454,0.23832528180354268,0.008385744234800839,0.016517549896765314,0.03949967083607637,0.1299956082564778,0.360549037242478
485,1378,13,9,0.4090909090909091,0.2603327965646806,0.006488824801730353,0.012775017743080198,0.030508474576271184,0.1064997804128239,0.3263430410056631
1208,655,12,10,0.45454545454545453,0.6484165324745035,0.015037593984962405,0.029112081513828235,0.06640106241699865,0.29473478748841064,0.542894821755016
729,1134,10,12,0.5454545454545454,0.391304347826087,0.010471204188481676,0.020547945205479454,0.0486223662884927,0.2134387351778656,0.4619943021054108
1412,451,12,10,0.45454545454545453,0.7579173376274826,0.021691973969631236,0.041407867494824016,0.09107468123861567,0.3445078807397648,0.5869479369925111
1099,764,12,10,0.45454545454545453,0.5899087493290391,0.012919896640826873,0.02512562814070352,0.058004640371229696,0.2681403406041087,0.5178226922452401
1199,664,12,10,0.45454545454545453,0.6435856146001073,0.01483679525222552,0.02873563218390805,0.06561679790026248,0.2925389157273215,0.5408686677256518
583,1280,4,18,0.8181818181818182,0.31293612453032743,0.01386748844375963,0.027272727272727275,0.06493506493506493,0.25603864734299514,0.5060026159448142
568,1295,10,12,0.5454545454545454,0.3048845947396672,0.009181331293037491,0.018058690744920995,0.04301075268817204,0.1663006880398185,0.40779981368291296
1239,624,10,12,0.5454545454545454,0.6650563607085346,0.018867924528301886,0.0364741641337386,0.08287292817679558,0.3627580149319279,0.6022939605640487
622,1241,9,13,0.5909090909090909,0.333870101986044,0.01036682615629984,0.020376175548589344,0.048435171385991065,0.19728687844629875,0.4441698756627905
1143,720,10,12,0.5454545454545454,0.6135265700483091,0.01639344262295082,0.03183023872679045,0.07317073170731708,0.3346508563899868,0.578490152370796
1145,718,12,10,0.45454545454545453,0.6146001073537305,0.013736263736263736,0.026666666666666665,0.06127450980392157,0.2793636851607866,0.5285486592176605
1192,671,9,13,0.5909090909090909,0.6398282340311325,0.019005847953216373,0.036827195467422094,0.08419689119170984,0.3780803201093056,0.6148823628217885
693,1170,13,9,0.4090909090909091,0.3719806763285024,0.007633587786259542,0.014987510407993338,0.03551696921862668,0.15217391304347827,0.39009474880274697
1281,582,10,12,0.5454545454545454,0.6876006441223832,0.020202020202020204,0.03896103896103896,0.08797653958944283,0.3750548967940272,0.6124172571001141
1200,663,12,10,0.45454545454545453,0.644122383252818,0.014858841010401188,0.028776978417266185,0.0657030223390276,0.2927829014785536,0.5410941706196377
1201,662,15,7,0.3181818181818182,0.6446591519055287,0.01046337817638266,0.020260492040520984,0.04623513870541611,0.20511882106085,0.45290045380949884
374,1489,7,15,0.6818181818181818,0.20075147611379496,0.00997340425531915,0.019659239842726082,0.04711055276381909,0.13687600644122383,0.3699675748511264
1040,823,13,9,0.4090909090909091,0.558239398819109,0.010817307692307692,0.02107728337236534,0.04891304347826087,0.22837066315327187,0.477881432107664
