SVM_accuracy_rep,SVM_neg_prec_rep,SVM_neg_recall_rep,SVM_neg_fscore_rep,SVM_pos_prec_rep,SVM_pos_recall_rep,SVM_pos_fscore_rep
0.5143529411764706,0.9872611464968153,0.5159296243461722,0.6777014366021237,0.007797270955165692,0.36363636363636365,0.015267175572519083
0.42070588235294115,0.9866071428571429,0.42035187826913933,0.5895298432810937,0.008136696501220505,0.45454545454545453,0.01598721023181455
0.4272941176470588,0.987885462555066,0.42653352353780316,0.5958153437396214,0.009038619556285949,0.5,0.01775625504439064
0.456,0.9876416065911432,0.4560152163575844,0.623942745608328,0.008665511265164644,0.45454545454545453,0.017006802721088437
0.4315294117647059,0.9869423286180631,0.43128863528292916,0.600264725347452,0.008291873963515755,0.45454545454545453,0.016286644951140065
0.42070588235294115,0.9866071428571429,0.42035187826913933,0.5895298432810937,0.008136696501220505,0.45454545454545453,0.01598721023181455
0.45505882352941174,0.982635342185904,0.4574417498811222,0.6242699545749513,0.004363001745200698,0.22727272727272727,0.00856164383561644
0.4738823529411765,0.9871414441147379,0.47456015216357583,0.6409762363519589,0.00807899461400359,0.4090909090909091,0.01584507042253521
0.44329411764705884,0.9862579281183932,0.44365192582025675,0.6120039357166284,0.007633587786259542,0.4090909090909091,0.014987510407993338
0.4329411764705882,0.9869848156182213,0.43271516880646693,0.6016528925619834,0.00831255195344971,0.45454545454545453,0.0163265306122449
0.47011764705882353,0.988988988988989,0.46980504041844984,0.6370083816892328,0.009769094138543518,0.5,0.019163763066202093
0.3571764705882353,0.9880794701986755,0.3547313361864004,0.5220433869839048,0.00948905109489051,0.5909090909090909,0.018678160919540228
0.4536470588235294,0.9865702479338843,0.454113171659534,0.6219472484532726,0.007778738115816767,0.4090909090909091,0.015267175572519083
0.416,0.9886621315192744,0.4146457441749881,0.5842546063651591,0.009654062751407884,0.5454545454545454,0.018972332015810275
0.424,0.9867109634551495,0.42368045649072755,0.592814371257485,0.008183306055646482,0.45454545454545453,0.016077170418006433
0.408,0.9907084785133565,0.4056110318592487,0.5755735492577598,0.011075949367088608,0.6363636363636364,0.02177293934681182
0.4051764705882353,0.9883585564610011,0.4037089871611983,0.5732613099257259,0.009478672985781991,0.5454545454545454,0.018633540372670808
0.4051764705882353,0.9872241579558653,0.4041844983357109,0.573549257759784,0.00870253164556962,0.5,0.017107309486780714
0.43576470588235294,0.9881209503239741,0.43509272467902993,0.6041597887091449,0.009174311926605505,0.5,0.01801801801801802
0.39576470588235296,0.9904191616766467,0.3932477413219211,0.5629680054458815,0.010852713178294573,0.6363636363636364,0.021341463414634144
0.4592941176470588,0.9847560975609756,0.4607703281027104,0.6277939747327502,0.006134969325153374,0.3181818181818182,0.012037833190025795
0.4047058823529412,0.9883449883449883,0.4032334759866857,0.5727794663964877,0.009471191791633781,0.5454545454545454,0.018619084561675717
0.4461176470588235,0.9894291754756871,0.4450784593437946,0.6139717940308298,0.010178117048346057,0.5454545454545454,0.019983347210657785
0.47105882352941175,0.9860973187686196,0.47218259629101283,0.6385852090032155,0.007155635062611807,0.36363636363636365,0.014035087719298246
0.3943529411764706,0.9880382775119617,0.3927722301474085,0.5620959510037428,0.009309542280837859,0.5454545454545454,0.018306636155606404
0.44141176470588234,0.9861995753715499,0.44174988112220637,0.6101806239737274,0.0076077768385460695,0.4090909090909091,0.014937759336099584
0.376,0.9899117276166457,0.37327627199239183,0.5421270718232044,0.010510510510510511,0.6363636363636364,0.0206794682422452
0.3981176470588235,0.9869976359338062,0.39705183071802186,0.5662936588674128,0.008600469116497263,0.5,0.016910069177555723
0.43623529411764705,0.9860365198711063,0.43651925820256776,0.6051417270929466,0.007537688442211055,0.4090909090909091,0.01480263157894737
0.4409411764705882,0.9882604055496265,0.4403233475986686,0.6092105263157895,0.009259259259259259,0.5,0.01818181818181818
0.47152941176470586,0.9890219560878244,0.4712315739419876,0.6383252818035426,0.009795191451469279,0.5,0.01921397379912664
0.4531764705882353,0.9875647668393782,0.4531621493105088,0.6212516297262061,0.008620689655172414,0.45454545454545453,0.01692047377326565
0.3477647058823529,0.9877551020408163,0.34522111269614836,0.5116279069767442,0.00935251798561151,0.5909090909090909,0.018413597733711047
0.48564705882352943,0.9865125240847784,0.4869234427009035,0.6520216491563197,0.007359705611775529,0.36363636363636365,0.01442741208295762
0.4409411764705882,0.9841269841269841,0.442225392296719,0.610236220472441,0.005932203389830509,0.3181818181818182,0.011647254575707153
0.48564705882352943,0.988394584139265,0.48597242035187826,0.6515779407076825,0.00916590284142988,0.45454545454545453,0.017969451931716084
0.33647058823529413,0.9900990099009901,0.33285782215882076,0.4982206405693951,0.010578279266572637,0.6818181818181818,0.020833333333333332
0.39952941176470586,0.9893491124260355,0.39752734189253447,0.5671641791044776,0.01015625,0.5909090909090909,0.019969278033794165
0.45505882352941174,0.981651376146789,0.4579172610556348,0.6245136186770428,0.0034965034965034965,0.18181818181818182,0.00686106346483705
0.3887058823529412,0.9890510948905109,0.38659058487874465,0.5558974358974359,0.009976976208749041,0.5909090909090909,0.019622641509433963
0.39952941176470586,0.9870435806831567,0.3984783642415597,0.567750677506775,0.008620689655172414,0.5,0.01694915254237288
0.4272941176470588,0.987885462555066,0.42653352353780316,0.5958153437396214,0.009038619556285949,0.5,0.01775625504439064
0.47952941176470587,0.9863414634146341,0.48074179743223966,0.6464194373401535,0.007272727272727273,0.36363636363636365,0.014260249554367202
0.4258823529411765,0.9889258028792912,0.4246314788397527,0.5941450432468396,0.009819967266775777,0.5454545454545454,0.019292604501607715
0.3910588235294118,0.9879372738238842,0.38944365192582026,0.5586630286493861,0.009259259259259259,0.5454545454545454,0.018209408194233685
0.3887058823529412,0.986682808716707,0.38754160722776987,0.5565039262546944,0.008468052347959968,0.5,0.016654049962149885
0.508235294117647,0.9862132352941176,0.510223490252021,0.6725164525227201,0.006750241080038573,0.3181818181818182,0.013220018885741263
0.43858823529411767,0.987152034261242,0.43842130290061815,0.6071781363187355,0.008396305625524769,0.45454545454545453,0.016488046166529265
0.42164705882352943,0.9866369710467706,0.4213029006181645,0.5904698433855381,0.008149959250203748,0.45454545454545453,0.016012810248198558
0.4056470588235294,0.9883720930232558,0.4041844983357109,0.5737428282146474,0.009486166007905139,0.5454545454545454,0.01864801864801865
0.34447058823529414,0.9916897506925207,0.34046600095102236,0.5069026548672567,0.011404133998574484,0.7272727272727273,0.022456140350877195
0.4136470588235294,0.9897142857142858,0.4117926771279125,0.5815983881799865,0.0104,0.5909090909090909,0.020440251572327043
0.3830588235294118,0.9900990099009901,0.3804089396100808,0.5496392992098935,0.010630220197418374,0.6363636363636364,0.020911127707244213
0.3698823529411765,0.9860050890585241,0.36852116024726583,0.5365178262374524,0.008215085884988798,0.5,0.016164584864070537
0.35105882352941176,0.9891891891891892,0.34807417974322397,0.5149489975378121,0.010108303249097473,0.6363636363636364,0.01990049751243781
0.43058823529411766,0.9890470974808324,0.42938659058487877,0.5988063660477454,0.009900990099009901,0.5454545454545454,0.019448946515397084
0.3618823529411765,0.9895150720838795,0.3590109367570138,0.5268667131891137,0.010279001468428781,0.6363636363636364,0.02023121387283237
0.40188235294117647,0.9871194379391101,0.4008559201141227,0.5701724721001015,0.00865460267505901,0.5,0.017014694508894045
0.4272941176470588,0.9900442477876106,0.42558250118877794,0.5952776854007317,0.010647010647010647,0.5909090909090909,0.020917135961383747
0.328,0.9884225759768451,0.3247741321921065,0.4889047959914102,0.009762900976290097,0.6363636363636364,0.019230769230769232
0.464,0.9849094567404426,0.4655254398478364,0.632224733613174,0.00618921308576481,0.3181818181818182,0.012142237640936686
0.3703529411764706,0.9885057471264368,0.3680456490727532,0.5363825363825364,0.009687034277198211,0.5909090909090909,0.01906158357771261
0.40658823529411764,0.9872685185185185,0.4056110318592487,0.5749915739804516,0.008723235527359239,0.5,0.0171473109898675
0.3623529411764706,0.9895287958115183,0.3594864479315264,0.5273805371468434,0.010286554004408524,0.6363636363636364,0.020245842371655824
0.45176470588235296,0.9875259875259875,0.45173561578697097,0.6199021207177815,0.008598452278589854,0.45454545454545453,0.016877637130801686
0.4211764705882353,0.9877094972067039,0.42035187826913933,0.5897264843228819,0.00894308943089431,0.5,0.017571884984025562
0.5101176470588236,0.9862637362637363,0.5121255349500713,0.6741784037558686,0.006776379477250726,0.3181818181818182,0.013270142180094785
0.42211764705882354,0.9888268156424581,0.42082738944365194,0.590393595730487,0.00975609756097561,0.5454545454545454,0.01916932907348243
0.4748235294117647,0.9881305637982196,0.47503566333808844,0.6416184971098265,0.008976660682226212,0.45454545454545453,0.017605633802816906
0.45129411764705885,0.9875130072840791,0.4512601046124584,0.6194516971279374,0.00859106529209622,0.45454545454545453,0.016863406408094434
0.42070588235294115,0.9866071428571429,0.42035187826913933,0.5895298432810937,0.008136696501220505,0.45454545454545453,0.01598721023181455
0.41411764705882353,0.9875,0.4132192106514503,0.5826349312772376,0.008835341365461847,0.5,0.017363851617995262
0.3731764705882353,0.9923371647509579,0.369472182596291,0.5384615384615385,0.011922503725782414,0.7272727272727273,0.02346041055718475
0.4978823529411765,0.9850187265917603,0.5002377555872562,0.6635130873541469,0.005676442762535478,0.2727272727272727,0.011121408711770156
0.4315294117647059,0.9869423286180631,0.43128863528292916,0.600264725347452,0.008291873963515755,0.45454545454545453,0.016286644951140065
0.3411764705882353,0.9902370990237099,0.33761293390394675,0.5035460992907801,0.01065340909090909,0.6818181818181818,0.02097902097902098
0.4329411764705882,0.9869848156182213,0.43271516880646693,0.6016528925619834,0.00831255195344971,0.45454545454545453,0.0163265306122449
0.4903529411764706,0.9847908745247148,0.4926295767950547,0.6567353407290016,0.005591798695246971,0.2727272727272727,0.010958904109589043
