RNA_accuracy_adasyn,RNA_neg_prec_adasyn,RNA_neg_recall_adasyn,RNA_neg_fscore_adasyn,RNA_pos_prec_adasyn,RNA_pos_recall_adasyn,RNA_pos_fscore_adasyn,RNA_auc_adasyn
0.7920424403183024,0.9893546240851631,0.7981749865807837,0.8835412953060011,0.015706806282722512,0.2727272727272727,0.029702970297029698,0.5843946713511932
0.786737400530504,0.9892833221701273,0.7928073000536768,0.8802145411203813,0.015306122448979591,0.2727272727272727,0.028985507246376812,0.49492509637437165
0.7835543766578249,0.98989898989899,0.789049919484702,0.8781362007168458,0.0175,0.3181818181818182,0.03317535545023697,0.5080515297906603
0.8015915119363395,0.9875573018991487,0.809447128287708,0.8896755162241888,0.008379888268156424,0.13636363636363635,0.015789473684210527,0.4033084467867077
0.8244031830238727,0.9872773536895675,0.833064949006978,0.9036390101892285,0.006389776357827476,0.09090909090909091,0.011940298507462687,0.4018201337041917
0.7962864721485411,0.9887640449438202,0.8030059044551798,0.8862559241706162,0.013440860215053764,0.22727272727272727,0.025380710659898477,0.5568974771873323
0.8594164456233422,0.9877899877899878,0.868491680085883,0.924307340759783,0.008097165991902834,0.09090909090909091,0.014869888475836432,0.45342312008978675
0.7777188328912467,0.9904891304347826,0.782608695652174,0.8743628185907046,0.01937046004842615,0.36363636363636365,0.036781609195402305,0.5162982481823062
0.8222811671087533,0.9891165172855314,0.8293075684380032,0.9021897810218977,0.015479876160990712,0.22727272727272727,0.028985507246376812,0.5134680134680135
0.7649867374005305,0.9903314917127072,0.7697262479871175,0.8662035638779824,0.018306636155606407,0.36363636363636365,0.03485838779956427,0.5367442541355585
0.8079575596816976,0.9895629484670581,0.8142780461621041,0.8934040047114251,0.017045454545454544,0.2727272727272727,0.0320855614973262,0.5706582735568243
0.8047745358090186,0.9895219384413884,0.8110574342458401,0.8914454277286136,0.01675977653631285,0.2727272727272727,0.031578947368421054,0.49272922461328256
0.7946949602122015,0.987450462351387,0.8024691358024691,0.8854012437074327,0.008086253369272238,0.13636363636363635,0.015267175572519083,0.4676230908114966
0.8159151193633952,0.9922077922077922,0.8201825013419216,0.8980311489861886,0.028985507246376812,0.45454545454545453,0.05449591280653951,0.6678865954228274
0.8350132625994695,0.9886649874055415,0.8427267847557702,0.9098811938568531,0.013468013468013467,0.18181818181818182,0.025078369905956112,0.5094910457229298
0.8212201591511936,0.9903598971722365,0.8271604938271605,0.9014331675928635,0.02127659574468085,0.3181818181818182,0.03988603988603989,0.5709510564583028
0.776657824933687,0.9898097826086957,0.7820719269994633,0.8737631184407797,0.01694915254237288,0.3181818181818182,0.03218390804597701,0.5860293758844484
0.8350132625994695,0.9886649874055415,0.8427267847557702,0.9098811938568531,0.013468013468013467,0.18181818181818182,0.025078369905956112,0.5868833260137608
0.7989389920424403,0.9900924702774109,0.8046162104133119,0.8877702102457802,0.018867924528301886,0.3181818181818182,0.035623409669211195,0.5694871419509101
0.8519893899204244,0.9894932014833128,0.8593666129898014,0.9198506176386095,0.018726591760299626,0.22727272727272727,0.03460207612456748,0.5473576343141561
0.8084880636604774,0.9908496732026144,0.8137412775093934,0.8936044798113763,0.022535211267605635,0.36363636363636365,0.04244031830238727,0.6234567901234568
0.8015915119363395,0.990125082290981,0.8073000536768653,0.8894145476049674,0.01912568306010929,0.3181818181818182,0.03608247422680412,0.5984238520470404
0.8652519893899204,0.9890577507598785,0.8733225979602791,0.927594070695553,0.016666666666666666,0.18181818181818182,0.030534351145038167,0.45142243692968337
0.793633952254642,0.9880794701986755,0.8008588298443371,0.8846723984583458,0.010666666666666666,0.18181818181818182,0.020151133501259445,0.4497877323964281
0.8037135278514589,0.9895081967213115,0.8099838969404187,0.8907910271546635,0.016666666666666666,0.2727272727272727,0.031413612565445025,0.5943736885765871
0.8610079575596817,0.9890042761148442,0.8690284487385936,0.925142857142857,0.016129032258064516,0.18181818181818182,0.02962962962962963,0.5723173766652028
0.8164456233421751,0.9884095299420477,0.8239398819108964,0.8987119437939111,0.012048192771084338,0.18181818181818182,0.02259887005649718,0.5302298345776606
0.8206896551724138,0.989723827874117,0.8271604938271605,0.9011695906432748,0.018292682926829267,0.2727272727272727,0.03428571428571428,0.5226418777143415
0.8403183023872679,0.988125,0.8486312399355878,0.9130811435171816,0.010526315789473684,0.13636363636363635,0.019543973941368076,0.5206167959791148
0.8042440318302387,0.9888743455497382,0.8110574342458401,0.8911825420230021,0.014005602240896359,0.22727272727272727,0.026385224274406333,0.5598009076269945
0.7946949602122015,0.9893899204244032,0.8008588298443371,0.8851972708395135,0.015915119363395226,0.2727272727272727,0.03007518796992481,0.6114526911628361
0.7840848806366048,0.9905660377358491,0.789049919484702,0.8783985658798924,0.0199501246882793,0.36363636363636365,0.037825059101654845,0.6119894598155469
0.8106100795755968,0.9883268482490273,0.8180354267310789,0.8951541850220264,0.011661807580174927,0.18181818181818182,0.02191780821917808,0.45918118381886497
0.7883289124668436,0.9886515353805073,0.7949543746645196,0.8812853317465039,0.012919896640826873,0.22727272727272727,0.024449877750611245,0.4664275606304592
0.8164456233421751,0.9896707553260168,0.822866344605475,0.8985932004689332,0.017857142857142856,0.2727272727272727,0.0335195530726257,0.514785536524667
0.8084880636604774,0.9902088772845953,0.8142780461621041,0.8936671575846833,0.019830028328611898,0.3181818181818182,0.037333333333333336,0.5216171375591665
0.8307692307692308,0.9886075949367089,0.8384326355340848,0.9073482428115015,0.013114754098360656,0.18181818181818182,0.024464831804281346,0.4464939247547943
0.8063660477453581,0.9895424836601308,0.812667740203972,0.8924255820807545,0.016901408450704224,0.2727272727272727,0.03183023872679045,0.618674669399307
0.7777188328912467,0.991156462585034,0.7820719269994633,0.8742874287428744,0.021686746987951807,0.4090909090909091,0.041189931350114416,0.6232860000975943
0.8259946949602122,0.9891650732950924,0.833064949006978,0.9044289044289044,0.015822784810126583,0.22727272727272727,0.029585798816568046,0.5475528229151418
0.8641909814323607,0.9878567091681846,0.8733225979602791,0.927065527065527,0.008403361344537815,0.09090909090909091,0.015384615384615384,0.46328014443956467
0.7718832891246684,0.9890784982935154,0.7777777777777778,0.8707932692307693,0.014285714285714285,0.2727272727272727,0.027149321266968323,0.5054408822524765
0.8254641909814323,0.9891581632653061,0.8325281803542673,0.904109589041096,0.015772870662460567,0.22727272727272727,0.029498525073746312,0.6026692041184795
0.8058355437665783,0.9895356442119032,0.8121309715512615,0.8920990566037736,0.016853932584269662,0.2727272727272727,0.031746031746031744,0.585419411506368
0.7931034482758621,0.9900199600798403,0.7987117552334944,0.8841354723707664,0.01832460732984293,0.3181818181818182,0.03465346534653465,0.5824671839164592
0.7984084880636605,0.9907346128391793,0.8035426731078905,0.8873740367516302,0.0213903743315508,0.36363636363636365,0.04040404040404041,0.5941541014004782
0.8026525198938992,0.9888524590163934,0.809447128287708,0.8902007083825265,0.013888888888888888,0.22727272727272727,0.026178010471204185,0.5522861464890451
0.8360742705570292,0.9886792452830189,0.8438003220611916,0.9105125977410947,0.013559322033898305,0.18181818181818182,0.025236593059936908,0.4899721856243595
0.8254641909814323,0.9904092071611253,0.831454643048846,0.9039976655967319,0.021806853582554516,0.3181818181818182,0.04081632653061224,0.6139901429756502
0.7962864721485411,0.9887640449438202,0.8030059044551798,0.8862559241706162,0.013440860215053764,0.22727272727272727,0.025380710659898477,0.5069535939101156
0.8074270557029177,0.9901960784313726,0.8132045088566827,0.8930150309460654,0.01971830985915493,0.3181818181818182,0.03713527851458886,0.6496608598057874
0.8005305039787799,0.9907590759075907,0.8056897477187333,0.8886915334517466,0.021621621621621623,0.36363636363636365,0.04081632653061224,0.6103791538574147
0.803183023872679,0.9901445466491459,0.8089103596349974,0.8903988183161005,0.01928374655647383,0.3181818181818182,0.03636363636363636,0.606865759039672
0.8244031830238727,0.9885204081632653,0.8319914117015567,0.9035266686097346,0.012618296529968454,0.18181818181818182,0.023598820058997046,0.4470550919826282
0.8005305039787799,0.9907590759075907,0.8056897477187333,0.8886915334517466,0.021621621621621623,0.36363636363636365,0.04081632653061224,0.6545405748304299
0.7989389920424403,0.9900924702774109,0.8046162104133119,0.8877702102457802,0.018867924528301886,0.3181818181818182,0.035623409669211195,0.5291318986971161
0.8153846153846154,0.9941291585127201,0.8180354267310789,0.8975265017667845,0.036931818181818184,0.5909090909090909,0.06951871657754011,0.7366905772702875
0.7798408488063661,0.989851150202977,0.7852925389157274,0.8757856929063156,0.0171990171990172,0.3181818181818182,0.03263403263403264,0.5605084663055678
0.7946949602122015,0.9880952380952381,0.8019323671497585,0.8853333333333333,0.010723860589812333,0.18181818181818182,0.020253164556962026,0.5151515151515151
0.8137931034482758,0.990909090909091,0.8191089640365002,0.8968557155451073,0.02318840579710145,0.36363636363636365,0.04359673024523161,0.6172595520421608
0.7941644562334218,0.9900332225913622,0.7997852925389157,0.8847980997624704,0.018421052631578946,0.3181818181818182,0.03482587064676616,0.5866637388376519
0.8127320954907162,0.9896238651102465,0.8191089640365002,0.8963289280469896,0.01749271137026239,0.2727272727272727,0.03287671232876713,0.4976821353632948
0.8122015915119364,0.987088444157521,0.8207192699946323,0.8962485345838217,0.005952380952380952,0.09090909090909091,0.011173184357541898,0.4810667057043869
