SVM_accuracy_adasyn,SVM_neg_prec_adasyn,SVM_neg_recall_adasyn,SVM_neg_fscore_adasyn,SVM_pos_prec_adasyn,SVM_pos_recall_adasyn,SVM_pos_fscore_adasyn
0.7755294117647059,0.9885817307692307,0.7822158820732287,0.8733740376957791,0.006507592190889371,0.13636363636363635,0.012422360248447206
0.7665882352941177,0.9890444309190505,0.7727056585829767,0.8675920982381206,0.008298755186721992,0.18181818181818182,0.015873015873015872
0.7877647058823529,0.9887573964497042,0.7945791726105563,0.8810967571842869,0.006896551724137931,0.13636363636363635,0.013129102844638947
0.784,0.9887039239001189,0.7907750832144556,0.8787318361955085,0.006772009029345372,0.13636363636363635,0.012903225806451613
0.7590588235294118,0.9889366933005531,0.7650974797907751,0.8627345844504022,0.008032128514056224,0.18181818181818182,0.015384615384615384
0.7689411764705882,0.9884848484848485,0.7755587256300523,0.8691713296029843,0.00631578947368421,0.13636363636363635,0.012072434607645875
0.8061176470588235,0.9895773016792125,0.8126485972420352,0.8924281984334205,0.010050251256281407,0.18181818181818182,0.01904761904761905
0.7995294117647059,0.988351776354106,0.806942463147884,0.8884816753926702,0.004901960784313725,0.09090909090909091,0.009302325581395349
0.8070588235294117,0.9878962536023055,0.8150261531145981,0.8931735278791036,0.002564102564102564,0.045454545454545456,0.004854368932038835
0.8004705882352942,0.9872315728380732,0.8088445078459344,0.8891792995295347,0.0,0.0,0.0
0.7835294117647059,0.988116458704694,0.7907750832144556,0.878499735868991,0.004524886877828055,0.09090909090909091,0.008620689655172414
0.7515294117647059,0.9900435594275047,0.7565382786495483,0.8576819407008086,0.011583011583011582,0.2727272727272727,0.022222222222222223
0.8023529411764706,0.9883923389437028,0.8097955301949595,0.8902247778358598,0.004975124378109453,0.09090909090909091,0.009433962264150943
0.8305882352941176,0.9882352941176471,0.8388017118402282,0.9074074074074074,0.0029411764705882353,0.045454545454545456,0.0055248618784530384
0.7223529411764706,0.9928338762214983,0.724679029957204,0.8378229796591533,0.01864406779661017,0.5,0.03594771241830065
0.7736470588235295,0.9885542168674699,0.7803138373751783,0.872176454956152,0.0064516129032258064,0.13636363636363635,0.012320328542094456
0.8150588235294117,0.9885714285714285,0.8226343319067998,0.8980015572281339,0.005333333333333333,0.09090909090909091,0.010075566750629723
0.764235294117647,0.989010989010989,0.7703281027104137,0.8660785886126705,0.008213552361396304,0.18181818181818182,0.015717092337917484
0.7905882352941176,0.9882214369846879,0.7979077508321446,0.8829255459089713,0.00468384074941452,0.09090909090909091,0.008908685968819599
0.7990588235294117,0.9883449883449883,0.8064669519733714,0.888190625818277,0.004889975550122249,0.09090909090909091,0.009280742459396751
0.7614117647058823,0.9889705882352942,0.7674750356633381,0.8642570281124499,0.008113590263691683,0.18181818181818182,0.015533980582524271
0.7910588235294118,0.9888037713612257,0.7979077508321446,0.883157894736842,0.007009345794392523,0.13636363636363635,0.013333333333333332
0.8136470588235294,0.9874357509994289,0.8221588207322872,0.8972496107939802,0.0,0.0,0.0
0.8244705882352941,0.9881489841986456,0.8326200665715644,0.9037419354838708,0.0028328611898017,0.045454545454545456,0.005333333333333334
0.7934117647058824,0.9899882214369847,0.7993342843556823,0.8845040778742436,0.0117096018735363,0.22727272727272727,0.022271714922048998
0.7910588235294118,0.9888037713612257,0.7979077508321446,0.883157894736842,0.007009345794392523,0.13636363636363635,0.013333333333333332
0.7788235294117647,0.9892150988615938,0.7850689491203043,0.8753976670201484,0.008771929824561403,0.18181818181818182,0.016736401673640166
0.7628235294117647,0.987797437461867,0.7698525915359011,0.8653126670229824,0.00411522633744856,0.09090909090909091,0.007874015748031498
0.8127058823529412,0.9890992541594952,0.8197812648597242,0.8965158606344255,0.007853403141361256,0.13636363636363635,0.014851485148514849
0.8324705882352941,0.9888080581980974,0.8402282453637661,0.9084832904884318,0.005917159763313609,0.09090909090909091,0.01111111111111111
0.8108235294117647,0.9873925501432664,0.8193057536852116,0.8955301455301454,0.0,0.0,0.0
0.7844705882352941,0.9887106357694593,0.7912505943889682,0.879027997886952,0.006787330316742082,0.13636363636363635,0.01293103448275862
0.8047058823529412,0.9884259259259259,0.8121730860675226,0.8916731923779692,0.005037783375314861,0.09090909090909091,0.009546539379474939
0.7614117647058823,0.9883720930232558,0.7679505468378507,0.8643296762108642,0.006109979633401222,0.13636363636363635,0.011695906432748537
0.7590588235294118,0.9889366933005531,0.7650974797907751,0.8627345844504022,0.008032128514056224,0.18181818181818182,0.015384615384615384
0.7703529411764706,0.9873264936632469,0.7779362815026153,0.8702127659574469,0.002136752136752137,0.045454545454545456,0.004081632653061225
0.8103529411764706,0.9890678941311852,0.8174037089871612,0.8950794064045821,0.007751937984496124,0.13636363636363635,0.014669926650366745
0.804235294117647,0.9889855072463768,0.8112220637184974,0.8913270637408569,0.0075,0.13636363636363635,0.014218009478672983
0.819764705882353,0.9886363636363636,0.8273894436519258,0.9008542583484339,0.005479452054794521,0.09090909090909091,0.010335917312661497
0.8009411764705883,0.9883720930232558,0.8083689966714218,0.8893539105414595,0.0049382716049382715,0.09090909090909091,0.00936768149882904
0.7891764705882353,0.9882005899705014,0.7964812173086068,0.8820431806213797,0.004651162790697674,0.09090909090909091,0.008849557522123894
0.8348235294117647,0.9882943143812709,0.8430813124108416,0.9099307159353348,0.0030211480362537764,0.045454545454545456,0.005665722379603399
0.8230588235294117,0.9892351274787535,0.8302425106990015,0.9027921406411582,0.008333333333333333,0.13636363636363635,0.015706806282722512
0.7985882352941176,0.9889083479276124,0.8055159296243461,0.8878406708595388,0.007281553398058253,0.13636363636363635,0.013824884792626729
0.8051764705882353,0.9889982628836133,0.8121730860675226,0.8919060052219321,0.007537688442211055,0.13636363636363635,0.014285714285714284
0.7976470588235294,0.9883245767659078,0.8050404184498335,0.8873165618448637,0.0048543689320388345,0.09090909090909091,0.009216589861751152
0.7868235294117647,0.9887440758293838,0.7936281502615311,0.880506462674756,0.006864988558352402,0.13636363636363635,0.0130718954248366
0.7971764705882353,0.9883177570093458,0.8045649072753209,0.8870249017038008,0.004842615012106538,0.09090909090909091,0.009195402298850576
0.8032941176470588,0.9884057971014493,0.8107465525439848,0.8908045977011494,0.005,0.09090909090909091,0.00947867298578199
0.7990588235294117,0.9889148191365228,0.8059914407988588,0.888132040869793,0.0072992700729927005,0.13636363636363635,0.013856812933025405
0.8169411764705883,0.9885974914481186,0.8245363766048502,0.8991444127560281,0.005390835579514825,0.09090909090909091,0.010178117048346058
0.8047058823529412,0.9895591647331786,0.8112220637184974,0.8915599686438463,0.00997506234413965,0.18181818181818182,0.018912529550827423
0.7543529411764706,0.9882643607164917,0.7608178792201616,0.8597528210639441,0.005928853754940711,0.13636363636363635,0.011363636363636364
0.7924705882352941,0.9882491186839013,0.7998097955301949,0.8840998685939552,0.004728132387706856,0.09090909090909091,0.00898876404494382
0.7736470588235295,0.9885542168674699,0.7803138373751783,0.872176454956152,0.0064516129032258064,0.13636363636363635,0.012320328542094456
0.7703529411764706,0.9885057471264368,0.7769852591535901,0.8700745473908412,0.006355932203389831,0.13636363636363635,0.012145748987854251
0.8447058823529412,0.9884297520661157,0.8530670470756063,0.9157733537519144,0.0032258064516129032,0.045454545454545456,0.006024096385542168
0.8583529411764705,0.9886117136659436,0.8668568711364717,0.9237395490245756,0.0035587188612099642,0.045454545454545456,0.0066006600660066
0.8018823529411765,0.9889534883720931,0.8088445078459344,0.8898770599006017,0.007407407407407408,0.13636363636363635,0.01405152224824356
0.7557647058823529,0.9894932014833128,0.7612933903946743,0.860521365224402,0.009861932938856016,0.22727272727272727,0.018903591682419663
0.7830588235294118,0.9886904761904762,0.7898240608654303,0.8781390430874967,0.006741573033707865,0.13636363636363635,0.01284796573875803
0.7807058823529411,0.9898264512268103,0.7864954826438422,0.8765235824059353,0.011013215859030838,0.22727272727272727,0.02100840336134454
0.7849411764705883,0.9892984542211652,0.7912505943889682,0.8792602377807133,0.009029345372460496,0.18181818181818182,0.017204301075268817
0.7477647058823529,0.9906073888541015,0.7522586780789349,0.8551351351351353,0.013257575757575758,0.3181818181818182,0.025454545454545455
0.7755294117647059,0.9891696750902527,0.7817403708987162,0.8733067729083666,0.008639308855291577,0.18181818181818182,0.016494845360824743
0.8174117647058824,0.9880478087649402,0.8254873989538755,0.8994818652849741,0.002717391304347826,0.045454545454545456,0.005128205128205128
0.7548235294117647,0.9906947890818859,0.7593913456966239,0.8597577388963662,0.01364522417153996,0.3181818181818182,0.02616822429906542
0.84,0.9889073765945646,0.8478364241559677,0.9129544290834614,0.006211180124223602,0.09090909090909091,0.011627906976744186
0.8145882352941176,0.9891242129364625,0.8216833095577746,0.8976623376623376,0.007936507936507936,0.13636363636363635,0.014999999999999998
