KNN_accuracy_contr,KNN_neg_prec_contr,KNN_neg_recall_contr,KNN_neg_fscore_contr,KNN_pos_prec_contr,KNN_pos_recall_contr,KNN_pos_fscore_contr,KNN_auc_contr
0.7084745762711865,0.9911383776414451,0.7116984826235928,0.8284900284900285,0.015050167224080268,0.4090909090909091,0.02903225806451613,0.5325835446980822
0.6585956416464891,0.9897510980966325,0.661771904062653,0.7931944851862717,0.011444921316165951,0.36363636363636365,0.022191400832177535,0.5354536554977083
0.6193704600484261,0.9883449883449883,0.6226138032305433,0.7639639639639639,0.008997429305912597,0.3181818181818182,0.0175,0.4941485337961109
0.5966101694915255,0.9934747145187602,0.5961820851688693,0.7451820128479656,0.0166865315852205,0.6363636363636364,0.032520325203252036,0.6703711120010679
0.6803874092009685,0.9914712153518124,0.6828193832599119,0.8086956521739129,0.015197568389057751,0.45454545454545453,0.029411764705882356,0.5770257642504338
0.6246973365617433,0.9899536321483772,0.6270190895741556,0.7677554689841174,0.011673151750972763,0.4090909090909091,0.022698612862547287,0.512114537444934
0.6736077481840194,0.9878831076265147,0.6784140969162996,0.804410911201393,0.0075528700906344415,0.22727272727272727,0.014619883040935673,0.46128687758643705
0.6232445520581114,0.9929851909586905,0.6235927557513461,0.7660853878532773,0.016624040920716114,0.5909090909090909,0.03233830845771145,0.6153161571663774
0.6338983050847458,0.9886104783599089,0.6372980910425844,0.775,0.009358288770053475,0.3181818181818182,0.01818181818181818,0.5192341921416811
0.6523002421307506,0.9932985852568875,0.6529613313754283,0.7879503839338452,0.018005540166204988,0.5909090909090909,0.03494623655913978,0.683186490455213
0.6106537530266344,0.9897233201581027,0.6128242780225159,0.7569528415961305,0.01125,0.4090909090909091,0.021897810218978103,0.5316157166377431
0.6256658595641647,0.9914860681114551,0.6270190895741556,0.7682158920539731,0.014230271668822769,0.5,0.02767295597484277,0.5242068259689405
0.6179176755447942,0.9921507064364207,0.6186979931473323,0.762134458848357,0.015170670037926675,0.5454545454545454,0.029520295202952025,0.5930004894762604
0.6905569007263922,0.9895397489539749,0.6945668135095447,0.8162208800690249,0.011093502377179081,0.3181818181818182,0.021439509954058193,0.5668802563075691
0.612590799031477,0.9920823436262867,0.6133137542829172,0.7580157289776165,0.014962593516209476,0.5454545454545454,0.02912621359223301,0.6052707693676858
0.585956416464891,0.9933554817275747,0.5854136074400391,0.7366800123190637,0.016260162601626018,0.6363636363636364,0.03171007927519819,0.6512704133849508
0.7162227602905569,0.9912339851652057,0.7195301027900147,0.8338060124787294,0.015463917525773196,0.4090909090909091,0.029801324503311258,0.539313843278601
0.6682808716707022,0.98989898989899,0.6715614292706804,0.8002333041703121,0.011782032400589101,0.36363636363636365,0.02282453637660485,0.49726338272593784
0.6450363196125908,0.9888059701492538,0.648556045031816,0.7833284067395803,0.009655172413793104,0.3181818181818182,0.018741633199464525,0.482601343834824
0.5573849878934625,0.9887445887445887,0.5589818893783651,0.714196372732958,0.00989010989010989,0.4090909090909091,0.01931330472103004,0.4817892582209763
0.5714285714285714,0.9890202702702703,0.573176700930005,0.7257514719553765,0.01021566401816118,0.4090909090909091,0.01993355481727575,0.46795042940417386
0.5854721549636804,0.9917149958574979,0.5859030837004405,0.7366153846153846,0.013986013986013986,0.5454545454545454,0.027272727272727275,0.538346015218262
0.6552058111380146,0.9889786921381337,0.6588350465002447,0.790834312573443,0.009943181818181818,0.3181818181818182,0.01928374655647383,0.46043029413073466
0.6721549636803874,0.9899569583931134,0.6754772393538914,0.8030258946755892,0.011922503725782414,0.36363636363636365,0.02308802308802309,0.5582699239086905
0.6653753026634383,0.9912790697674418,0.6676456191874695,0.7978941210880376,0.01451378809869376,0.45454545454545453,0.02812939521800281,0.5719196368976105
0.6150121065375302,0.9890282131661442,0.6177190406265296,0.7604700210906898,0.010139416983523447,0.36363636363636365,0.019728729963008628,0.5197014194811551
0.6794188861985472,0.99215965787598,0.6813509544787077,0.8078932095182821,0.01661631419939577,0.5,0.03216374269005848,0.5591821296667111
0.6527845036319613,0.9896602658788775,0.6558981889378365,0.7889314100677067,0.011251758087201125,0.36363636363636365,0.021828103683492497,0.5156409914119164
0.6242130750605327,0.9922299922299922,0.6250611845325502,0.766966966966967,0.015424164524421594,0.5454545454545454,0.03,0.6188982334356784
0.672639225181598,0.9892627057981389,0.6764561918746941,0.8034883720930233,0.010479041916167664,0.3181818181818182,0.020289855072463767,0.5308926267076047
0.5912832929782083,0.9901880621422731,0.5927557513460597,0.7415799142682179,0.011876484560570071,0.45454545454545453,0.023148148148148147,0.5207582432252036
0.626634382566586,0.9892307692307692,0.6294664708761625,0.7693688303918635,0.01045751633986928,0.36363636363636365,0.02033036848792884,0.5930227383971878
0.6174334140435835,0.9898358092259578,0.6196769456681351,0.7621914509331728,0.011450381679389313,0.4090909090909091,0.022277227722772276,0.522849641792373
0.5767554479418886,0.9891213389121339,0.57856093979442,0.7300802964793083,0.010344827586206896,0.4090909090909091,0.020179372197309416,0.5000778712232457
0.672639225181598,0.99137311286844,0.67498776309349,0.8031450203843914,0.01483679525222552,0.45454545454545453,0.02873563218390805,0.5916878031415476
0.6658595641646489,0.9898624185372918,0.6691140479686735,0.7984813084112148,0.011695906432748537,0.36363636363636365,0.022662889518413595,0.5126707604681172
0.6518159806295399,0.9918276374442794,0.6534508076358296,0.7878430215402774,0.015299026425591099,0.5,0.029689608636977057,0.5982178614337205
0.5723970944309927,0.9915254237288136,0.5726872246696035,0.726031647533354,0.013559322033898305,0.5454545454545454,0.026460859977949284,0.5829995995194233
0.6232445520581114,0.9906904577191621,0.6250611845325502,0.7665066026410565,0.01288659793814433,0.45454545454545453,0.02506265664160401,0.5729208383393406
0.7380145278450363,0.9902088772845953,0.7425354870288791,0.8486713286713287,0.013133208255159476,0.3181818181818182,0.02522522522522523,0.5549325857695901
0.6188861985472155,0.990625,0.6206558981889378,0.7631658140234728,0.012738853503184714,0.45454545454545453,0.024783147459727387,0.5892181729186134
0.6338983050847458,0.9915966386554622,0.635340186000979,0.7744630071599046,0.01455026455026455,0.5,0.028277634961439587,0.5745561340274998
0.6237288135593221,0.9906976744186047,0.6255506607929515,0.7668766876687668,0.012903225806451613,0.45454545454545453,0.025094102885821833,0.5353869087349263
0.6745762711864407,0.9913978494623656,0.6769456681350955,0.8045375218150088,0.014925373134328358,0.45454545454545453,0.028901734104046242,0.5533084145418947
0.6624697336561743,0.988388969521045,0.6666666666666666,0.7962584039754457,0.008733624454148471,0.2727272727272727,0.016925246826516218,0.49263560717305205
0.639225181598063,0.9887048192771084,0.6426823299069995,0.7789973301690892,0.009497964721845319,0.3181818181818182,0.01844532279314888,0.45507942864771056
0.713317191283293,0.9925322471147319,0.7156142927068038,0.8316268486916951,0.018581081081081082,0.5,0.03583061889250815,0.6347172162150135
0.6213075060532688,0.9929632525410477,0.6216348507097406,0.7645996387718241,0.01653944020356234,0.5909090909090909,0.03217821782178218,0.6013549592844748
0.6958837772397094,0.9896193771626297,0.6999510523739598,0.819954128440367,0.01129032258064516,0.3181818181818182,0.021806853582554516,0.4986873136652873
0.6067796610169491,0.9896579156722355,0.608908467939305,0.753939393939394,0.011138613861386138,0.4090909090909091,0.021686746987951807,0.4485716192764651
0.6256658595641647,0.9922480620155039,0.6265296133137542,0.768076807680768,0.015483870967741935,0.5454545454545454,0.030112923462986198,0.6171739420638099
0.6750605326876513,0.9921090387374462,0.6769456681350955,0.8047716031422752,0.01639344262295082,0.5,0.031746031746031744,0.6195768255239622
0.6721549636803874,0.9942112879884226,0.6725403817914831,0.8023357664233576,0.020497803806734993,0.6363636363636364,0.039716312056737584,0.6689583055221822
0.678450363196126,0.9900497512437811,0.6818404307391092,0.8075362318840579,0.0121580547112462,0.36363636363636365,0.023529411764705882,0.5419725893294175
0.6673123486682808,0.9891774891774892,0.671071953010279,0.799650043744532,0.010309278350515464,0.3181818181818182,0.019971469329529243,0.512414897877453
0.5903147699757869,0.9917830731306492,0.5907978463044542,0.7404907975460123,0.014150943396226415,0.5454545454545454,0.02758620689655172,0.6049370355537755
0.7094430992736077,0.9891525423728813,0.7141458639255996,0.8294485503126777,0.010169491525423728,0.2727272727272727,0.019607843137254898,0.5046611489342767
0.6852300242130751,0.9915314043754411,0.6877141458639257,0.8121387283236994,0.015432098765432098,0.45454545454545453,0.029850746268656712,0.5943910470342189
0.6576271186440678,0.9955489614243324,0.6568771414586393,0.7915069301091123,0.022315202231520222,0.7272727272727273,0.043301759133964814,0.7020313264806657
0.6595641646489104,0.9890510948905109,0.6632403328438571,0.7940228537943159,0.010071942446043165,0.3181818181818182,0.019525801952580194,0.5054621100876607
0.7215496368038741,0.9906417112299465,0.7254038179148311,0.8375247244984458,0.014059753954305799,0.36363636363636365,0.027072758037225038,0.5563898900903306
0.7065375302663438,0.9884432358939497,0.7116984826235928,0.8275469550369949,0.008417508417508417,0.22727272727272727,0.016233766233766236,0.4895318827036889
0.6818401937046005,0.9921875,0.6837983357807146,0.8096203998840915,0.0167427701674277,0.5,0.03240058910162003,0.5961820851688693
0.6721549636803874,0.9906609195402298,0.67498776309349,0.8029112081513827,0.01337295690936107,0.4090909090909091,0.025899280575539564,0.56424375917768
0.7457627118644068,0.9922178988326849,0.748898678414097,0.8535564853556485,0.019120458891013385,0.45454545454545453,0.03669724770642201,0.5998086592800249
0.6687651331719129,0.9892008639308856,0.6725403817914831,0.8006993006993006,0.010355029585798817,0.3181818181818182,0.02005730659025788,0.5398923152227116
0.6590799031476997,0.9890430971512053,0.6627508565834557,0.7936694021101992,0.010057471264367816,0.3181818181818182,0.019498607242339837,0.5128376273750723
0.636319612590799,0.9893939393939394,0.6392559960841899,0.7766874814154029,0.010738255033557046,0.36363636363636365,0.020860495436766623,0.46380100565122595
0.5975786924939467,0.9918831168831169,0.5981399902104748,0.7462595419847328,0.014405762304921969,0.5454545454545454,0.028070175438596492,0.6539625328171583
0.6677966101694915,0.989185291997116,0.6715614292706804,0.8,0.01032448377581121,0.3181818181818182,0.02,0.5247296756107328
0.5932203389830508,0.9910204081632653,0.5942241801272639,0.7429620563035496,0.013095238095238096,0.5,0.02552204176334107,0.5821207671427936
0.6983050847457627,0.9903314917127072,0.7019089574155654,0.8215411057003724,0.012965964343598054,0.36363636363636365,0.025039123630672924,0.5980398700663018
0.6014527845036319,0.9887820512820513,0.6040137053352912,0.7499240352476451,0.009791921664626682,0.36363636363636365,0.01907032181168057,0.5119587949984425
0.5694915254237288,0.9898132427843803,0.570729319627998,0.723998758149643,0.011273957158962795,0.45454545454545453,0.022002200220022,0.5110910870822765
0.6426150121065375,0.9917106254709872,0.6441507586882036,0.7810089020771512,0.014905149051490514,0.5,0.028947368421052628,0.549581720286566
0.6426150121065375,0.9909706546275395,0.644640234948605,0.7811387900355873,0.01358695652173913,0.45454545454545453,0.026385224274406333,0.543663507319895
0.6997578692493946,0.9896765313145217,0.7038668624571708,0.8226544622425629,0.011437908496732025,0.3181818181818182,0.022082018927444793,0.4805766920304365
0.6552058111380146,0.9925980754996299,0.6563876651982379,0.7902180318208604,0.01680672268907563,0.5454545454545454,0.03260869565217391,0.6038468384283362
0.7249394673123487,0.9893828798938288,0.7298091042584435,0.84,0.010752688172043012,0.2727272727272727,0.020689655172413796,0.44106260846348955
0.6658595641646489,0.9912854030501089,0.6681350954478708,0.7982456140350876,0.014534883720930232,0.45454545454545453,0.02816901408450704,0.5195568014951275
0.6552058111380146,0.9868324798829554,0.6603034752814488,0.7912023460410558,0.0057306590257879654,0.18181818181818182,0.011111111111111112,0.45810528189382815
0.678450363196126,0.9935576234788833,0.6793930494371023,0.8069767441860465,0.019461077844311378,0.5909090909090909,0.03768115942028986,0.6495349975526187
0.6343825665859564,0.988619119878604,0.6377875673029858,0.7753644748586731,0.009370816599732263,0.3181818181818182,0.018205461638491547,0.5176656432163039
0.6169491525423729,0.9890625,0.6196769456681351,0.7619620824556124,0.01019108280254777,0.36363636363636365,0.01982651796778191,0.5274774173452588
0.6658595641646489,0.9898624185372918,0.6691140479686735,0.7984813084112148,0.011695906432748537,0.36363636363636365,0.022662889518413595,0.5696279980420951
0.6653753026634383,0.9905660377358491,0.6681350954478708,0.7980122771119557,0.013100436681222707,0.4090909090909091,0.025387870239774332,0.5326725403817915
0.7060532687651332,0.9917808219178083,0.7087616250611846,0.8267199543248643,0.01652892561983471,0.45454545454545453,0.03189792663476874,0.5506941663329329
0.6581113801452785,0.9883126369612856,0.6622613803230544,0.7930832356389215,0.008620689655172414,0.2727272727272727,0.01671309192200557,0.5400146842878121
0.5661016949152542,0.992274678111588,0.5658345570239843,0.7206982543640897,0.014444444444444444,0.5909090909090909,0.028199566160520603,0.5770813865527522
0.5980629539951574,0.991889699918897,0.5986294664708761,0.7466422466422467,0.014423076923076924,0.5454545454545454,0.02810304449648712,0.5696057491211676
0.52590799031477,0.9880733944954129,0.527165932452276,0.6875199489307373,0.009230769230769232,0.4090909090909091,0.01805416248746239,0.4840141503137098
0.6058111380145278,0.9888623707239459,0.6084189916789036,0.7533333333333333,0.009900990099009901,0.36363636363636365,0.01927710843373494,0.49338094602411786
0.6702179176755448,0.9899280575539569,0.6735193343122858,0.8016312263326536,0.011851851851851851,0.36363636363636365,0.022955523672883785,0.582343256352067
0.6924939467312349,0.9916201117318436,0.6950562897699462,0.8172661870503597,0.01579778830963665,0.45454545454545453,0.030534351145038167,0.5471677123659502
0.6668280871670702,0.98705966930266,0.6720509055310817,0.7996505532906233,0.005934718100890208,0.18181818181818182,0.01149425287356322,0.4613869977306101
0.6329297820823244,0.9900839054157132,0.635340186000979,0.7740011926058438,0.011936339522546418,0.4090909090909091,0.02319587628865979,0.5957816045921773
0.5849878934624697,0.9908940397350994,0.5859030837004405,0.7363888034450937,0.012835472578763127,0.5,0.025028441410693967,0.5325946691585459
