RNA_accuracy_rep,RNA_neg_prec_rep,RNA_neg_recall_rep,RNA_neg_fscore_rep,RNA_pos_prec_rep,RNA_pos_recall_rep,RNA_pos_fscore_rep,RNA_auc_rep
0.7206982543640897,0.9917069799585349,0.7236510337871911,0.8367346938775508,0.017921146953405017,0.45454545454545453,0.034482758620689655,0.5605602163847248
0.7187032418952618,0.9883000688231246,0.724155320221886,0.8358556461001164,0.009057971014492754,0.22727272727272727,0.017421602787456445,0.45124467060926976
0.7057356608478803,0.9929228591648974,0.7075138678769541,0.8262661955241462,0.02027027027027027,0.5454545454545454,0.03908794788273616,0.5743822491174987
0.6768079800498753,0.9904481998530492,0.6797781139687342,0.8062200956937798,0.013975155279503106,0.4090909090909091,0.02702702702702703,0.5398386283408976
0.7541147132169576,0.9894875164257556,0.7594553706505295,0.8593437945791726,0.012422360248447204,0.2727272727272727,0.023762376237623756,0.5684683445651675
0.6758104738154613,0.9889948642699926,0.6797781139687342,0.8057381948595337,0.010903426791277258,0.3181818181818182,0.02108433734939759,0.572388025489387
0.7012468827930175,0.9887005649717514,0.7060010085728694,0.8237716975581053,0.010186757215619695,0.2727272727272727,0.01963993453355156,0.5299362765323431
0.7192019950124688,0.9889807162534435,0.724155320221886,0.8360989810771471,0.0108499095840868,0.2727272727272727,0.020869565217391303,0.5602393068353734
0.7057356608478803,0.9915314043754411,0.708522440746344,0.8264705882352941,0.017006802721088437,0.45454545454545453,0.03278688524590164,0.5793105029111081
0.7356608478802993,0.9898853674983142,0.7402924861321231,0.8470859780727064,0.013409961685823755,0.3181818181818182,0.025735294117647058,0.5813047265392197
0.7022443890274315,0.995,0.702471003530005,0.823529411764706,0.024793388429752067,0.6818181818181818,0.04784688995215311,0.7026085361940128
0.6623441396508728,0.9909774436090225,0.6646495209278871,0.795653486266224,0.014814814814814815,0.45454545454545453,0.028694404591104734,0.593636822078577
0.7201995012468828,0.9889958734525447,0.7251638930912758,0.8367762583648531,0.010889292196007259,0.2727272727272727,0.02094240837696335,0.4545225324347866
0.6897755610972569,0.9913357400722022,0.6923852748361069,0.8153206650831353,0.016129032258064516,0.45454545454545453,0.03115264797507788,0.6159629578691606
0.686783042394015,0.9927272727272727,0.6883509833585476,0.8129839189994044,0.01904761904761905,0.5454545454545454,0.03680981595092025,0.6121578874982809
0.6837905236907731,0.9884141926140478,0.6883509833585476,0.8115338882282996,0.009615384615384616,0.2727272727272727,0.018575851393188854,0.4829917938843808
0.7022443890274315,0.9928876244665719,0.7039838628340898,0.8238418412511065,0.02003338898163606,0.5454545454545454,0.03864734299516908,0.6200889377893917
0.6972568578553616,0.9914285714285714,0.6999495713565305,0.8205734555128584,0.01652892561983471,0.45454545454545453,0.03189792663476874,0.6161004905331683
0.7192019950124688,0.9896551724137931,0.7236510337871911,0.8360034954849985,0.012612612612612612,0.3181818181818182,0.024263431542461005,0.47753633154540875
0.6718204488778055,0.9911045218680504,0.6742309631870903,0.8025210084033614,0.01524390243902439,0.45454545454545453,0.02949852507374631,0.6071379452619997
0.713216957605985,0.9888888888888889,0.7181038830055472,0.8320186970493719,0.010619469026548672,0.2727272727272727,0.020442930153321978,0.46153669829917937
0.7137157107231921,0.9909407665505227,0.7170953101361573,0.8320655354008193,0.015789473684210527,0.4090909090909091,0.030405405405405407,0.6319396690047219
0.7047381546134663,0.988756148981026,0.7095310136157338,0.8261890780974752,0.010309278350515464,0.2727272727272727,0.01986754966887417,0.4698574244716453
0.7162094763092269,0.989612188365651,0.7206253151790217,0.8339655675517945,0.012477718360071301,0.3181818181818182,0.024013722126929673,0.5239077614266722
