tn,fp,fn,tp,sensitivity,specificity,precision,f1score,f2score,gmean_mba,gmean,abor
1200,663,12,10,0.4545454545454545,0.644122383252818,0.0148588410104011,0.0287769784172661,0.0657030223390276,0.2927829014785536,0.5410941706196377,RNA+ADASYN
1201,662,15,7,0.3181818181818182,0.6446591519055287,0.0104633781763826,0.0202604920405209,0.0462351387054161,0.20511882106085,0.4529004538094988,RNA+ADASYN
374,1489,7,15,0.6818181818181818,0.2007514761137949,0.0099734042553191,0.019659239842726,0.047110552763819,0.1368760064412238,0.3699675748511264,RNA+ADASYN
1040,823,13,9,0.4090909090909091,0.558239398819109,0.0108173076923076,0.0210772833723653,0.0489130434782608,0.2283706631532718,0.477881432107664,RNA+ADASYN
1057,806,10,12,0.5454545454545454,0.5673644659151905,0.0146699266503667,0.0285714285714285,0.0662251655629139,0.3094715268628312,0.5563016509618062,RNA+ADASYN
476,1387,8,14,0.6363636363636364,0.2555018786902845,0.0099928622412562,0.0196767392832044,0.0470114170584284,0.1625921046210901,0.4032271129538416,RNA+ADASYN
1083,780,11,11,0.5,0.5813204508856683,0.0139064475347661,0.027060270602706,0.0625711035267349,0.2906602254428341,0.5391291361472075,RNA+ADASYN
1252,611,11,11,0.5,0.6720343531937735,0.017684887459807,0.0341614906832298,0.0774647887323943,0.3360171765968867,0.5796698858806508,RNA+ADASYN
718,1145,9,13,0.5909090909090909,0.3853998926462694,0.0112262521588946,0.0220338983050847,0.0521669341894061,0.2277363002000683,0.4772172463355325,RNA+ADASYN
397,1466,7,15,0.6818181818181818,0.2130971551261406,0.0101282916948008,0.0199600798403193,0.0478011472275334,0.1452935148587322,0.3811738643437299,RNA+ADASYN
453,1410,9,13,0.5909090909090909,0.2431561996779388,0.0091356289529163,0.017993079584775,0.043017868960953,0.1436832089006002,0.3790556804753098,RNA+ADASYN
1560,303,13,9,0.4090909090909091,0.8373590982286635,0.0288461538461538,0.0538922155688622,0.1125,0.3425559947299078,0.5852828331071294,RNA+ADASYN
1275,588,11,11,0.5,0.6843800322061192,0.018363939899833,0.0354267310789049,0.0800582241630276,0.3421900161030597,0.584970098469195,RNA+ADASYN
1057,806,14,8,0.3636363636363636,0.5673644659151905,0.0098280098280098,0.0191387559808612,0.0443458980044345,0.2063143512418875,0.454218395974764,RNA+ADASYN
653,1210,14,8,0.3636363636363636,0.3505099302200751,0.0065681444991789,0.0129032258064516,0.0306278713629402,0.1274581564436636,0.3570128239204632,RNA+ADASYN
1528,335,15,7,0.3181818181818182,0.8201825013419216,0.0204678362573099,0.0384615384615384,0.0813953488372093,0.2609671595178841,0.5108494489748268,RNA+ADASYN
1187,676,15,7,0.3181818181818182,0.6371443907675792,0.0102489019033674,0.0198581560283687,0.0453955901426718,0.2027277606987752,0.4502529963240391,RNA+ADASYN
692,1171,11,11,0.5,0.3714439076757917,0.0093062605752961,0.0182724252491694,0.0433070866141732,0.1857219538378959,0.4309547004476177,RNA+ADASYN
1290,573,15,7,0.3181818181818182,0.6924315619967794,0.0120689655172413,0.0232558139534883,0.0523952095808383,0.2203191333626115,0.4693816500062732,RNA+ADASYN
685,1178,9,13,0.5909090909090909,0.367686527106817,0.0109151973131822,0.021434460016488,0.0508209538702111,0.21726931147221,0.4661215629770951,RNA+ADASYN
419,1444,10,12,0.5454545454545454,0.2249060654857756,0.0082417582417582,0.0162381596752368,0.038860103626943,0.122676035719514,0.3502513893184636,RNA+ADASYN
1440,423,13,9,0.4090909090909091,0.7729468599033816,0.0208333333333333,0.039647577092511,0.0865384615384615,0.316205533596838,0.5623215571155333,RNA+ADASYN
760,1103,13,9,0.4090909090909091,0.407944176060118,0.0080935251798561,0.0158730158730158,0.0374999999999999,0.1668862538427756,0.4085171402068407,RNA+ADASYN
452,1411,10,12,0.5454545454545454,0.2426194310252281,0.0084328882642304,0.0166089965397923,0.0397088021178027,0.1323378714683062,0.3637827256320814,RNA+ADASYN
658,1205,7,15,0.6818181818181818,0.3531937734836285,0.0122950819672131,0.0241545893719806,0.0573394495412844,0.2408139364661103,0.4907279658488095,RNA+ADASYN
568,1295,12,10,0.4545454545454545,0.3048845947396672,0.0076628352490421,0.0150715900527505,0.0358937544867193,0.1385839066998487,0.3722685948342255,RNA+ADASYN
582,1281,5,17,0.7727272727272727,0.3123993558776167,0.0130970724191063,0.0257575757575757,0.0613275613275613,0.2413995022690674,0.4913242333419627,RNA+ADASYN
1101,762,10,12,0.5454545454545454,0.5909822866344605,0.0155038759689922,0.0301507537688442,0.0696055684454756,0.3223539745278875,0.5677622517637885,RNA+ADASYN
1262,601,14,8,0.3636363636363636,0.6774020397208803,0.0131362889983579,0.0253565768621236,0.0573888091822094,0.2463280144439564,0.4963144310252891,RNA+ADASYN
1298,565,14,8,0.3636363636363636,0.6967257112184648,0.0139616055846422,0.026890756302521,0.0605143721633888,0.2533548040794417,0.5033436242562745,RNA+ADASYN
1110,753,13,9,0.4090909090909091,0.5958132045088567,0.0118110236220472,0.0229591836734693,0.0529411764705882,0.2437417654808959,0.4937021019611887,RNA+ADASYN
1091,772,15,7,0.3181818181818182,0.5856146001073538,0.0089858793324775,0.0174781523096129,0.0403690888119953,0.1863319182159762,0.4316618100040542,RNA+ADASYN
1328,535,14,8,0.3636363636363636,0.7128287707997852,0.0147329650092081,0.0283185840707964,0.063391442155309,0.2592104621090128,0.5091271571120645,RNA+ADASYN
678,1185,8,14,0.6363636363636364,0.3639291465378422,0.0116763969974979,0.0229320229320229,0.0543900543900543,0.2315912750695359,0.4812393116418649,RNA+ADASYN
435,1428,9,13,0.5909090909090909,0.2334943639291465,0.0090215128383067,0.0177717019822283,0.0425114453891432,0.1379739423217683,0.3714484383084258,RNA+ADASYN
862,1001,9,13,0.5909090909090909,0.4626945786366076,0.0128205128205128,0.0250965250965251,0.0589836660617059,0.2734104328307227,0.5228866347792059,RNA+ADASYN
759,1104,8,14,0.6363636363636364,0.4074074074074074,0.0125223613595706,0.0245614035087719,0.0580431177446102,0.2592592592592592,0.5091750772173155,RNA+ADASYN
614,1249,14,8,0.3636363636363636,0.3295759527643586,0.0063643595863166,0.0125097732603596,0.0297397769516728,0.1198458010052213,0.3461875228907323,RNA+ADASYN
1170,693,12,10,0.4545454545454545,0.6280193236714976,0.0142247510668563,0.0275862068965517,0.0632111251580278,0.2854633289415898,0.5342876836888436,RNA+ADASYN
612,1251,7,15,0.6818181818181818,0.3285024154589372,0.0118483412322274,0.0232919254658385,0.0553914327917282,0.2239789196310936,0.4732641119196485,RNA+ADASYN
598,1265,7,15,0.6818181818181818,0.3209876543209876,0.01171875,0.0230414746543778,0.0548245614035087,0.2188552188552188,0.4678196435114913,RNA+ADASYN
1126,737,10,12,0.5454545454545454,0.6044015029522276,0.0160213618157543,0.0311284046692607,0.07168458781362,0.3296735470648514,0.5741720535387032,RNA+ADASYN
1164,699,12,10,0.4545454545454545,0.6247987117552335,0.0141043723554301,0.027359781121751,0.0627352572145545,0.283999414434197,0.5329159543813612,RNA+ADASYN
548,1315,8,14,0.6363636363636364,0.2941492216854535,0.0105342362678705,0.0207253886010362,0.0494001411432604,0.1871858683452886,0.4326498218482109,RNA+ADASYN
1167,696,13,9,0.4090909090909091,0.6264090177133655,0.0127659574468085,0.0247592847317744,0.0567465321563682,0.256258234519104,0.5062195516958072,RNA+ADASYN
1404,459,19,3,0.1363636363636363,0.7536231884057971,0.0064935064935064,0.012396694214876,0.0272727272727272,0.1027667984189723,0.3205726102133062,RNA+ADASYN
363,1500,8,14,0.6363636363636364,0.1948470209339774,0.0092470277410832,0.0182291666666666,0.0436953807740324,0.1239935587761674,0.3521271911911482,RNA+ADASYN
451,1412,6,16,0.7272727272727273,0.2420826623725174,0.011204481792717,0.0220689655172413,0.0527704485488126,0.1760601180891036,0.419595183586637,RNA+ADASYN
970,893,13,9,0.4090909090909091,0.5206655931293612,0.0099778270509977,0.0194805194805194,0.0454545454545454,0.2129995608256478,0.4615187545762878,RNA+ADASYN
1176,687,13,9,0.4090909090909091,0.6312399355877617,0.0129310344827586,0.0250696378830083,0.0573979591836734,0.2582345191040843,0.5081678060484394,RNA+ADASYN
672,1191,12,10,0.4545454545454545,0.3607085346215781,0.0083263946711074,0.0163532297628781,0.038789759503491,0.16395842482799,0.4049178000878574,RNA+ADASYN
760,1103,10,12,0.5454545454545454,0.407944176060118,0.010762331838565,0.021108179419525,0.0498753117206982,0.2225150051237007,0.4717149617339912,RNA+ADASYN
428,1435,10,12,0.5454545454545454,0.2297369833601717,0.0082930200414651,0.0163376446562287,0.0390879478827361,0.1253110818328209,0.35399305336803,RNA+ADASYN
1083,780,13,9,0.4090909090909091,0.5813204508856683,0.0114068441064638,0.0221948212083847,0.0513112884834663,0.2378129117259552,0.4876606522223781,RNA+ADASYN
492,1371,5,17,0.7727272727272727,0.2640901771336554,0.0122478386167146,0.0241134751773049,0.0575880758807588,0.2040696823305519,0.451740724675728,RNA+ADASYN
487,1376,13,9,0.4090909090909091,0.261406333870102,0.0064981949458483,0.0127931769722814,0.0305498981670061,0.1069389547650417,0.3270152209990258,RNA+ADASYN
991,872,14,8,0.3636363636363636,0.5319377348362856,0.009090909090909,0.0177383592017738,0.0413223140495867,0.1934319035768311,0.439808939855514,RNA+ADASYN
1570,293,16,6,0.2727272727272727,0.8427267847557702,0.020066889632107,0.0373831775700934,0.0775193798449612,0.2298345776606646,0.4794106565989794,RNA+ADASYN
625,1238,12,10,0.4545454545454545,0.335480407944176,0.0080128205128205,0.0157480314960629,0.0374251497005988,0.15249109452008,0.3905010813302314,RNA+ADASYN
1415,448,14,8,0.3636363636363636,0.7595276435856146,0.0175438596491228,0.0334728033472803,0.0735294117647058,0.2761918703947689,0.5255395992641934,RNA+ADASYN
1119,744,12,10,0.4545454545454545,0.6006441223832528,0.013262599469496,0.0257731958762886,0.0593824228028503,0.2730200556287513,0.5225132109609778,RNA+ADASYN
1190,673,14,8,0.3636363636363636,0.6387546967257112,0.0117474302496328,0.0227596017069701,0.0520156046814044,0.2322744351729858,0.4819485814617425,RNA+ADASYN
1353,510,14,8,0.3636363636363636,0.7262479871175523,0.0154440154440154,0.0296296296296296,0.066006600660066,0.2640901771336553,0.5138970491583459,RNA+ADASYN
678,1185,11,11,0.5,0.3639291465378422,0.0091973244147157,0.0180623973727422,0.042834890965732,0.1819645732689211,0.4265730573640594,RNA+ADASYN
1028,835,15,7,0.3181818181818182,0.5517981749865808,0.008313539192399,0.0162037037037037,0.0376344086021505,0.1755721465866393,0.4190133012049132,RNA+ADASYN
1340,523,13,9,0.4090909090909091,0.7192699946323134,0.0169172932330827,0.0324909747292418,0.0725806451612903,0.2942468159859464,0.5424452193410376,RNA+ADASYN
1081,902,13,9,0.4090909090909091,0.5451336359051941,0.0098792535675082,0.0192926045016077,0.045045045045045,0.2230092146884884,0.472238514617866,RNA+REP
576,1407,10,12,0.5454545454545454,0.2904689863842662,0.0084566596194503,0.0166551006245662,0.039814200398142,0.1584376289368724,0.3980422451661035,RNA+REP
649,1334,12,10,0.4545454545454545,0.3272818961169944,0.0074404761904761,0.0146412884333821,0.0349162011173184,0.1487644982349974,0.3857000106753919,RNA+REP
822,1161,8,14,0.6363636363636364,0.4145234493192133,0.0119148936170212,0.023391812865497,0.0554235946159936,0.2637876495667721,0.5136026183410402,RNA+REP
698,1285,6,16,0.7272727272727273,0.3519919314170449,0.0122982321291314,0.0241874527588813,0.0575953923686105,0.255994131939669,0.5059586267074305,RNA+REP
1291,692,11,11,0.5,0.6510337871911246,0.0156472261735419,0.0303448275862068,0.0695322376738305,0.3255168935955623,0.5705408781109048,RNA+REP
696,1287,9,13,0.5909090909090909,0.350983358547655,0.01,0.0196671709531013,0.0468299711815562,0.2073992573236143,0.4554110860789561,RNA+REP
1303,680,11,11,0.5,0.6570852244074634,0.0159189580318379,0.0308555399719495,0.0706033376123235,0.3285426122037317,0.5731863677755532,RNA+REP
629,1354,7,15,0.6818181818181818,0.3171961674230963,0.0109569028487947,0.0215672178289,0.0514756348661633,0.2162701141521111,0.465048507310916,RNA+REP
1507,476,15,7,0.3181818181818182,0.7599596570852244,0.0144927536231884,0.0277227722772277,0.0612959719789842,0.2418053454362077,0.4917370694143443,RNA+REP
581,1402,9,13,0.5909090909090909,0.2929904185577408,0.0091872791519434,0.0180932498260264,0.0432468396540252,0.1731307018750286,0.4160897762202631,RNA+REP
904,1079,13,9,0.4090909090909091,0.4558749369641957,0.0082720588235294,0.0162162162162162,0.0382653061224489,0.1864942923944437,0.4318498493625344,RNA+REP
849,1134,13,9,0.4090909090909091,0.4281391830559758,0.0078740157480314,0.015450643776824,0.0365556458164094,0.1751478476138082,0.4185066876572085,RNA+REP
1207,776,15,7,0.3181818181818182,0.6086737266767523,0.0089399744572158,0.017391304347826,0.0401836969001148,0.193668913033512,0.4400783032978473,RNA+REP
433,1550,11,11,0.5,0.2183560262228946,0.0070467648942985,0.0138976626658243,0.0333535476046088,0.1091780131114472,0.3304209634866518,RNA+REP
1502,481,15,7,0.3181818181818182,0.7574382249117498,0.0143442622950819,0.0274509803921568,0.0607638888888888,0.2410030715628294,0.4909206367253565,RNA+REP
1262,721,11,11,0.5,0.6364094805849723,0.0150273224043715,0.0291777188328912,0.0670731707317073,0.3182047402924862,0.5640963927313187,RNA+REP
1224,759,11,11,0.5,0.6172465960665658,0.0142857142857142,0.0277777777777777,0.0641025641025641,0.3086232980332829,0.5555387457534199,RNA+REP
1190,793,13,9,0.4090909090909091,0.600100857286939,0.0112219451371571,0.0218446601941747,0.0505617977528089,0.2454958052537477,0.4954753326390202,RNA+REP
662,1321,6,16,0.7272727272727273,0.3338376197680282,0.0119670905011219,0.0235467255334805,0.0561403508771929,0.2427909961949296,0.4927382633761352,RNA+REP
1538,445,16,6,0.2727272727272727,0.7755925365607665,0.0133037694013303,0.0253699788583509,0.0556586270871985,0.2115252372438454,0.4599187289552855,RNA+REP
961,1022,12,10,0.4545454545454545,0.4846192637418053,0.0096899224806201,0.0189753320683111,0.0446428571428571,0.2202814835190024,0.469341542502901,RNA+REP
1650,333,17,5,0.2272727272727272,0.8320726172465961,0.014792899408284,0.0277777777777777,0.0586854460093896,0.18910741301059,0.4348648215372105,RNA+REP
1411,572,12,10,0.4545454545454545,0.7115481593545133,0.0171821305841924,0.0331125827814569,0.0746268656716417,0.3234309815247788,0.5687099274012885,RNA+REP
1259,724,14,8,0.3636363636363636,0.6348966212808875,0.0109289617486338,0.0212201591511936,0.048780487804878,0.2308714986475954,0.4804908934075603,RNA+REP
315,1668,5,17,0.7727272727272727,0.1588502269288956,0.0100890207715133,0.0199179847685998,0.047941342357586,0.1227479026268738,0.3503539676197115,RNA+REP
1370,613,9,13,0.5909090909090909,0.6908724155320222,0.0207667731629392,0.0401234567901234,0.0910364145658263,0.408242790996195,0.6389388006657563,RNA+REP
1523,460,15,7,0.3181818181818182,0.7680282400403429,0.0149892933618843,0.0286298568507157,0.063063063063063,0.2443726218310181,0.4943405929427788,RNA+REP
1441,542,11,11,0.5,0.7266767523953606,0.0198915009041591,0.0382608695652173,0.0858034321372854,0.3633383761976803,0.6027755603851904,RNA+REP
1488,495,14,8,0.3636363636363636,0.7503782148260212,0.0159045725646123,0.0304761904761904,0.0676818950930626,0.2728648053912805,0.5223646287712066,RNA+REP
1549,434,12,10,0.4545454545454545,0.7811396873424105,0.0225225225225225,0.0429184549356223,0.093984962406015,0.3550634942465502,0.5958720451964081,RNA+REP
459,1524,7,15,0.6818181818181818,0.2314674735249622,0.0097465886939571,0.0192184497117232,0.0460971112476951,0.1578187319488378,0.3972640582142284,RNA+REP
964,1019,16,6,0.2727272727272727,0.48613212304589,0.0058536585365853,0.0114613180515759,0.0269541778975741,0.1325814881034245,0.3641174097779788,RNA+REP
449,1534,9,13,0.5909090909090909,0.2264246091780131,0.0084033613445378,0.0165710643722116,0.0397553516819571,0.1337963599688258,0.3657818475113628,RNA+REP
1379,604,17,5,0.2272727272727272,0.6954109934442764,0.0082101806239737,0.0158478605388272,0.0358680057388809,0.1580479530555173,0.3975524532128022,RNA+REP
475,1508,11,11,0.5,0.2395360564800807,0.0072416063199473,0.0142764438676184,0.0342252644679527,0.1197680282400403,0.3460751771509195,RNA+REP
1373,610,11,11,0.5,0.6923852748361069,0.0177133655394524,0.0342146189735614,0.077574047954866,0.3461926374180534,0.5883813707265496,RNA+REP
774,1209,8,14,0.6363636363636364,0.3903177004538578,0.0114472608340147,0.0224899598393574,0.053394355453852,0.2483839911979094,0.498381371238843,RNA+REP
448,1535,9,13,0.5909090909090909,0.2259203227433182,0.0083979328165374,0.0165605095541401,0.0397310513447432,0.1334983725301426,0.3653742910087443,RNA+REP
724,1259,15,7,0.3181818181818182,0.3651033787191124,0.0055292259083728,0.0108695652173913,0.0258493353028065,0.1161692568651721,0.3408361143792895,RNA+REP
1170,813,12,10,0.4545454545454545,0.5900151285930408,0.0121506682867557,0.0236686390532544,0.0548847420417124,0.2681886948150186,0.5178693800709003,RNA+REP
616,1367,9,13,0.5909090909090909,0.3106404437720625,0.0094202898550724,0.0185449358059914,0.0442779291553133,0.183560262228946,0.4284393331954316,RNA+REP
533,1450,6,16,0.7272727272727273,0.2687846696923853,0.0109140518417462,0.021505376344086,0.0514800514800514,0.1954797597762802,0.4421309305808407,RNA+REP
663,1320,12,10,0.4545454545454545,0.3343419062027231,0.0075187969924812,0.014792899408284,0.0352609308885754,0.1519735937285105,0.3898379069927789,RNA+REP
577,1406,11,11,0.5,0.2909732728189612,0.0077628793225123,0.0152883947185545,0.0365448504983388,0.1454866364094806,0.3814271049748308,RNA+REP
1565,418,14,8,0.3636363636363636,0.789208270297529,0.0187793427230046,0.0357142857142857,0.0778210116731517,0.2869848255627378,0.5357096466956124,RNA+REP
692,1291,8,14,0.6363636363636364,0.3489662128088754,0.010727969348659,0.0211002260738507,0.050251256281407,0.2220694081511025,0.4712424091177518,RNA+REP
1321,662,13,9,0.4090909090909091,0.6661623802319717,0.0134128166915052,0.0259740259740259,0.0592885375494071,0.2725209737312611,0.5220354142500881,RNA+REP
265,1718,7,15,0.6818181818181818,0.1336359051941502,0.0086555106751298,0.017094017094017,0.0411861614497528,0.0911153899051024,0.3018532588942886,RNA+REP
1127,856,9,13,0.5909090909090909,0.5683308119011599,0.0149597238204833,0.0291806958473625,0.0679205851619644,0.3358318433961399,0.5795100028439025,RNA+REP
482,1501,10,12,0.5454545454545454,0.243066061522945,0.0079312623925974,0.0156351791530944,0.0374765771392879,0.1325814881034245,0.3641174097779788,RNA+REP
1310,673,11,11,0.5,0.6606152294503278,0.0160818713450292,0.0311614730878186,0.0712435233160621,0.3303076147251639,0.5747239465388265,RNA+REP
1209,774,15,7,0.3181818181818182,0.6096822995461422,0.0089628681177976,0.0174346201743462,0.0402761795166858,0.1939898225828634,0.4404427574417173,RNA+REP
937,1046,13,9,0.4090909090909091,0.4725163893091276,0.0085308056872037,0.0167130919220055,0.0393700787401574,0.1933021592628249,0.4396614143438391,RNA+REP
823,1160,6,16,0.7272727272727273,0.4150277357539082,0.0136054421768707,0.026711185308848,0.0632911392405063,0.3018383532755695,0.5493981737097144,RNA+REP
1011,972,9,13,0.5909090909090909,0.5098335854765507,0.0131979695431472,0.025819265143992,0.0605778191985088,0.3012653005088709,0.5488763982071655,RNA+REP
1383,600,13,9,0.4090909090909091,0.697428139183056,0.0147783251231527,0.028526148969889,0.0645624103299856,0.2853115114839775,0.53414559015682,RNA+REP
555,1428,7,15,0.6818181818181818,0.2798789712556732,0.0103950103950103,0.0204778156996587,0.0489875898105813,0.1908265713106863,0.436837007716478,RNA+REP
461,1522,8,14,0.6363636363636364,0.232476046394352,0.0091145833333333,0.017971758664955,0.043103448275862,0.1479393022509512,0.3846287850004875,RNA+REP
496,1487,9,13,0.5909090909090909,0.2501260716086737,0.0086666666666666,0.0170827858081471,0.0409319899244332,0.1478017695869435,0.3844499571946179,RNA+REP
906,1077,15,7,0.3181818181818182,0.4568835098335855,0.0064575645756457,0.0126582278481012,0.0298634812286689,0.1453720258561408,0.3812768362438778,RNA+REP
1210,773,11,11,0.5,0.6101865859808371,0.0140306122448979,0.0272952853598014,0.0630733944954128,0.3050932929904185,0.5523525079063356,RNA+REP
1628,355,18,4,0.1818181818181818,0.8209783156833081,0.011142061281337,0.0209973753280839,0.0447427293064876,0.1492687846696924,0.3863531864365718,RNA+REP
562,1421,11,11,0.5,0.2834089762985375,0.00768156424581,0.015130674002751,0.0361842105263157,0.1417044881492688,0.3764365659035647,RNA+REP
1160,823,13,9,0.4090909090909091,0.5849722642460918,0.0108173076923076,0.0210772833723653,0.0489130434782608,0.2393068353734012,0.4891899788153895,RNA+REP
590,1393,7,15,0.6818181818181818,0.297528996469995,0.010653409090909,0.0209790209790209,0.0501336898395721,0.2028606794113602,0.4504005766108212,RNA+REP
543,1440,11,11,0.5,0.2738275340393343,0.0075809786354238,0.0149355057705363,0.0357374918778427,0.1369137670196672,0.3700186036129362,RNA+REP
1397,586,17,5,0.2272727272727272,0.7044881492687847,0.0084602368866328,0.0163132137030995,0.0368188512518409,0.1601109430156328,0.4001386547381205,RNA+REP
766,1217,8,14,0.6363636363636364,0.3862834089762985,0.0113728675873273,0.0223463687150838,0.0530705079605761,0.245816714803099,0.4957990669647322,RNA+REP
1581,402,13,9,0.4090909090909091,0.7972768532526475,0.0218978102189781,0.0415704387990762,0.0901803607214428,0.3261587126942649,0.5711030666125554,RNA+REP
1319,664,13,9,0.4090909090909091,0.6651538073625819,0.013372956909361,0.0258992805755395,0.0591327201051248,0.272108375739238,0.5216400825657841,RNA+REP
480,1503,4,18,0.8181818181818182,0.2420574886535552,0.0118343195266272,0.0233311730395333,0.0559353635798632,0.1980470361710906,0.4450247590540224,RNA+REP
864,1119,10,12,0.5454545454545454,0.4357034795763994,0.0106100795755968,0.02081526452732,0.0492206726825266,0.2376564434053087,0.4875001983643788,RNA+REP
850,1133,14,8,0.3636363636363636,0.4286434694906707,0.0070113935144609,0.0137575236457437,0.032546786004882,0.1558703525420621,0.3948041951930882,RNA+REP
1410,573,10,12,0.5454545454545454,0.7110438729198184,0.0205128205128205,0.0395387149917627,0.0891530460624071,0.3878421125017191,0.6227697106489036,RNA+REP
