SVM_accuracy_adasyn,SVM_neg_prec_adasyn,SVM_neg_recall_adasyn,SVM_neg_fscore_adasyn,SVM_pos_prec_adasyn,SVM_pos_recall_adasyn,SVM_pos_fscore_adasyn
0.8202352941176471,0.9897552646556631,0.8269139324774132,0.9010362694300519,0.010869565217391304,0.18181818181818182,0.020512820512820513
0.8178823529411765,0.9891676168757126,0.8250118877793629,0.8996629504796474,0.008086253369272238,0.13636363636363635,0.015267175572519083
0.7971764705882353,0.9871794871794872,0.8055159296243461,0.8871432312123593,0.0,0.0,0.0
0.8414117647058823,0.9894678492239468,0.8487874465049928,0.9137445610442794,0.009345794392523364,0.13636363636363635,0.017492711370262388
0.7821176470588236,0.9886769964243146,0.7888730385164051,0.8775456228510975,0.006711409395973154,0.13636363636363635,0.01279317697228145
0.7952941176470588,0.9882903981264637,0.8026628625772706,0.8858567305169247,0.004796163069544364,0.09090909090909091,0.009111617312072893
0.7727058823529411,0.9897218863361548,0.7784117926771279,0.8714399787064147,0.010615711252653927,0.22727272727272727,0.02028397565922921
0.7901176470588235,0.9882144961697112,0.797432239657632,0.8826315789473684,0.004672897196261682,0.09090909090909091,0.008888888888888887
0.8004705882352942,0.9883653286794648,0.8078934854969092,0.8890633176347462,0.0049261083743842365,0.09090909090909091,0.009345794392523366
0.7891764705882353,0.9876252209781968,0.7969567284831194,0.8821052631578948,0.002336448598130841,0.045454545454545456,0.004444444444444444
0.7811764705882352,0.9875,0.7888730385164051,0.8770816812053925,0.0022471910112359553,0.045454545454545456,0.004282655246252678
0.796235294117647,0.9871645274212368,0.8045649072753209,0.8865601257532093,0.0,0.0,0.0
0.736,0.9898348157560356,0.7408464098906324,0.8474299700843078,0.010889292196007259,0.2727272727272727,0.02094240837696335
0.7816470588235294,0.9880881477069684,0.7888730385164051,0.8773135906927552,0.004484304932735426,0.09090909090909091,0.008547008547008546
0.7872941176470588,0.9899109792284867,0.7931526390870185,0.8806758183738119,0.011363636363636364,0.22727272727272727,0.021645021645021648
0.819764705882353,0.9891922639362912,0.8269139324774132,0.9008029008029007,0.008174386920980926,0.13636363636363635,0.015424164524421594
0.8023529411764706,0.9878260869565217,0.8102710413694721,0.890282131661442,0.0025,0.045454545454545456,0.004739336492890995
0.7769411764705882,0.9903672486453944,0.7822158820732287,0.8740701381509033,0.01293103448275862,0.2727272727272727,0.024691358024691357
0.8136470588235294,0.9885518030910132,0.821207798383262,0.8971428571428571,0.005291005291005291,0.09090909090909091,0.009999999999999998
0.7990588235294117,0.9883449883449883,0.8064669519733714,0.888190625818277,0.004889975550122249,0.09090909090909091,0.009280742459396751
0.8061176470588235,0.989010989010989,0.8131241084165478,0.8924843423799582,0.007575757575757576,0.13636363636363635,0.014354066985645935
0.7891764705882353,0.987051206592113,0.797432239657632,0.882167280378748,0.0,0.0,0.0
0.8169411764705883,0.9897142857142858,0.823585354255825,0.899039709317415,0.010666666666666666,0.18181818181818182,0.020151133501259445
0.8023529411764706,0.9883923389437028,0.8097955301949595,0.8902247778358598,0.004975124378109453,0.09090909090909091,0.009433962264150943
0.8150588235294117,0.9891304347826086,0.8221588207322872,0.8979485847831732,0.007957559681697613,0.13636363636363635,0.015037593984962405
0.816,0.9897025171624714,0.8226343319067998,0.8984679304076864,0.010610079575596816,0.18181818181818182,0.020050125313283207
0.8056470588235294,0.9890046296296297,0.8126485972420352,0.8921952492821718,0.007556675062972292,0.13636363636363635,0.014319809069212413
