KNN_accuracy_adasyn,KNN_neg_prec_adasyn,KNN_neg_recall_adasyn,KNN_neg_fscore_adasyn,KNN_pos_prec_adasyn,KNN_pos_recall_adasyn,KNN_pos_fscore_adasyn,KNN_auc_adasyn
0.5214854111405836,0.9878172588832488,0.5222758990874933,0.6832865168539326,0.011111111111111112,0.45454545454545453,0.02169197396963124,0.5061240423559263
0.5114058355437666,0.990625,0.5104669887278583,0.6737513283740701,0.014054054054054054,0.5909090909090909,0.027455121436114047,0.5414531791343385
0.5405835543766578,0.9863414634146341,0.5426731078904992,0.7001385041551247,0.009302325581395349,0.36363636363636365,0.018140589569160998,0.4669521299956083
0.5230769230769231,0.9888438133874239,0.5233494363929146,0.6844506844506844,0.012235817575083427,0.5,0.0238870792616721,0.5042087542087542
0.5119363395225465,0.9896157840083074,0.5115405260332797,0.6744515215852797,0.013015184381778741,0.5454545454545454,0.025423728813559324,0.5331332650173229
0.47055702917771886,0.9875986471251409,0.47020933977455714,0.637090909090909,0.011022044088176353,0.5,0.021568627450980395,0.4745278875713658
0.4997347480106101,0.9862579281183932,0.500805152979066,0.6642933428266287,0.009584664536741214,0.4090909090909091,0.018730489073881373,0.4509466647147807
0.5188328912466843,0.993801652892562,0.5163714439076758,0.6796185093606499,0.017448200654307525,0.7272727272727273,0.03407880724174654,0.5995949836529546
0.48222811671087534,0.9900552486187846,0.4809447128287708,0.647398843930636,0.013265306122448979,0.5909090909090909,0.02594810379241517,0.5265090518713708
0.5437665782493368,0.9892682926829268,0.5442834138486312,0.7022160664819944,0.012790697674418604,0.5,0.02494331065759637,0.5393914995364271
0.5612732095490717,0.9859287054409006,0.5641438539989264,0.7176510754523728,0.008547008547008548,0.3181818181818182,0.016646848989298454,0.45613136192846343
0.5336870026525199,0.989065606361829,0.5340848094471283,0.6936214708957825,0.012514220705346985,0.5,0.024417314095449498,0.530839798955741
0.5177718832891247,0.9877300613496932,0.5185185185185185,0.6800422386483632,0.011025358324145534,0.45454545454545453,0.02152852529601722,0.45610696335334017
0.5809018567639257,0.9890610756608933,0.5823939881910897,0.7331081081081081,0.012690355329949238,0.45454545454545453,0.02469135802469136,0.4732835602400819
0.5437665782493368,0.9902248289345064,0.5437466451959205,0.7020097020097019,0.013921113689095127,0.5454545454545454,0.027149321266968323,0.5454789440296687
0.5384615384615384,0.9882005899705014,0.5394524959742351,0.6979166666666665,0.01152073732718894,0.45454545454545453,0.022471910112359553,0.5269848240862733
0.5108753315649868,0.9916405433646813,0.509393451422437,0.6730496453900711,0.015086206896551725,0.6363636363636364,0.029473684210526315,0.5530912994681111
0.523607427055703,0.992849846782431,0.5217391304347826,0.6840253342716397,0.016556291390728478,0.6818181818181818,0.032327586206896554,0.5779900453813498
0.5087533156498674,0.9875130072840791,0.509393451422437,0.6720963172804534,0.010822510822510822,0.45454545454545453,0.02114164904862579,0.516456838920607
0.5119363395225465,0.9896157840083074,0.5115405260332797,0.6744515215852797,0.013015184381778741,0.5454545454545454,0.025423728813559324,0.5219709168984532
0.4992042440318302,0.9893503727369543,0.4986580783682233,0.6630977872947894,0.012684989429175475,0.5454545454545454,0.024793388429752063,0.57624554726004
0.5289124668435013,0.9889669007021064,0.5292538915727322,0.6895104895104895,0.012387387387387387,0.5,0.024175824175824173,0.48963060557263455
0.5522546419098143,0.989433237271854,0.5528717122920022,0.7093663911845729,0.013033175355450236,0.5,0.025404157043879907,0.5191284828965989
0.4854111405835544,0.9879781420765027,0.48523886205045624,0.6508279337652988,0.01134020618556701,0.5,0.02217741935483871,0.5049163128873274
0.5952254641909814,0.9910714285714286,0.5958132045088567,0.744217230975528,0.01568627450980392,0.5454545454545454,0.030495552731893267,0.5855414043819841
0.5984084880636604,0.9919928825622776,0.5984970477724101,0.7465684633411448,0.017082785808147174,0.5909090909090909,0.033205619412515965,0.6022666276289464
0.5023872679045093,0.9914984059511158,0.500805152979066,0.6654778887303852,0.014830508474576272,0.6363636363636364,0.028985507246376815,0.5897989557409847
0.5326259946949602,0.9919839679358717,0.5314009661835749,0.6920657112897588,0.015783540022547914,0.6363636363636364,0.0308030803080308,0.5482847801688382
0.5246684350132625,0.987891019172553,0.5254965110037574,0.6860546601261388,0.011185682326621925,0.45454545454545453,0.02183406113537118,0.5147489386619821
0.496551724137931,0.990343347639485,0.4954374664519592,0.6604651162790698,0.013641133263378805,0.5909090909090909,0.026666666666666672,0.5577514273166447
0.5246684350132625,0.9888776541961577,0.5249597423510467,0.6858345021037867,0.012276785714285714,0.5,0.023965141612200435,0.5260942760942761
0.5336870026525199,0.9910179640718563,0.533011272141707,0.6931937172774869,0.014722536806342015,0.5909090909090909,0.028729281767955802,0.5550187869028449
0.5294429708222812,0.9860557768924303,0.5314009661835749,0.6906173700732473,0.009080590238365494,0.36363636363636365,0.017718715393133997,0.4965232030449422
0.5103448275862069,0.9916317991631799,0.5088566827697263,0.6725789286981199,0.015069967707212056,0.6363636363636364,0.029442691903259727,0.5505660469428586
0.5379310344827586,0.9891518737672583,0.5383789586688137,0.6972540841153978,0.012629161882893225,0.5,0.02463605823068309,0.4724662079734543
0.4673740053050398,0.9875141884222475,0.4669887278582931,0.6341107871720116,0.010956175298804782,0.5,0.021442495126705655,0.4683672473527546
0.5336870026525199,0.989065606361829,0.5340848094471283,0.6936214708957825,0.012514220705346985,0.5,0.024417314095449498,0.48472649197286877
0.5283819628647215,0.9899396378269618,0.5281803542673108,0.6888344417220862,0.013468013468013467,0.5454545454545454,0.026286966046002187,0.551419997072171
0.5225464190981433,0.9878419452887538,0.5233494363929146,0.6842105263157895,0.011135857461024499,0.45454545454545453,0.021739130434782608,0.48519006490020977
0.5485411140583555,0.9922178988326849,0.5475040257648953,0.7056381874783811,0.01633605600933489,0.6363636363636364,0.03185437997724687,0.6352047040452837
0.5395225464190981,0.9882237487733072,0.5405260332796564,0.6988202637057598,0.011547344110854504,0.45454545454545453,0.022522522522522525,0.5246669594495681
0.5209549071618037,0.9878048780487805,0.5217391304347826,0.6828240252897786,0.011098779134295227,0.45454545454545453,0.021668472372697724,0.47849265602888796
0.5087533156498674,0.9916054564533053,0.5072463768115942,0.6711647727272727,0.015021459227467811,0.6363636363636364,0.029350104821802933,0.5428438979163617
0.4944297082228117,0.9924242424242424,0.49221685453569514,0.6580552565482598,0.015608740894901144,0.6818181818181818,0.03051881993896236,0.5518225735617039
0.49230769230769234,0.9902597402597403,0.49114331723027377,0.6566200215285253,0.013527575442247659,0.5909090909090909,0.026449643947100712,0.49246084028692727
0.4827586206896552,0.9847161572052402,0.4841653247450349,0.6491543720762863,0.008255933952528379,0.36363636363636365,0.016145307769929364,0.48174986580783685
0.5183023872679046,0.9887410440122825,0.5185185185185185,0.680281690140845,0.012114537444933921,0.5,0.023655913978494623,0.4971331674230225
0.5103448275862069,0.9885654885654885,0.5104669887278583,0.6732743362831859,0.011917659804983749,0.5,0.023280423280423283,0.5040379641828917
0.5039787798408488,0.9873949579831933,0.5045625335480408,0.6678507992895205,0.010718113612004287,0.45454545454545453,0.02094240837696335,0.49215585809788703
0.4944297082228117,0.9913606911447084,0.4927536231884058,0.6583004661168878,0.014598540145985401,0.6363636363636364,0.02854230377166157,0.5688039818474602
0.5379310344827586,0.9881889763779528,0.5389157273215244,0.6974643973601945,0.011507479861910242,0.45454545454545453,0.022446689113355782,0.4608036890645586
0.4827586206896552,0.9889867841409692,0.48201825013419214,0.648141465175027,0.012282497441146366,0.5454545454545454,0.024024024024024024,0.508588298443371
0.540053050397878,0.9891944990176817,0.5405260332796564,0.6990628254078444,0.012687427912341407,0.5,0.024746906636670413,0.5272898062753135
0.49018567639257293,0.9902173913043478,0.48899624261943103,0.654689184333453,0.013471502590673576,0.5909090909090909,0.02634245187436677,0.494266334846045
0.5071618037135278,0.989517819706499,0.5067096081588836,0.6702165424210154,0.01288936627282492,0.5454545454545454,0.025183630640083946,0.5060386473429952
0.5989389920424403,0.9893899204244032,0.6006441223832528,0.74749498997996,0.013262599469496022,0.45454545454545453,0.02577319587628866,0.5345971795247157
0.5347480106100796,0.9871541501976284,0.5362318840579711,0.6949565217391305,0.010309278350515464,0.4090909090909091,0.02011173184357542,0.5003049821890402
0.5384615384615384,0.9882005899705014,0.5394524959742351,0.6979166666666665,0.01152073732718894,0.45454545454545453,0.022471910112359553,0.4734177524032597
0.4960212201591512,0.9840933191940615,0.4981213097155126,0.6614397719173201,0.0074309978768577496,0.3181818181818182,0.014522821576763486,0.38616844776265064
0.516710875331565,0.9887063655030801,0.5169082125603864,0.6788861473387382,0.012074643249176729,0.5,0.023579849946409433,0.5072951739618407
0.5437665782493368,0.9883154819863681,0.5448201825013419,0.7024221453287198,0.011655011655011656,0.45454545454545453,0.02272727272727273,0.5416605670228859
0.496551724137931,0.9935205183585313,0.49382716049382713,0.6597346719254212,0.016684045881126174,0.7272727272727273,0.0326197757390418,0.5957522080710487
0.4562334217506631,0.9929411764705882,0.45303274288781537,0.6221894581643936,0.015458937198067632,0.7272727272727273,0.030274361400189215,0.636900405016347
0.5108753315649868,0.9895941727367326,0.5104669887278583,0.6735127478753542,0.012987012987012988,0.5454545454545454,0.025369978858350954,0.559166544673791
0.5368700265251989,0.9910714285714286,0.5362318840579711,0.6959247648902822,0.014823261117445839,0.5909090909090909,0.0289210233592881,0.5723539745278876
0.5140583554376658,0.9906735751295337,0.5131508319914116,0.6760961810466761,0.014130434782608696,0.5909090909090909,0.027600849256900213,0.5184087249304641
0.5193633952254642,0.9867751780264497,0.5206655931293612,0.6816584680252986,0.009977827050997782,0.4090909090909091,0.01948051948051948,0.44230956912116326
0.5411140583554377,0.9882583170254403,0.5421363392377885,0.7001733102253032,0.011587485515643106,0.45454545454545453,0.022598870056497175,0.45637534767969556
0.47851458885941645,0.9910714285714286,0.47665056360708535,0.6437114896701703,0.014155712841253791,0.6363636363636364,0.027695351137487632,0.5619479822378373
0.5273209549071618,0.9840637450199203,0.5303274288781535,0.6892221834670387,0.00681044267877412,0.2727272727272727,0.013289036544850497,0.43592934172644315
0.5819628647214854,0.9899726526891522,0.5829307568438004,0.7337837837837838,0.013959390862944163,0.5,0.027160493827160494,0.576526130873957
0.540053050397878,0.9891944990176817,0.5405260332796564,0.6990628254078444,0.012687427912341407,0.5,0.024746906636670413,0.5425389157273215
0.5554376657824933,0.9913710450623202,0.5550187869028449,0.7116311080523056,0.015439429928741092,0.5909090909090909,0.03009259259259259,0.5588981603474357
0.503448275862069,0.989440337909187,0.5029522275899088,0.6669039145907474,0.01279317697228145,0.5454545454545454,0.025,0.4933147904162397
