SVM_accuracy_contr,SVM_neg_prec_contr,SVM_neg_recall_contr,SVM_neg_fscore_contr,SVM_pos_prec_contr,SVM_pos_recall_contr,SVM_pos_fscore_contr
0.33505882352941174,0.9914529914529915,0.3309557774607703,0.49625668449197863,0.011243851018973999,0.7272727272727273,0.022145328719723183
0.30823529411764705,0.9906976744186047,0.30385164051355207,0.4650655021834061,0.010810810810810811,0.7272727272727273,0.021304926764314246
0.4348235294117647,0.9859913793103449,0.43509272467902993,0.603761134938964,0.007518796992481203,0.4090909090909091,0.014766201804757998
0.3769411764705882,0.989937106918239,0.37422729434141705,0.5431331953071084,0.010526315789473684,0.6363636363636364,0.02071005917159763
0.44141176470588234,0.9893162393162394,0.4403233475986686,0.6094109904573873,0.010092514718250631,0.5454545454545454,0.01981833195706028
0.3571764705882353,0.9906790945406125,0.3537803138373752,0.5213735108619482,0.010917030567685589,0.6818181818181818,0.02148997134670487
0.4371764705882353,0.9871106337271751,0.43699476937708037,0.6058009228740936,0.008375209380234505,0.45454545454545453,0.01644736842105263
0.3595294117647059,0.9894459102902374,0.3566333808844508,0.5242922055225446,0.010241404535479151,0.6363636363636364,0.020158387329013677
0.472,0.9851632047477745,0.47360912981455067,0.6396917148362236,0.0062836624775583485,0.3181818181818182,0.012323943661971832
0.41411764705882353,0.9863945578231292,0.4136947218259629,0.5829145728643216,0.008045052292839904,0.45454545454545453,0.015810276679841896
0.46447058823529414,0.9868819374369324,0.46504992867332384,0.632191338073691,0.007936507936507936,0.4090909090909091,0.015570934256055362
0.3463529411764706,0.989041095890411,0.34331906799809797,0.5097070243558066,0.01003584229390681,0.6363636363636364,0.01976005645730416
0.4390588235294118,0.9850905218317358,0.439847836424156,0.6081525312294542,0.006745362563237774,0.36363636363636365,0.013245033112582781
0.45694117647058824,0.987667009249743,0.45696623870660963,0.6248374512353706,0.008680555555555556,0.45454545454545453,0.017035775127768313
0.3971764705882353,0.9892857142857143,0.39514978601997147,0.564729867482161,0.010116731517509728,0.5909090909090909,0.0198928844682479
0.37176470588235294,0.9923076923076923,0.3680456490727532,0.5369406867845994,0.011895910780669145,0.7272727272727273,0.023408924652523776
0.4272941176470588,0.9846827133479212,0.42796005706134094,0.5966191581040768,0.006606110652353427,0.36363636363636365,0.0129764801297648
0.3981176470588235,0.9881516587677726,0.39657631954350925,0.5659993213437394,0.00936768149882904,0.5454545454545454,0.01841903300076746
0.4103529411764706,0.9885057471264368,0.4089396100808369,0.5785401950891355,0.009561752988047808,0.5454545454545454,0.01879404855129209
0.3604705882352941,0.9907651715039578,0.3571088920589634,0.5249912617965746,0.010972933430870519,0.6818181818181818,0.021598272138228944
0.4,0.9893617021276596,0.3980028530670471,0.5676500508646999,0.010164190774042221,0.5909090909090909,0.01998462720983859
0.37788235294117645,0.9875156054931336,0.37612933903946744,0.5447658402203858,0.00906344410876133,0.5454545454545454,0.017830609212481426
0.44141176470588234,0.9872340425531915,0.44127436994769376,0.6099244166940518,0.008438818565400843,0.45454545454545453,0.016570008285004142
0.42823529411764705,0.9857768052516411,0.42843556823585355,0.5972820682797481,0.007431874483897605,0.4090909090909091,0.014598540145985401
0.40894117647058825,0.9884659746251442,0.40751307655729907,0.5771043771043771,0.009538950715421303,0.5454545454545454,0.01875
0.3124705882352941,0.9923312883435583,0.3076557299096529,0.4696914700544465,0.011541072640868975,0.7727272727272727,0.022742474916387957
0.4527058823529412,0.9875518672199171,0.4526866381359962,0.6208020867297033,0.008613264427217916,0.45454545454545453,0.0169061707523246
0.4032941176470588,0.9894490035169988,0.4013314312886353,0.571041948579161,0.010220125786163521,0.5909090909090909,0.02009273570324575
0.3924705882352941,0.986810551558753,0.39134569662387064,0.5604358188627852,0.008520526723470178,0.5,0.016755521706016758
0.4470588235294118,0.9863731656184487,0.4474560152163576,0.6156362446843311,0.007685738684884714,0.4090909090909091,0.015088013411567479
0.4531764705882353,0.9865563598759048,0.4536376604850214,0.6214983713355049,0.007772020725388601,0.4090909090909091,0.015254237288135596
0.4978823529411765,0.9868421052631579,0.4992867332382311,0.6630880959898958,0.007540056550424128,0.36363636363636365,0.014773776546629732
0.35152941176470587,0.9905277401894452,0.34807417974322397,0.5151301900070372,0.010822510822510822,0.6818181818181818,0.02130681818181818
