RNA_accuracy_rep,RNA_neg_prec_rep,RNA_neg_recall_rep,RNA_neg_fscore_rep,RNA_pos_prec_rep,RNA_pos_recall_rep,RNA_pos_fscore_rep,RNA_auc_rep
0.7192019950124688,0.9903314917127072,0.7231467473524962,0.8359078985718449,0.01436265709156194,0.36363636363636365,0.02763385146804836,0.5257186081694402
0.6683291770573566,0.9903273809523809,0.6712052445789208,0.8001202284340247,0.01361573373676248,0.4090909090909091,0.02635431918008785,0.5306010177417136
0.7007481296758105,0.9914712153518124,0.7034795763993948,0.8230088495575221,0.016722408026755852,0.45454545454545453,0.03225806451612903,0.5498785128134599
0.6997506234413965,0.9893692416725727,0.7039838628340898,0.8226281673541543,0.011784511784511785,0.3181818181818182,0.022727272727272724,0.535483427313987
0.7361596009975062,0.9872654155495979,0.7428139183055976,0.847769784172662,0.005847953216374269,0.13636363636363635,0.011214953271028037,0.4924127813689085
0.6902743142144638,0.9920520231213873,0.6923852748361069,0.8155628155628156,0.017713365539452495,0.5,0.03421461897356143,0.6396185760784853
0.6947630922693266,0.9906943450250537,0.6979324256177509,0.8189349112426036,0.014802631578947368,0.4090909090909091,0.028571428571428574,0.5660386008343649
0.6907730673316709,0.9899352983465133,0.6944024205748865,0.8162418494368701,0.013029315960912053,0.36363636363636365,0.025157232704402517,0.6238023197175996
0.7261845386533666,0.992445054945055,0.7286938981341402,0.8403605699331201,0.020036429872495445,0.5,0.03852889667250438,0.6497043047723834
0.7316708229426434,0.989167230873392,0.7367624810892587,0.8445086705202313,0.011363636363636364,0.2727272727272727,0.021818181818181816,0.5416036308623298
0.7321695760598503,0.9891745602165088,0.7372667675239536,0.8448425310603872,0.011385199240986717,0.2727272727272727,0.021857923497267756,0.5054325402283042
0.7197007481296758,0.9896623018607856,0.724155320221886,0.8363424577751891,0.01263537906137184,0.3181818181818182,0.024305555555555552,0.6406042268372072
0.7027431421446384,0.9907997169143666,0.7060010085728694,0.8244994110718492,0.015202702702702704,0.4090909090909091,0.029315960912052123,0.5414431760876541
0.7391521197007481,0.9912516823687753,0.7428139183055976,0.8492360910925338,0.017341040462427744,0.4090909090909091,0.033271719038817,0.5326410855911612
0.6498753117206982,0.9908045977011494,0.6520423600605144,0.7864963503649636,0.014285714285714285,0.45454545454545453,0.027700831024930747,0.5937514326319168
0.7241895261845387,0.9883879781420765,0.72970247100353,0.8395706411372207,0.009242144177449169,0.22727272727272727,0.017761989342806393,0.5040572135882272
0.7072319201995012,0.9894810659186536,0.7115481593545133,0.8278087415664417,0.012089810017271158,0.3181818181818182,0.02329450915141431,0.5185669096410397
0.6733167082294265,0.9925816023738873,0.6747352496217852,0.8033623536475533,0.0182648401826484,0.5454545454545454,0.035346097201767304,0.5882959702929444
0.7117206982543641,0.9895470383275261,0.7160867372667675,0.8308952603861908,0.012280701754385965,0.3181818181818182,0.02364864864864865,0.48835556778068123
0.7112219451371571,0.9929775280898876,0.7130610186585981,0.8300557675374229,0.020654044750430294,0.5454545454545454,0.03980099502487562,0.6698757621601797
0.7201995012468828,0.986986301369863,0.7266767523953606,0.8370607028753994,0.005504587155963303,0.13636363636363635,0.010582010582010583,0.47556503002796496
0.7546134663341646,0.989494418910046,0.7599596570852244,0.8596691386195094,0.012448132780082987,0.2727272727272727,0.023809523809523808,0.5223032136799156
0.7396508728179552,0.9905977165883143,0.7438224911749874,0.8496543778801844,0.015503875968992248,0.36363636363636365,0.02973977695167286,0.4930087562462751
0.6763092269326684,0.9882869692532943,0.680786686838124,0.8062108091967752,0.009389671361502348,0.2727272727272727,0.018154311649016642,0.5126759271993766
0.7187032418952618,0.9903248099516241,0.7226424609178013,0.8355685131195335,0.014336917562724014,0.36363636363636365,0.02758620689655172,0.5937972768532527
0.714713216957606,0.990271021542738,0.7186081694402421,0.8328462887200468,0.014134275618374558,0.36363636363636365,0.0272108843537415,0.5562050153578142
0.7182044887780549,0.9896408839779005,0.7226424609178013,0.8353249781404838,0.012567324955116697,0.3181818181818182,0.024179620034542316,0.5624398294594967
0.7506234413965087,0.9913850231941683,0.7544125063035805,0.8568155784650631,0.018145161290322582,0.4090909090909091,0.034749034749034756,0.5785540732590657
0.7092269326683291,0.9901960784313726,0.7130610186585981,0.8290823805335679,0.01386481802426343,0.36363636363636365,0.026711185308848077,0.4781552285334434
0.6892768079800499,0.9906204906204906,0.6923852748361069,0.8150786583555951,0.014539579967689823,0.4090909090909091,0.028081123244929798,0.6263008297804061
0.7281795511221946,0.9891156462585035,0.7332324760463943,0.8421662322618013,0.011214953271028037,0.2727272727272727,0.021543985637342906,0.5812130380965479
0.712219451371571,0.9888734353268428,0.7170953101361573,0.8313358667056416,0.010582010582010581,0.2727272727272727,0.020373514431239387,0.541534864530326
0.7735660847880299,0.9903784477228993,0.7786182551689359,0.8718238283455675,0.01569506726457399,0.3181818181818182,0.02991452991452992,0.5089854673818366
0.6793017456359102,0.9912023460410557,0.6817952597075139,0.8078876605915746,0.015600624024960999,0.45454545454545453,0.030165912518853696,0.5942327969559438
0.6917705735660847,0.9934924078091106,0.6928895612708018,0.8163992869875223,0.02090032154340836,0.5909090909090909,0.040372670807453416,0.6523632696098658
0.6723192019950125,0.9903846153846154,0.6752395360564801,0.8029985007496253,0.013782542113323124,0.4090909090909091,0.026666666666666665,0.5495805253747765
0.7645885286783043,0.9902660609993511,0.7695410993444276,0.8660612939841089,0.015086206896551725,0.3181818181818182,0.02880658436213992,0.569683216430569
0.6897755610972569,0.9892163910855499,0.6938981341401916,0.8156490812092472,0.011400651465798045,0.3181818181818182,0.0220125786163522,0.49445284921835597
0.6743142144638404,0.9918639053254438,0.6762481089258698,0.8041979010494752,0.016845329249617153,0.5,0.0325925925925926,0.6165818548571953
0.7256857855361596,0.9931176875430144,0.7276853252647504,0.839930151338766,0.021739130434782608,0.5454545454545454,0.041811846689895474,0.6694402420574886
0.743142144638404,0.9873837981407703,0.7498739283913263,0.8523932358842075,0.006012024048096192,0.13636363636363635,0.011516314779270632,0.484779718516481
0.7127182044887781,0.9895615866388309,0.7170953101361573,0.8315789473684211,0.01232394366197183,0.3181818181818182,0.023728813559322035,0.5679182139091368
0.7102244389027431,0.9888423988842399,0.7150781643973777,0.8299678080187299,0.010507880910683012,0.2727272727272727,0.020236087689713324,0.4840462109751066
0.6688279301745635,0.9910647803425168,0.6712052445789208,0.8003607937462416,0.015105740181268883,0.45454545454545453,0.029239766081871347,0.5561362490258103
0.6698254364089775,0.9918093819806404,0.6717095310136157,0.8009621166566447,0.01661631419939577,0.5,0.03216374269005848,0.6108742493008756
0.7481296758104738,0.9900530503978779,0.7528996469994957,0.8553423087940418,0.014084507042253521,0.3181818181818182,0.026974951830443163,0.5418786961903452
0.7197007481296758,0.993060374739764,0.7216338880484114,0.8358644859813084,0.02127659574468085,0.5454545454545454,0.040955631399317405,0.6044331362031816
0.6728179551122194,0.9896678966789668,0.6762481089258698,0.8034751348112642,0.012307692307692308,0.36363636363636365,0.023809523809523808,0.5259478292761197
0.6902743142144638,0.9885222381635581,0.6949067070095815,0.8161089724607641,0.009819967266775777,0.2727272727272727,0.018957345971563982,0.49126667583551087
0.6907730673316709,0.9927693420101229,0.6923852748361069,0.8158051099227569,0.01929260450160772,0.5454545454545454,0.037267080745341616,0.6517902168431668
0.7306733167082294,0.9911504424778761,0.7342410489157841,0.843568945538818,0.016791044776119403,0.4090909090909091,0.03225806451612903,0.5519415027735755
0.6822942643391521,0.9898107714701602,0.6858295511850732,0.8102472445635986,0.012678288431061807,0.36363636363636365,0.024502297090352225,0.5511163067895292
0.7516209476309227,0.9907468605419696,0.7559253656076651,0.8575514874141875,0.016260162601626018,0.36363636363636365,0.031128404669260704,0.6237564754962637
0.7366583541147133,0.9905596763317599,0.740796772566818,0.847663012117715,0.01532567049808429,0.36363636363636365,0.029411764705882353,0.5970522165681016
0.6403990024937656,0.9899068322981367,0.642965204236006,0.77957811066952,0.012552301255230125,0.4090909090909091,0.02435723951285521,0.5750240682162013
0.7830423940149626,0.9911167512690355,0.7876954109934443,0.8777746558021916,0.018648018648018648,0.36363636363636365,0.03547671840354767,0.569201852106542
0.6773067331670823,0.9911764705882353,0.6797781139687342,0.8064612623392163,0.015503875968992248,0.45454545454545453,0.029985007496251874,0.6543804153486453
0.715211970074813,0.9923291492329149,0.7175995965708523,0.8328943517705589,0.01926444833625219,0.5,0.03709949409780776,0.6110805482968873
0.7077306733167082,0.9901754385964913,0.7115481593545133,0.8280516431924883,0.013793103448275862,0.36363636363636365,0.026578073089700997,0.5451565580158622
0.7256857855361596,0.9910897875257025,0.7291981845688351,0.8402091807088902,0.016483516483516484,0.4090909090909091,0.03169014084507042,0.5546921560537295
0.7376558603491272,0.9912339851652057,0.7413010590015129,0.8482400461627235,0.017241379310344827,0.4090909090909091,0.03308823529411765,0.5732361435841012
0.744139650872818,0.9919678714859438,0.7473524962178517,0.8524590163934426,0.019569471624266144,0.45454545454545453,0.037523452157598496,0.5860496034474855
