RNA_accuracy_rep,RNA_neg_prec_rep,RNA_neg_recall_rep,RNA_neg_fscore_rep,RNA_pos_prec_rep,RNA_pos_recall_rep,RNA_pos_fscore_rep,RNA_auc_rep
0.6872817955112219,0.9891774891774892,0.6913767019667171,0.8138913624220838,0.011308562197092083,0.3181818181818182,0.021840873634945395,0.4513592811626094
0.7027431421446384,0.988036593947924,0.708018154311649,0.8249118683901292,0.008561643835616438,0.22727272727272727,0.0165016501650165,0.468642552606244
0.7331670822942643,0.9885290148448043,0.7387796268280383,0.8455988455988456,0.009560229445506692,0.22727272727272727,0.018348623853211007,0.4942007060010086
0.772069825436409,0.9897304236200257,0.7776096822995462,0.870940412312906,0.013422818791946308,0.2727272727272727,0.0255863539445629,0.5165497639022602
0.7037406483790524,0.9894291754756871,0.708018154311649,0.8253968253968255,0.011945392491467578,0.3181818181818182,0.023026315789473683,0.5517122816668959
0.7102244389027431,0.9888423988842399,0.7150781643973777,0.8299678080187299,0.010507880910683012,0.2727272727272727,0.020236087689713324,0.5646861963049556
0.7466334164588528,0.9900332225913622,0.751386787695411,0.8543577981651376,0.014,0.3181818181818182,0.02681992337164751,0.5422225278503644
0.7236907730673316,0.9890485968514716,0.7286938981341402,0.8391405342624855,0.011029411764705883,0.2727272727272727,0.021201413427561835,0.5618667766927978
0.7117206982543641,0.9936753338018272,0.7130610186585981,0.8302994715208456,0.022336769759450172,0.5909090909090909,0.04304635761589404,0.680328244624765
0.7047381546134663,0.9894440534834623,0.7090267271810389,0.8260869565217392,0.011986301369863013,0.3181818181818182,0.0231023102310231,0.5159767111355613
0.7446384039900249,0.991315965263861,0.7483610690872415,0.8528735632183907,0.017716535433070866,0.4090909090909091,0.033962264150943396,0.5501765002521433
0.7192019950124688,0.9889807162534435,0.724155320221886,0.8360989810771471,0.0108499095840868,0.2727272727272727,0.020869565217391303,0.5099940402512263
0.712219451371571,0.9881944444444445,0.7175995965708523,0.8314344142565002,0.008849557522123894,0.22727272727272727,0.017035775127768316,0.5042176683629028
0.6977556109725686,0.9914346895074947,0.7004538577912254,0.8209219858156027,0.016556291390728478,0.45454545454545453,0.03194888178913738,0.5598954751753542
0.7531172069825436,0.9920634920634921,0.75642965204236,0.8583690987124464,0.02028397565922921,0.45454545454545453,0.038834951456310676,0.6377160408930455
0.6937655860349127,0.9885795860099929,0.6984367120524458,0.8185579196217495,0.009933774834437087,0.2727272727272727,0.01916932907348243,0.5133177462980791
0.6992518703241896,0.9921540656205421,0.7014624306606152,0.8218611521418021,0.01824212271973466,0.5,0.035199999999999995,0.6202035483427314
0.7401496259351621,0.9906040268456375,0.7443267776096822,0.8499856032248776,0.015533980582524271,0.36363636363636365,0.0297951582867784,0.5462338972172558
0.7341645885286783,0.988544474393531,0.7397881996974282,0.8462647822324777,0.009596928982725527,0.22727272727272727,0.018416206261510127,0.46295786916059234
0.6992518703241896,0.9893617021276596,0.7034795763993948,0.8222811671087534,0.011764705882352941,0.3181818181818182,0.022690437601296597,0.5483198092880393
0.7172069825436409,0.9916666666666667,0.7201210287443268,0.8343558282208591,0.017699115044247787,0.45454545454545453,0.03407155025553663,0.6207307568880943
0.7361596009975062,0.99055330634278,0.7402924861321231,0.8473304473304474,0.015296367112810707,0.36363636363636365,0.029357798165137616,0.5017191583000962
0.7256857855361596,0.9884117246080436,0.7312153303076148,0.8405797101449276,0.00929368029739777,0.22727272727272727,0.01785714285714286,0.4742355476092238
0.7506234413965087,0.9900859220092532,0.7554210791729703,0.8569794050343249,0.014227642276422764,0.3181818181818182,0.027237354085603113,0.5130885251913996
0.7162094763092269,0.9882596685082873,0.7216338880484114,0.8341591372777616,0.008976660682226212,0.22727272727272727,0.017271157167530225,0.4337551001696236
0.7296758104738155,0.9891378139850645,0.734745335350479,0.8431712962962963,0.011278195488721804,0.2727272727272727,0.021660649819494587,0.5479301334066841
0.7376558603491272,0.98859825620389,0.7433182047402925,0.8485895221646518,0.009727626459143969,0.22727272727272727,0.018656716417910446,0.4983037638105717
0.7231920199501247,0.9903846153846154,0.7271810388300555,0.8386158767083455,0.014571948998178506,0.36363636363636365,0.028021015761821366,0.5644340530876084
0.6912718204488778,0.9913544668587896,0.6938981341401916,0.816374962919015,0.01620745542949757,0.45454545454545453,0.03129890453834115,0.5622106083528171
0.7541147132169576,0.9920739762219286,0.7574382249117498,0.85902201887332,0.020366598778004074,0.45454545454545453,0.03898635477582846,0.6191720533626736
0.6932668329177057,0.9949348769898697,0.6933938477054967,0.8172362555720655,0.024077046548956663,0.6818181818181818,0.046511627906976744,0.6621510108650803
0.6892768079800499,0.9885057471264368,0.6938981341401916,0.8154074074074074,0.009787928221859706,0.2727272727272727,0.01889763779527559,0.5021546784027874
0.7231920199501247,0.9910591471801926,0.7266767523953606,0.8385219668315392,0.016333938294010888,0.4090909090909091,0.031413612565445025,0.5616604776967864
0.6967581047381546,0.9914224446032881,0.6994452849218356,0.8202247191011235,0.0165016501650165,0.45454545454545453,0.03184713375796178,0.5949204602759822
0.7301745635910224,0.9898097826086957,0.734745335350479,0.8434153400868306,0.013133208255159476,0.3181818181818182,0.02522522522522523,0.5467840278732865
0.6962593516209477,0.9879261363636364,0.7014624306606152,0.8204069595989383,0.008375209380234505,0.22727272727272727,0.01615508885298869,0.4958740200797689
0.7521197007481297,0.9901055408970977,0.7569339384770549,0.857959416976279,0.014314928425357873,0.3181818181818182,0.027397260273972605,0.45005272085453624
0.7017456359102244,0.9893992932862191,0.7060010085728694,0.824014125956445,0.011864406779661017,0.3181818181818182,0.022875816993464054,0.5063952688763581
