RNA_accuracy_adasyn,RNA_neg_prec_adasyn,RNA_neg_recall_adasyn,RNA_neg_fscore_adasyn,RNA_pos_prec_adasyn,RNA_pos_recall_adasyn,RNA_pos_fscore_adasyn,RNA_auc_adasyn
0.849867374005305,0.9894671623296158,0.8572195383789587,0.9186079953983319,0.01845018450184502,0.22727272727272727,0.034129692832764506,0.5447957839262187
0.7777188328912467,0.989159891598916,0.7836822329575953,0.8745133273435162,0.014669926650366748,0.2727272727272727,0.02784222737819025,0.4910213243546576
0.7973474801061008,0.988134475939354,0.8046162104133119,0.8869822485207101,0.010869565217391304,0.18181818181818182,0.020512820512820513,0.4690138095935198
0.8201591511936339,0.9878361075544174,0.8282340311325819,0.901021897810219,0.009287925696594427,0.13636363636363635,0.017391304347826087,0.46325574586444157
0.8148541114058355,0.9902849740932642,0.8207192699946323,0.8975638391546814,0.020527859237536656,0.3181818181818182,0.03856749311294766,0.6453179134338554
0.7925729442970822,0.9906666666666667,0.797638217928073,0.8837347606303895,0.02077922077922078,0.36363636363636365,0.03931203931203931,0.5806128922070951
0.8355437665782494,0.9886721208307111,0.8432635534084809,0.9101969872537657,0.013513513513513514,0.18181818181818182,0.025157232704402517,0.4920460645098326
0.7957559681697612,0.9887566137566137,0.8024691358024691,0.8859259259259259,0.013404825737265416,0.22727272727272727,0.025316455696202528,0.5669496901380959
0.8509283819628647,0.9876695437731196,0.8599033816425121,0.9193687230989958,0.0076045627376425855,0.09090909090909091,0.014035087719298246,0.45871761089152396
0.8106100795755968,0.990234375,0.8164251207729468,0.8949691085613416,0.02005730659025788,0.3181818181818182,0.03773584905660378,0.5622163665641926
0.7809018567639258,0.9905277401894452,0.785829307568438,0.876384316073032,0.019656019656019656,0.36363636363636365,0.037296037296037296,0.5926413897428391
0.8010610079575596,0.9914134742404227,0.8056897477187333,0.8889546935149542,0.02425876010781671,0.4090909090909091,0.04580152671755726,0.6040111257502562
0.8371352785145889,0.9893081761006289,0.8443370907139023,0.9110918042282075,0.01694915254237288,0.22727272727272727,0.031545741324921134,0.5074415654125799
0.8185676392572945,0.9896973599484868,0.8250134192163178,0.8998829039812647,0.018072289156626505,0.2727272727272727,0.03389830508474576,0.5672180744644513
0.8037135278514589,0.990151017728168,0.809447128287708,0.8907265209686946,0.019337016574585635,0.3181818181818182,0.03645833333333333,0.668081784023813
0.8275862068965517,0.9879441624365483,0.8357487922705314,0.9054957836580402,0.009708737864077669,0.13636363636363635,0.01812688821752266,0.47242961011076956
0.8127320954907162,0.9889896373056994,0.8196457326892109,0.8963897857352509,0.01466275659824047,0.22727272727272727,0.027548209366391185,0.4932415946908701
0.8180371352785146,0.9903225806451613,0.8239398819108964,0.8995019044828597,0.020895522388059702,0.3181818181818182,0.03921568627450981,0.609037232225638
0.7978779840848806,0.9900793650793651,0.8035426731078905,0.8871111111111112,0.01876675603217158,0.3181818181818182,0.035443037974683546,0.6226760357195139
0.8244031830238727,0.9903969270166453,0.8303811057434246,0.9033576642335766,0.021671826625386997,0.3181818181818182,0.04057971014492754,0.621992875616064
0.8201591511936339,0.9890885750962772,0.8271604938271605,0.9009061677871968,0.01529051987767584,0.22727272727272727,0.028653295128939826,0.5420631435124188
0.803183023872679,0.9882198952879581,0.8105206655931294,0.8905927455028017,0.011204481792717087,0.18181818181818182,0.02110817941952507,0.47484506904796764
