KNN_accuracy_rep,KNN_neg_prec_rep,KNN_neg_recall_rep,KNN_neg_fscore_rep,KNN_pos_prec_rep,KNN_pos_recall_rep,KNN_pos_fscore_rep,KNN_auc_rep
0.7027431421446384,0.9914953933380581,0.7054967221381745,0.8243959929286977,0.016835016835016835,0.45454545454545453,0.03246753246753247,0.5830926511713199
0.7192019950124688,0.9896551724137931,0.7236510337871911,0.8360034954849985,0.012612612612612612,0.3181818181818182,0.024263431542461005,0.46341631137395123
0.7775561097256858,0.9891788669637174,0.783661119515885,0.8745075970737197,0.01152073732718894,0.22727272727272727,0.02192982456140351,0.5363544675193692
0.7241895261845387,0.9897260273972602,0.7286938981341402,0.8393842579146094,0.012844036697247707,0.3181818181818182,0.024691358024691357,0.5299248154770092
0.7276807980049875,0.9891082368958475,0.7327281896116995,0.8418308227114716,0.011194029850746268,0.2727272727272727,0.021505376344086023,0.4799087699995415
0.6982543640897756,0.9907407407407407,0.7014624306606152,0.8213758488337761,0.014975041597337771,0.4090909090909091,0.028892455858747997,0.5025558153394765
0.7690773067331671,0.9896907216494846,0.7745839636913767,0.8690240452616691,0.013245033112582781,0.2727272727272727,0.025263157894736838,0.5999862467335992
0.7251870324189527,0.9904109589041096,0.7291981845688351,0.8399651466744118,0.014678899082568808,0.36363636363636365,0.02821869488536155,0.589453536881676
0.7476309226932668,0.9900464499004645,0.7523953605648008,0.8550143266475645,0.014056224899598393,0.3181818181818182,0.02692307692307692,0.5331339109705222
0.7137157107231921,0.9909407665505227,0.7170953101361573,0.8320655354008193,0.015789473684210527,0.4090909090909091,0.030405405405405407,0.5779007931050291
0.7341645885286783,0.9911924119241192,0.7377710539586485,0.8459092223185892,0.017013232514177693,0.4090909090909091,0.032667876588021776,0.5950923761059919
0.687780548628429,0.9906001446131598,0.6908724155320222,0.8140225787284611,0.014469453376205787,0.4090909090909091,0.027950310559006212,0.590393343419062
0.7127182044887781,0.9895615866388309,0.7170953101361573,0.8315789473684211,0.01232394366197183,0.3181818181818182,0.023728813559322035,0.5253403933434191
0.7620947630922693,0.9870633893919794,0.7695410993444276,0.8648342306602437,0.004357298474945534,0.09090909090909091,0.008316008316008316,0.44079218814468435
0.6603491271820449,0.9916918429003021,0.6621280887544125,0.7940731781070457,0.016152716593245228,0.5,0.031294452347083924,0.593143996699216
0.7206982543640897,0.9930699930699931,0.7226424609178013,0.8365440747227086,0.021352313167259787,0.5454545454545454,0.0410958904109589,0.672064823728969
0.7366583541147133,0.9885829415715245,0.7423096318709027,0.847926267281106,0.009689922480620155,0.22727272727272727,0.01858736059479554,0.49622931279512217
0.7172069825436409,0.988950276243094,0.7221381744831064,0.8347420577091226,0.010771992818671455,0.2727272727272727,0.020725388601036267,0.5012492550314032
0.7391521197007481,0.9905913978494624,0.7433182047402925,0.8493229616825122,0.015473887814313346,0.36363636363636365,0.029684601113172542,0.5592421950213176
0.6518703241895262,0.9946112394149346,0.6515380736258195,0.7873248019500305,0.021246458923512748,0.6818181818181818,0.041208791208791215,0.6140718837390546
0.7391521197007481,0.9879679144385026,0.7453353504790721,0.8496694452428858,0.007858546168958742,0.18181818181818182,0.015065913370998118,0.5294549122083161
0.71571072319202,0.9916492693110647,0.7186081694402421,0.8333333333333334,0.017605633802816902,0.45454545454545453,0.03389830508474576,0.627343785815798
0.7246882793017456,0.9910775566231984,0.7281896116994453,0.8395348837209302,0.016423357664233577,0.4090909090909091,0.031578947368421054,0.5667606473204052
0.7251870324189527,0.9884038199181446,0.7307110438729199,0.8402435488547406,0.00927643784786642,0.22727272727272727,0.017825311942959002,0.49448723238435793
0.686284289276808,0.9898697539797395,0.6898638426626323,0.813075780089153,0.012841091492776886,0.36363636363636365,0.024806201550387597,0.5226814285059368
0.6802992518703241,0.9904970760233918,0.6833081190115986,0.8087138167711132,0.0141287284144427,0.4090909090909091,0.027314112291350535,0.5762847843029386
0.714214463840399,0.9882271468144044,0.7196167423096319,0.8327983659177124,0.008912655971479501,0.22727272727272727,0.017152658662092625,0.41772108375739236
0.7032418952618454,0.9915014164305949,0.7060010085728694,0.8247422680412371,0.016863406408094434,0.45454545454545453,0.03252032520325203,0.5970292944574336
0.7331670822942643,0.9885290148448043,0.7387796268280383,0.8455988455988456,0.009560229445506692,0.22727272727272727,0.018348623853211007,0.5053408517856324
0.74214463840399,0.9926075268817204,0.7448310640443772,0.8510515701526937,0.02127659574468085,0.5,0.04081632653061224,0.5633796359968826
