Kseg_accuracy_adasyn,Kseg_neg_prec_adasyn,Kseg_neg_recall_adasyn,Kseg_neg_fscore_adasyn,Kseg_pos_prec_adasyn,Kseg_pos_recall_adasyn,Kseg_pos_fscore_adasyn
0.780235294117647,0.9892344497607656,0.7864954826438422,0.8762913907284768,0.008830022075055188,0.18181818181818182,0.016842105263157894
0.7778823529411765,0.9892021595680864,0.7841179267712791,0.8748010610079576,0.008733624454148471,0.18181818181818182,0.016666666666666666
0.7534117647058823,0.9900682805710739,0.7584403233475987,0.8589122240172322,0.011673151750972763,0.2727272727272727,0.022388059701492536
0.7002352941176471,0.9906291834002677,0.7037565382786496,0.8229079788712816,0.012678288431061807,0.36363636363636365,0.024502297090352225
0.739764705882353,0.9892676767676768,0.7451260104612458,0.8500135611608355,0.009242144177449169,0.22727272727272727,0.017761989342806393
0.8056470588235294,0.9884393063583815,0.8131241084165478,0.8922515001304461,0.005063291139240506,0.09090909090909091,0.00959232613908873
0.8216470588235294,0.9886621315192744,0.8292914883499762,0.9019912076545126,0.00554016620498615,0.09090909090909091,0.010443864229765013
0.7736470588235295,0.9885542168674699,0.7803138373751783,0.872176454956152,0.0064516129032258064,0.13636363636363635,0.012320328542094456
0.7232941176470589,0.988394584139265,0.7289586305278174,0.8390804597701148,0.006968641114982578,0.18181818181818182,0.013422818791946308
0.8470588235294118,0.9895374449339207,0.854493580599144,0.917070681296249,0.009708737864077669,0.13636363636363635,0.01812688821752266
0.7576470588235295,0.9877149877149877,0.7646219686162625,0.8619673009916912,0.004024144869215292,0.09090909090909091,0.007707129094412332
0.7769411764705882,0.9874326750448833,0.7845934379457917,0.8744038155802862,0.0022026431718061676,0.045454545454545456,0.004201680672268907
0.7496470588235294,0.9881914232442511,0.7560627674750356,0.8566810344827587,0.005813953488372093,0.13636363636363635,0.011152416356877323
0.7472941176470588,0.9869402985074627,0.7546362339514978,0.8552950687146322,0.0019342359767891683,0.045454545454545456,0.0037105751391465678
0.8018823529411765,0.9900932400932401,0.8078934854969092,0.8897617177271538,0.012224938875305624,0.22727272727272727,0.023201856148491882
0.8828235294117647,0.9884088514225501,0.8920589633856396,0.9377655586103475,0.0,0.0,0.0
0.808,0.9879101899827288,0.8159771754636234,0.8937499999999999,0.002577319587628866,0.045454545454545456,0.004878048780487805
0.7228235294117648,0.9928385416666666,0.7251545411317166,0.8381423467985711,0.01867572156196944,0.5,0.03600654664484452
0.7952941176470588,0.987719298245614,0.8031383737517832,0.8859166011014948,0.0024096385542168677,0.045454545454545456,0.004576659038901602
0.8315294117647059,0.9882484611080022,0.8397527341892534,0.9079691516709513,0.0029585798816568047,0.045454545454545456,0.005555555555555555
0.7355294117647059,0.9904519414385742,0.7398953875416072,0.8470332063146434,0.01263537906137184,0.3181818181818182,0.024305555555555552
0.704,0.9887267904509284,0.7089871611982882,0.8258100249238439,0.008103727714748784,0.22727272727272727,0.015649452269170576
0.7543529411764706,0.9876619370758791,0.7612933903946743,0.859828141783029,0.003968253968253968,0.09090909090909091,0.0076045627376425855
0.7449411764705882,0.9881175734834271,0.7513076557299097,0.8535926526202052,0.005703422053231939,0.13636363636363635,0.010948905109489052
0.7425882352941177,0.9868585732165206,0.7498811222063718,0.8522021075385031,0.0018975332068311196,0.045454545454545456,0.0036429872495446266
0.8757647058823529,0.988835725677831,0.884450784593438,0.9337349397590361,0.004098360655737705,0.045454545454545456,0.007518796992481204
0.7289411764705882,0.9891095451633568,0.734189253447456,0.8427947598253275,0.008865248226950355,0.22727272727272727,0.017064846416382253
0.7665882352941177,0.9884498480243161,0.7731811697574893,0.8676627534685166,0.00625,0.13636363636363635,0.01195219123505976
0.8047058823529412,0.9889918887601391,0.81169757489301,0.8916166100809612,0.007518796992481203,0.13636363636363635,0.014251781472684084
0.8338823529411765,0.9888268156424581,0.8416547788873039,0.9093244284613409,0.005970149253731343,0.09090909090909091,0.011204481792717087
0.688,0.9871447902571042,0.6937708036138849,0.8148561854230663,0.00463678516228748,0.13636363636363635,0.00896860986547085
0.6352941176470588,0.9882352941176471,0.6390870185449358,0.7762056020791221,0.00784313725490196,0.2727272727272727,0.015247776365946633
0.8254117647058824,0.9898190045248869,0.8321445553970518,0.9041591320072332,0.011204481792717087,0.18181818181818182,0.02110817941952507
0.8583529411764705,0.9896739130434783,0.8659058487874465,0.9236621861526757,0.010526315789473684,0.13636363636363635,0.019543973941368076
0.8169411764705883,0.9885974914481186,0.8245363766048502,0.8991444127560281,0.005390835579514825,0.09090909090909091,0.010178117048346058
0.8207058823529412,0.9880952380952381,0.8288159771754636,0.9014740108611327,0.002770083102493075,0.045454545454545456,0.005221932114882507
0.7670588235294118,0.9878640776699029,0.7741321921065145,0.8680351906158358,0.0041928721174004195,0.09090909090909091,0.008016032064128256
0.7825882352941177,0.9881023200475907,0.7898240608654303,0.8779069767441859,0.0045045045045045045,0.09090909090909091,0.008583690987124463
0.8032941176470588,0.989540964555491,0.8097955301949595,0.8906903765690376,0.009900990099009901,0.18181818181818182,0.018779342723004695
0.7628235294117647,0.9883934025656689,0.7693770803613885,0.8652406417112299,0.006147540983606557,0.13636363636363635,0.011764705882352941
0.7604705882352941,0.9883578431372549,0.7669995244888255,0.8637215528781794,0.006085192697768763,0.13636363636363635,0.011650485436893204
0.8127058823529412,0.9896611143021252,0.8193057536852116,0.896462018730489,0.010416666666666666,0.18181818181818182,0.019704433497536946
0.7218823529411764,0.9871134020618557,0.7284831193533048,0.8383036935704514,0.0034904013961605585,0.09090909090909091,0.0067226890756302525
0.8056470588235294,0.9890046296296297,0.8126485972420352,0.8921952492821718,0.007556675062972292,0.13636363636363635,0.014319809069212413
0.8268235294117647,0.9892836999435984,0.8340466000951022,0.9050567595459237,0.008522727272727272,0.13636363636363635,0.0160427807486631
0.764235294117647,0.989010989010989,0.7703281027104137,0.8660785886126705,0.008213552361396304,0.18181818181818182,0.015717092337917484
0.7995294117647059,0.989492119089317,0.8059914407988588,0.8883647798742138,0.009708737864077669,0.18181818181818182,0.018433179723502304
0.8268235294117647,0.9892836999435984,0.8340466000951022,0.9050567595459237,0.008522727272727272,0.13636363636363635,0.0160427807486631
0.7383529411764705,0.9886291850915983,0.7441749881122206,0.8491589799240369,0.007380073800738007,0.18181818181818182,0.014184397163120567
0.8296470588235294,0.9893198426082068,0.8368996671421779,0.9067490984028852,0.008670520231213872,0.13636363636363635,0.016304347826086956
0.7769411764705882,0.988016776512882,0.7841179267712791,0.8743372216330859,0.0043859649122807015,0.09090909090909091,0.008368200836820083
0.8032941176470588,0.9889727219965178,0.8102710413694721,0.8907475169890224,0.007462686567164179,0.13636363636363635,0.014150943396226415
0.7821176470588236,0.9875148632580262,0.7898240608654303,0.8776750330250991,0.002257336343115124,0.045454545454545456,0.004301075268817204
0.6771764705882353,0.9882839421088904,0.68188302425107,0.806978052898143,0.00741839762611276,0.22727272727272727,0.014367816091954025
0.8498823529411764,0.988499452354874,0.8582976699952449,0.9188088572155765,0.0033444816053511705,0.045454545454545456,0.006230529595015576
0.8767058823529412,0.9883289124668435,0.8858773181169758,0.9343029087261786,0.0,0.0,0.0
0.8225882352941176,0.9881221719457014,0.8307180218735141,0.9026091449237922,0.0028011204481792717,0.045454545454545456,0.005277044854881267
0.7265882352941176,0.9884467265725289,0.7322872087494056,0.8413001912045889,0.007054673721340388,0.18181818181818182,0.013582342954159592
0.7741176470588236,0.9879735417919423,0.7812648597242036,0.8725438130642592,0.004329004329004329,0.09090909090909091,0.008264462809917356
0.7595294117647059,0.9883435582822085,0.7660485021398002,0.8631127779266005,0.006060606060606061,0.13636363636363635,0.011605415860735008
0.7741176470588236,0.9891500904159132,0.7803138373751783,0.8724082934609251,0.008583690987124463,0.18181818181818182,0.01639344262295082
0.8037647058823529,0.9884125144843569,0.8112220637184974,0.8910942804909898,0.005012531328320802,0.09090909090909091,0.009501187648456056
0.8484705882352941,0.988480526604498,0.8568711364717071,0.9179826795720836,0.0033112582781456954,0.045454545454545456,0.006172839506172839
0.8635294117647059,0.9886792452830189,0.8720874940561103,0.9267306720565942,0.003703703703703704,0.045454545454545456,0.006849315068493151
0.8531764705882353,0.9885433715220949,0.8616262482168331,0.9207317073170732,0.003424657534246575,0.045454545454545456,0.006369426751592356
0.8578823529411764,0.9891363389462249,0.8659058487874465,0.9234279918864097,0.007042253521126761,0.09090909090909091,0.013071895424836602
0.8329411764705882,0.9888143176733781,0.8407037565382787,0.908763813929581,0.005934718100890208,0.09090909090909091,0.011142061281337049
0.8037647058823529,0.9889791183294664,0.8107465525439848,0.8910373660830938,0.007481296758104738,0.13636363636363635,0.014184397163120565
0.8065882352941176,0.9890173410404625,0.8135996195910604,0.8927732846334464,0.007594936708860759,0.13636363636363635,0.014388489208633093
0.8183529411764706,0.9886169607285145,0.8259629101283881,0.9,0.005434782608695652,0.09090909090909091,0.010256410256410256
0.8032941176470588,0.9878401852924146,0.8112220637184974,0.8908616187989555,0.002512562814070352,0.045454545454545456,0.004761904761904762
0.8145882352941176,0.9874500855675984,0.8231098430813124,0.8978215767634856,0.0,0.0,0.0
0.7002352941176471,0.9906291834002677,0.7037565382786496,0.8229079788712816,0.012678288431061807,0.36363636363636365,0.024502297090352225
0.8094117647058824,0.9890552995391705,0.816452686638136,0.894503777025267,0.007712082262210797,0.13636363636363635,0.014598540145985403
0.7797647058823529,0.9874776386404294,0.7874465049928673,0.8761904761904762,0.002232142857142857,0.045454545454545456,0.00425531914893617
