KNN_accuracy_rep,KNN_neg_prec_rep,KNN_neg_recall_rep,KNN_neg_fscore_rep,KNN_pos_prec_rep,KNN_pos_recall_rep,KNN_pos_fscore_rep,KNN_auc_rep
0.685286783042394,0.9905660377358491,0.6883509833585476,0.8122582564712882,0.014354066985645933,0.4090909090909091,0.02773497688751926,0.569683216430569
0.7167082294264339,0.9909784871616932,0.7201210287443268,0.8341121495327103,0.015957446808510637,0.4090909090909091,0.030716723549488054,0.6000320909549353
0.744139650872818,0.9913101604278075,0.7478567826525466,0.8525438344351826,0.01768172888015717,0.4090909090909091,0.03389830508474576,0.5625200568468345
0.7241895261845387,0.9897260273972602,0.7286938981341402,0.8393842579146094,0.012844036697247707,0.3181818181818182,0.024691358024691357,0.47482006143125666
0.7551122194513715,0.9901445466491459,0.7599596570852244,0.8599144079885878,0.014492753623188406,0.3181818181818182,0.027722772277227723,0.5112547563379636
0.744139650872818,0.9919678714859438,0.7473524962178517,0.8524590163934426,0.019569471624266144,0.45454545454545453,0.037523452157598496,0.5633452528308807
0.7127182044887781,0.9902439024390244,0.7165910237014624,0.831480397893505,0.014035087719298246,0.36363636363636365,0.027027027027027025,0.47981708155686975
0.6603491271820449,0.990210843373494,0.6631366616238024,0.7943219571126549,0.013293943870014771,0.4090909090909091,0.02575107296137339,0.5398271672855636
0.6817955112219451,0.9905178701677607,0.6848209783156833,0.8097793679189028,0.014195583596214511,0.4090909090909091,0.0274390243902439,0.5345092376105992
0.7162094763092269,0.9869146005509641,0.7226424609178013,0.8343522561863173,0.0054249547920434,0.13636363636363635,0.010434782608695651,0.39799660752762117
0.7201995012468828,0.9889958734525447,0.7251638930912758,0.8367762583648531,0.010889292196007259,0.2727272727272727,0.02094240837696335,0.5159194058588915
0.6982543640897756,0.9886524822695035,0.7029752899646999,0.8216917182434423,0.010084033613445379,0.2727272727272727,0.019448946515397084,0.4962636959611241
0.7067331670822943,0.9887876664330764,0.7115481593545133,0.827565982404692,0.010380622837370242,0.2727272727272727,0.02,0.4414913125200568
0.7386533665835412,0.9866577718478986,0.745839636913767,0.8495117748420448,0.003952569169960474,0.09090909090909091,0.007575757575757575,0.3648283133910971
0.7341645885286783,0.9892037786774629,0.7392839132627332,0.8461760461760461,0.011472275334608031,0.2727272727272727,0.022018348623853212,0.49025810296612105
0.6977556109725686,0.9886444286728177,0.702471003530005,0.8213443396226415,0.010067114093959731,0.2727272727272727,0.019417475728155338,0.5453399349012057
0.7331670822942643,0.9891891891891892,0.7382753403933434,0.8455096736933295,0.011428571428571429,0.2727272727272727,0.021937842778793414,0.4941434007243387
0.685286783042394,0.9905660377358491,0.6883509833585476,0.8122582564712882,0.014354066985645933,0.4090909090909091,0.02773497688751926,0.5897056800990235
0.7102244389027431,0.9895251396648045,0.7145738779626828,0.8298682284040996,0.012216404886561954,0.3181818181818182,0.023529411764705882,0.516160088020905
0.7236907730673316,0.9917412250516173,0.7266767523953606,0.8387660069848661,0.018115942028985508,0.45454545454545453,0.03484320557491289,0.5692476963278779
0.7346633416458853,0.9898717083051992,0.7392839132627332,0.8464203233256351,0.013358778625954198,0.3181818181818182,0.02564102564102564,0.5818892403612526
0.7625935162094764,0.9902407286922577,0.767523953605648,0.8647727272727272,0.014957264957264958,0.3181818181818182,0.02857142857142857,0.5398500893962317
0.7341645885286783,0.9911924119241192,0.7377710539586485,0.8459092223185892,0.017013232514177693,0.4090909090909091,0.032667876588021776,0.5357928758080044
0.714214463840399,0.9895833333333334,0.7186081694402421,0.8326029798422436,0.012389380530973451,0.3181818181818182,0.02385008517887564,0.49577087058176317
0.6718204488778055,0.9911045218680504,0.6742309631870903,0.8025210084033614,0.01524390243902439,0.45454545454545453,0.02949852507374631,0.5704396460826113
0.7261845386533666,0.992445054945055,0.7286938981341402,0.8403605699331201,0.020036429872495445,0.5,0.03852889667250438,0.6562714894787512
0.7082294264339152,0.9908707865168539,0.7115481593545133,0.828294687408277,0.01549053356282272,0.4090909090909091,0.02985074626865672,0.5767203044056297
0.7097256857855362,0.989517819706499,0.7140695915279879,0.8295254833040422,0.012195121951219513,0.3181818181818182,0.02348993288590604,0.5184752211983679
0.7172069825436409,0.9903047091412742,0.7211296016137166,0.8345491683688357,0.0142602495543672,0.36363636363636365,0.0274442538593482,0.4847453353504791
0.7501246882793018,0.9913793103448276,0.7539082198688856,0.8564881122887426,0.018108651911468814,0.4090909090909091,0.034682080924855495,0.5453055517352038
0.6897755610972569,0.9906272530641672,0.6928895612708018,0.8154302670623145,0.014563106796116505,0.4090909090909091,0.028125,0.5447898042451749
0.7201995012468828,0.986986301369863,0.7266767523953606,0.8370607028753994,0.005504587155963303,0.13636363636363635,0.010582010582010583,0.45627607390088476
0.7187032418952618,0.988973121984838,0.7236510337871911,0.8357600465928947,0.010830324909747292,0.2727272727272727,0.020833333333333332,0.506464035208362
0.7775561097256858,0.9898024219247928,0.7831568330811901,0.8744369369369369,0.013761467889908258,0.2727272727272727,0.026200873362445413,0.5129968367487278
0.7371571072319202,0.989247311827957,0.7423096318709027,0.8481705560357246,0.01160541586073501,0.2727272727272727,0.02226345083487941,0.44989226607986055
0.7346633416458853,0.991198375084631,0.7382753403933434,0.846242774566474,0.017045454545454544,0.4090909090909091,0.03272727272727273,0.5775913446110118
0.6967581047381546,0.9886282871357498,0.7014624306606152,0.8206489675516223,0.010033444816053512,0.2727272727272727,0.01935483870967742,0.493043139412277
0.741645885286783,0.9906229068988613,0.745839636913767,0.8509781357882624,0.015625,0.36363636363636365,0.0299625468164794,0.5570416723971944
0.6957605985037406,0.9900071377587437,0.6994452849218356,0.8197399527186762,0.013245033112582781,0.36363636363636365,0.025559105431309903,0.5426122037317196
0.6783042394014963,0.9911894273127754,0.680786686838124,0.8071748878923767,0.015552099533437015,0.45454545454545453,0.030075187969924814,0.5538440379590153
0.6778054862842893,0.9919058130978661,0.6797781139687342,0.8067025733093957,0.017027863777089782,0.5,0.03293413173652694,0.5758951084215834
0.7187032418952618,0.989648033126294,0.7231467473524962,0.8356643356643356,0.012589928057553957,0.3181818181818182,0.024221453287197235,0.5609384312107459
0.6967581047381546,0.9907209136331192,0.6999495713565305,0.8203309692671394,0.014900662251655629,0.4090909090909091,0.02875399361022364,0.5550932929904187
0.7276807980049875,0.9917864476386037,0.7307110438729199,0.8414634146341463,0.01838235294117647,0.45454545454545453,0.0353356890459364,0.6040434603218265
0.7102244389027431,0.9881615598885793,0.7155824508320726,0.83006727113191,0.008787346221441126,0.22727272727272727,0.016920473773265655,0.5534658231329941
0.6593516209476309,0.987256371814093,0.6641452344931922,0.7940910461260176,0.007451564828614009,0.22727272727272727,0.01443001443001443,0.4222367395589786
0.7037406483790524,0.9908127208480565,0.7070095814422592,0.8251912889935256,0.015254237288135594,0.4090909090909091,0.029411764705882356,0.502762114335488
0.65785536159601,0.9894339622641509,0.6611195158850227,0.7926239419588876,0.011764705882352941,0.36363636363636365,0.02279202279202279,0.45116444322193183
0.6438902743142144,0.9892058596761758,0.6469994957135653,0.7823170731707316,0.011299435028248588,0.36363636363636365,0.021917808219178082,0.5459129876679045
0.7246882793017456,0.9870660313138189,0.7312153303076148,0.8400926998841252,0.005597014925373134,0.13636363636363635,0.010752688172043012,0.45202402237198
0.713216957605985,0.9929971988795518,0.7150781643973777,0.8314277338024041,0.02079722703639515,0.5454545454545454,0.04006677796327212,0.6359510383716133
0.7052369077306733,0.9922206506364922,0.7075138678769541,0.8260229614365617,0.018612521150592216,0.5,0.03588907014681892,0.5802273873378261
0.7007481296758105,0.9886925795053003,0.7054967221381745,0.8234255444379046,0.010169491525423728,0.2727272727272727,0.019607843137254898,0.49142713061018656
0.6957605985037406,0.9879175550817342,0.7009581442259203,0.8200589970501475,0.008361204013377926,0.22727272727272727,0.016129032258064516,0.44959427864117724
0.7531172069825436,0.9875491480996068,0.7599596570852244,0.8589341692789969,0.006263048016701462,0.13636363636363635,0.011976047904191616,0.5238848393160043
0.7007481296758105,0.9907735982966643,0.7039838628340898,0.8231132075471699,0.015100671140939598,0.4090909090909091,0.02912621359223301,0.48302617705038275
0.7326683291770574,0.991174473862865,0.7362581946545638,0.8449074074074073,0.016917293233082706,0.4090909090909091,0.032490974729241874,0.5935451336359052
0.7346633416458853,0.9885521885521885,0.7402924861321231,0.8465974625144176,0.009615384615384616,0.22727272727272727,0.018450184501845022,0.4577087058176317
0.7162094763092269,0.9916550764951322,0.719112455874937,0.8336743642209882,0.01763668430335097,0.45454545454545453,0.033955857385398976,0.6075734653646908
0.7052369077306733,0.9915254237288136,0.708018154311649,0.8261253309797,0.01697792869269949,0.45454545454545453,0.03273322422258593,0.5651904827396507
0.7092269326683291,0.9929577464788732,0.7110438729198184,0.828680575962386,0.020512820512820513,0.5454545454545454,0.039538714991762765,0.6239398523816073
0.6907730673316709,0.9927693420101229,0.6923852748361069,0.8158051099227569,0.01929260450160772,0.5454545454545454,0.037267080745341616,0.6154242882684637
