RNA_accuracy_contr,RNA_neg_prec_contr,RNA_neg_recall_contr,RNA_neg_fscore_contr,RNA_pos_prec_contr,RNA_pos_recall_contr,RNA_pos_fscore_contr,RNA_auc_contr
0.5341404358353511,0.9891402714932127,0.534997552618698,0.6944091486658196,0.010416666666666666,0.45454545454545453,0.02036659877800407,0.5214924576158056
0.54818401937046,0.9911504424778761,0.548213411649535,0.7059565080365584,0.012834224598930482,0.5454545454545454,0.025078369905956112,0.5581586793040538
0.5806295399515738,0.9916457811194653,0.5810083210964269,0.7327160493827161,0.013824884792626729,0.5454545454545454,0.02696629213483146,0.610043162906599
0.5530266343825666,0.992091388400703,0.5526186979931473,0.7098396730587866,0.014023732470334413,0.5909090909090909,0.027397260273972605,0.58665954701197
0.560774818401937,0.9913494809688581,0.5609397944199707,0.7164738980931542,0.013201320132013201,0.5454545454545454,0.025778732545649836,0.5989409513638589
0.560774818401937,0.9905008635578584,0.561429270680372,0.7166510465479538,0.012127894156560088,0.5,0.02368137782561894,0.5589151426155832
0.5380145278450363,0.991869918699187,0.5374449339207048,0.6971428571428571,0.013569937369519834,0.5909090909090909,0.02653061224489796,0.5857695901748765
0.5365617433414044,0.9918478260869565,0.5359765051395007,0.6959008579599618,0.013527575442247659,0.5909090909090909,0.026449643947100712,0.6283985226716504
0.5815980629539952,0.9892116182572614,0.5834557023984337,0.7339901477832512,0.010465116279069767,0.4090909090909091,0.020408163265306124,0.5223601655319716
0.537046004842615,0.99096657633243,0.5369554576603035,0.6965079365079366,0.012526096033402923,0.5454545454545454,0.024489795918367346,0.5733991901392783
0.4721549636803874,0.9917440660474717,0.47038668624571706,0.6381142098273572,0.012773722627737226,0.6363636363636364,0.02504472271914132,0.5858808347795132
0.5176755447941889,0.9906279287722587,0.5173764072442486,0.6797427652733119,0.012024048096192385,0.5454545454545454,0.023529411764705882,0.5410715080318604
0.6082324455205811,0.9889064976228209,0.6108663729809104,0.7552193645990922,0.009962640099626401,0.36363636363636365,0.019393939393939394,0.5015129266230587
0.5815980629539952,0.9908409658617818,0.582476749877631,0.7336621454993835,0.01273148148148148,0.5,0.024830699774266364,0.5668357584657144
0.5820823244552058,0.9924874791318865,0.5819872736172296,0.7337241592101204,0.014994232987312572,0.5909090909090909,0.029246344206974126,0.5782717038223646
0.49055690072639224,0.995995995995996,0.48702887909936365,0.6541748849441157,0.016885553470919325,0.8181818181818182,0.03308823529411765,0.7068482178614337
0.5646489104116222,0.9905660377358491,0.5653450807635829,0.7198504206918043,0.012235817575083427,0.5,0.0238870792616721,0.5455435411382548
0.5723970944309927,0.9898648648648649,0.5736661771904062,0.7263712426402231,0.011350737797956867,0.45454545454545453,0.022148394241417495,0.5936457081831531
0.5317191283292978,0.9926739926739927,0.5305922662750857,0.6915470494417864,0.014388489208633094,0.6363636363636364,0.028140703517587937,0.6072175499488275
0.5602905569007264,0.9904926534140017,0.5609397944199707,0.71625,0.012114537444933921,0.5,0.023655913978494623,0.5625639656476662
0.5767554479418886,0.987489574645538,0.5795398923152227,0.7304133251079581,0.008083140877598153,0.3181818181818182,0.015765765765765764,0.48798558269923914
0.5196125907990314,0.9915809167446211,0.5188448360254527,0.6812339331619537,0.013052208835341365,0.5909090909090909,0.02554027504911591,0.5444088461709607
0.5414043583535109,0.9928057553956835,0.540381791483113,0.6998415213946116,0.014690451206715634,0.6363636363636364,0.028717948717948718,0.5545098562719708
0.5341404358353511,0.9909173478655767,0.5340186000978953,0.6940203562340967,0.012448132780082987,0.5454545454545454,0.024340770791075054,0.5511057713700885
0.4799031476997579,0.9889001009081736,0.47968673519334315,0.6460118655240608,0.010242085661080074,0.5,0.020072992700729927,0.4633337783117519
0.5665859564164649,0.9889267461669506,0.5682819383259912,0.7217904880323283,0.010101010101010102,0.4090909090909091,0.019715224534501644,0.5467672317892582
0.5980629539951574,0.9895076674737692,0.6000978952520802,0.7471054235222425,0.010895883777239709,0.4090909090909091,0.02122641509433962,0.5171761669559026
0.5661016949152542,0.9897523484201537,0.5673029858051885,0.7212196639701307,0.011185682326621925,0.45454545454545453,0.02183406113537118,0.535598273483736
0.5714285714285714,0.9915110356536503,0.5717082721488008,0.7252406085066749,0.013528748590755355,0.5454545454545454,0.026402640264026403,0.6294219730343078
0.5326876513317191,0.9926873857404022,0.5315712187958884,0.6923812559770482,0.014418125643666324,0.6363636363636364,0.028197381671701917,0.5897966448627241
0.5602905569007264,0.9896462467644521,0.561429270680372,0.7164272329793878,0.011037527593818985,0.45454545454545453,0.021551724137931036,0.4864726560761803
0.6242130750605327,0.9968627450980392,0.622124326970142,0.7661241711874622,0.02278481012658228,0.8181818181818182,0.04433497536945813,0.7028879099363681
0.46198547215496366,0.9874476987447699,0.4620655898188938,0.6295431810603535,0.009017132551848512,0.45454545454545453,0.01768346595932803,0.4356338717572198
0.5840193704600485,0.9908789386401327,0.5849241311796378,0.7356109572176055,0.012805587892898719,0.5,0.024971623155505104,0.5550883282160815
0.5452784503631961,0.9902309058614565,0.5457660303475281,0.7036920164089618,0.011714589989350373,0.5,0.022892819979188347,0.5271214346104214
0.49878934624697335,0.9902723735408561,0.4982868330885952,0.6629762292412895,0.011571841851494697,0.5454545454545454,0.0226628895184136,0.49138966760112135
0.5375302663438256,0.9892086330935251,0.5384238864415076,0.6973058637083994,0.01049317943336831,0.45454545454545453,0.020512820512820513,0.5420059627108086
0.5079903147699758,0.9942252165543792,0.5056289769946157,0.6703439325113562,0.015594541910331383,0.7272727272727273,0.030534351145038167,0.6034129844702532
0.5811138014527845,0.9932998324958124,0.5805188448360254,0.7327772628977448,0.016073478760045924,0.6363636363636364,0.031354983202687564,0.6095091888043429
0.5239709443099274,0.988929889298893,0.5247185511502692,0.6856411896386312,0.010193679918450561,0.45454545454545453,0.019940179461615155,0.5101677568637921
0.5941888619854722,0.9910350448247759,0.5952031326480666,0.7437308868501529,0.013126491646778043,0.5,0.02558139534883721,0.4932140791171628
0.5869249394673124,0.990924092409241,0.5878609887420461,0.737941628264209,0.012895662368112544,0.5,0.025142857142857144,0.5234281137364838
0.5162227602905569,0.9915254237288136,0.5154185022026432,0.6782608695652175,0.01296111665004985,0.5909090909090909,0.025365853658536587,0.5946246607039558
0.52590799031477,0.9898710865561694,0.5261869799314733,0.687120485778204,0.011235955056179775,0.5,0.021978021978021976,0.5481911627286077
0.559322033898305,0.9913269731136166,0.5594713656387665,0.7152690863579474,0.013157894736842105,0.5454545454545454,0.025695931477516056,0.6276420593601211
0.6460048426150121,0.9895522388059701,0.6490455212922174,0.7839195979899498,0.011034482758620689,0.36363636363636365,0.0214190093708166,0.526431718061674
0.5307506053268766,0.9890710382513661,0.5315712187958884,0.6914995224450812,0.010341261633919338,0.45454545454545453,0.020222446916076844,0.5198015396253282
0.5399515738498789,0.991899189918992,0.5394028389623103,0.6987951807228915,0.013626834381551363,0.5909090909090909,0.02663934426229508,0.5750678592088284
0.5777239709443099,0.9907795473595976,0.57856093979442,0.7305315203955501,0.01261467889908257,0.5,0.024608501118568236,0.5693721354514306
0.5510895883777239,0.9920634920634921,0.5506607929515418,0.7082152974504248,0.013963480128893663,0.5909090909090909,0.02728226652675761,0.6411694032839408
0.5578692493946731,0.9921602787456446,0.557513460597161,0.7138827953619555,0.014176663031624863,0.5909090909090909,0.02768903088391906,0.6105993859297825
0.5230024213075061,0.9934701492537313,0.5212922173274597,0.6837881219903693,0.015105740181268883,0.6818181818181818,0.02955665024630542,0.6512259155430962
0.5980629539951574,0.9910931174089069,0.5991189427312775,0.74679682733374,0.01325301204819277,0.5,0.025821596244131457,0.5764027944644685
0.5292978208232445,0.9935483870967742,0.5276554087126775,0.6892583120204605,0.015306122448979591,0.6818181818181818,0.029940119760479045,0.6540070306590131
0.5036319612590799,0.9913127413127413,0.5026921194322075,0.6670997076973042,0.012633624878522837,0.5909090909090909,0.024738344433872503,0.5843901570773817
0.5171912832929783,0.9860594795539034,0.5193343122858541,0.6803462648284707,0.007077856420626896,0.3181818181818182,0.013847675568743816,0.3527566413028968
0.5951573849878935,0.9894566098945661,0.5971610376896721,0.7448107448107448,0.010817307692307692,0.4090909090909091,0.02107728337236534,0.5159747252258267
0.5995157384987894,0.9919093851132686,0.6000978952520802,0.7477889600487954,0.014475271411338963,0.5454545454545454,0.028202115158636895,0.5655898188937837
0.5646489104116222,0.9922547332185886,0.5643661282427802,0.7195007800312012,0.014396456256921373,0.5909090909090909,0.02810810810810811,0.6158278823477061
0.5389830508474577,0.989237668161435,0.5398923152227117,0.6985433818872705,0.010526315789473684,0.45454545454545453,0.0205761316872428,0.47837404885863033
0.5912832929782083,0.9917965545529123,0.591776798825257,0.7412630288166769,0.014184397163120567,0.5454545454545454,0.027649769585253454,0.5431851555199573
0.5573849878934625,0.992153443766347,0.5570239843367597,0.7134796238244514,0.014161220043572984,0.5909090909090909,0.027659574468085105,0.5671694922796244
0.565133171912833,0.9897348160821214,0.5663240332843857,0.7204234122042342,0.011160714285714286,0.45454545454545453,0.02178649237472767,0.508565834557024
0.5941888619854722,0.9894394800974817,0.5961820851688693,0.7440439828955405,0.01079136690647482,0.4090909090909091,0.021028037383177572,0.5245628087037779
0.5307506053268766,0.9926605504587156,0.5296133137542829,0.6907117778487073,0.014358974358974359,0.6363636363636364,0.028084252758274825,0.618208516886931
0.5612590799031477,0.9930615784908933,0.5604503181595692,0.7165206508135168,0.015350877192982455,0.6363636363636364,0.029978586723768737,0.6422818493303075
0.5690072639225182,0.9923142613151152,0.5687714145863926,0.7230864965774736,0.0145413870246085,0.5909090909090909,0.028384279475982533,0.582343256352067
0.559322033898305,0.9913269731136166,0.5594713656387665,0.7152690863579474,0.013157894736842105,0.5454545454545454,0.025695931477516056,0.5600498375828772
0.5869249394673124,0.9893092105263158,0.5888399412628488,0.7382632709420067,0.01060070671378092,0.4090909090909091,0.02066590126291619,0.4986205669025053
0.5491525423728814,0.9902998236331569,0.5496818404307391,0.7069562480327353,0.011815252416756176,0.5,0.023084994753410283,0.4968406532283185
0.6338983050847458,0.9915966386554622,0.635340186000979,0.7744630071599046,0.01455026455026455,0.5,0.028277634961439587,0.5689716548747386
0.5583535108958838,0.9896103896103896,0.5594713656387665,0.7148217636022514,0.01098901098901099,0.45454545454545453,0.02145922746781116,0.5256307569082899
0.5515738498789347,0.9886264216972879,0.5531081742535487,0.7093534212178281,0.009761388286334056,0.4090909090909091,0.019067796610169493,0.5359542562185734
0.46150121065375305,0.9936373276776246,0.4586392559960842,0.6275954454119222,0.0142602495543672,0.7272727272727273,0.027972027972027972,0.5543986116673342
0.5016949152542373,0.985632183908046,0.5036710719530103,0.6666666666666666,0.0068560235063663075,0.3181818181818182,0.013422818791946308,0.47683887331464425
0.5544794188861986,0.9912510936132983,0.5545766030347529,0.7112366603892027,0.013015184381778741,0.5454545454545454,0.025423728813559324,0.567147243358697
0.5501210653753027,0.9903169014084507,0.5506607929515418,0.7077697389116074,0.011840688912809472,0.5,0.0231335436382755,0.48333555822542607
0.5699757869249394,0.9906542056074766,0.570729319627998,0.724223602484472,0.012387387387387387,0.5,0.024175824175824173,0.5764917901481779
0.54818401937046,0.9876977152899824,0.5501713166911405,0.7066960075447972,0.008629989212513484,0.36363636363636365,0.01685985247629083,0.455702398433676
0.5283292978208233,0.9908172635445363,0.5281448849730788,0.6890166028097062,0.012295081967213115,0.5454545454545454,0.024048096192384773,0.513816579895875
0.5075060532687651,0.997093023255814,0.5036710719530103,0.669268292682927,0.018393030009680542,0.8636363636363636,0.03601895734597157,0.6940773372491433
0.5777239709443099,0.9916036943744753,0.5780714635340186,0.7303648732220162,0.013729977116704805,0.5454545454545454,0.026785714285714288,0.584545899523873
