SVM_accuracy_rep,SVM_neg_prec_rep,SVM_neg_recall_rep,SVM_neg_fscore_rep,SVM_pos_prec_rep,SVM_pos_recall_rep,SVM_pos_fscore_rep
0.4192941176470588,0.9887514060742407,0.41797432239657634,0.5875668449197862,0.009708737864077669,0.5454545454545454,0.019077901430842606
0.4263529411764706,0.9889380530973452,0.42510699001426533,0.5946125706684403,0.009828009828009828,0.5454545454545454,0.01930812550281577
0.49741176470588233,0.9868297271872061,0.4988112220637185,0.6626658243840808,0.007532956685499058,0.36363636363636365,0.014760147601476013
0.4395294117647059,0.9882226980728052,0.43889681407513076,0.6078366809351334,0.009235936188077247,0.5,0.018136850783182192
0.35105882352941176,0.9905149051490515,0.34759866856871136,0.5146075325589581,0.010814708002883922,0.6818181818181818,0.021291696238467
0.35058823529411764,0.9865410497981157,0.3485496909177366,0.5151089248067463,0.008683068017366137,0.5454545454545454,0.017094017094017096
0.38776470588235296,0.9902200488997555,0.38516405135520687,0.5546045874700445,0.010711553175210406,0.6363636363636364,0.021068472535741158
0.4315294117647059,0.9869423286180631,0.43128863528292916,0.600264725347452,0.008291873963515755,0.45454545454545453,0.016286644951140065
0.4032941176470588,0.9883040935672515,0.4018069424631479,0.5713319810682894,0.009448818897637795,0.5454545454545454,0.018575851393188854
0.40894117647058825,0.9884659746251442,0.40751307655729907,0.5771043771043771,0.009538950715421303,0.5454545454545454,0.01875
0.45694117647058824,0.9856704196519959,0.4579172610556348,0.6253246753246753,0.006968641114982578,0.36363636363636365,0.013675213675213675
0.43811764705882356,0.986096256684492,0.43842130290061815,0.6069782751810401,0.007563025210084034,0.4090909090909091,0.014851485148514853
0.44941176470588234,0.986444212721585,0.4498335710889206,0.6178967994774657,0.007718696397941681,0.4090909090909091,0.015151515151515152
0.45694117647058824,0.9856704196519959,0.4579172610556348,0.6253246753246753,0.006968641114982578,0.36363636363636365,0.013675213675213675
0.46258823529411763,0.9888097660223805,0.46219686162624823,0.6299416720674011,0.009632224168126095,0.5,0.018900343642611683
0.464,0.9878542510121457,0.4640989063242986,0.631510837916532,0.008795074758135445,0.45454545454545453,0.017256255392579814
0.4776470588235294,0.984390243902439,0.47979077508321444,0.6451406649616368,0.005454545454545455,0.2727272727272727,0.010695187165775402
0.4555294117647059,0.9866255144032922,0.4560152163575844,0.623739837398374,0.007805724197745013,0.4090909090909091,0.015319148936170212
0.3327058823529412,0.9885877318116976,0.32952924393723254,0.49429386590584873,0.009831460674157303,0.6363636363636364,0.019363762102351315
0.4696470588235294,0.9870259481037924,0.47028055159296245,0.6370370370370371,0.008014247551202136,0.4090909090909091,0.01572052401746725
